TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
4.10.260.10	-	0.684148433415253	-0.379580376985362	16	1	0.00168067226890756	595	8569	55970	GNG12
1.20.1110.10	-	0.684148433415253	-0.379580376985362	16	1	0.00168067226890756	595	8569	488	ATP2A2
2.120.10.80	-	0.684607009584165	-0.378910313989938	50	3	0.00504201680672269	595	8569	122773,23008,25948	KLHDC1,KLHDC10,KBTBD2
4.10.270.10	-	0.706121037443257	-0.347968615045489	17	1	0.00168067226890756	595	8569	8826	IQGAP1
3.10.200.10	-	0.706121037443257	-0.347968615045489	17	1	0.00168067226890756	595	8569	5793	PTPRG
3.20.20.80	-	0.724294594473772	-0.322557070912706	36	2	0.00336134453781513	595	8569	178,1486	AGL,CTBS
3.30.70.1230	-	0.726567480696318	-0.319423915637936	18	1	0.00168067226890756	595	8569	2982	GUCY1A3
1.20.120.350	-	0.74551278159939	-0.293682999921782	55	3	0.00504201680672269	595	8569	6335,5311,3751	SCN9A,PKD2,KCND2
1.20.1050.10	-	0.751688467022392	-0.285433313443494	38	2	0.00336134453781513	595	8569	25932,345778	CLIC4,MTX3
2.60.60.20	-	0.779772083177753	-0.248753603051708	21	1	0.00168067226890756	595	8569	160518	DENND5B
2.60.120.200	-	0.783054911741342	-0.244552455512466	93	5	0.00840336134453781	595	8569	6586,3910,79633,3998,22883	SLIT3,LAMA4,FAT4,LMAN1,CLSTN1
1.25.40.10	-	0.793684312477129	-0.231069488134022	193	11	0.0184873949579832	595	8569	7404,10910,8881,9812,84899,9887,23523,22984,444,29066,10513	UTY,SUGT1,CDC16,KIAA0141,TMTC4,SMG7,CABIN1,PDCD11,ASPH,ZC3H7A,APPBP2
1.20.120.370	-	0.795101471394165	-0.229285535498919	22	1	0.00168067226890756	595	8569	1140	CHRNB1
1.10.196.10	-	0.795101471394165	-0.229285535498919	22	1	0.00168067226890756	595	8569	6002	RGS12
3.30.565.10	-	0.795101471394165	-0.229285535498919	22	1	0.00168067226890756	595	8569	5378	PMS1
3.30.530.20	-	0.809365496740333	-0.211504675642291	23	1	0.00168067226890756	595	8569	10087	COL4A3BP
3.40.390.10	-	0.815815837420172	-0.203566638925787	80	4	0.00672268907563025	595	8569	9509,9510,10893,4311	ADAMTS2,ADAMTS1,MMP24,MME
3.40.850.10	-	0.820193977722259	-0.19821440850144	44	2	0.00336134453781513	595	8569	55605,23095	KIF21A,KIF1B
3.40.250.10	-	0.822638083836943	-0.195238927348969	24	1	0.00168067226890756	595	8569	9101	USP8
4.10.530.10	-	0.822638083836943	-0.195238927348969	24	1	0.00168067226890756	595	8569	284	ANGPT1
1.10.10.60	-	0.826337398995618	-0.190752115503378	280	16	0.026890756302521	595	8569	54856,54434,114803,7913,5090,57645,6601,3213,10265,6599,23637,6935,3203,6871,4211,9988	GON4L,SSH1,MYSM1,DEK,PBX3,POGK,SMARCC2,HOXB3,IRX5,SMARCC1,RABGAP1,ZEB1,HOXA6,TADA2A,MEIS1,DMTF1
2.40.50.140	-	0.853587620388817	-0.158307081924483	67	3	0.00504201680672269	595	8569	4175,22984,3428	MCM6,PDCD11,IFI16
3.90.79.10	-	0.857171740777877	-0.154116982820819	27	1	0.00168067226890756	595	8569	11051	NUDT21
1.10.287.110	-	0.863795686310254	-0.146419012320456	49	2	0.00336134453781513	595	8569	3300,54788	DNAJB2,DNAJB12
2.60.120.40	-	0.863795686310254	-0.146419012320456	49	2	0.00336134453781513	595	8569	8743,65981	TNFSF10,CAPRIN2
3.40.50.410	-	0.879446331333755	-0.128462738458635	71	3	0.00504201680672269	595	8569	64856,23195,3688	VWA1,MDN1,ITGB1
3.90.215.10	-	0.884990515016249	-0.122178351527404	30	1	0.00168067226890756	595	8569	284	ANGPT1
3.30.505.10	-	0.896904700835658	-0.108805664668149	112	5	0.00840336134453781	595	8569	2241,63898,5295,5781,6772	FER,SH2D4A,PIK3R1,PTPN11,STAT1
2.70.150.10	-	0.900460766378841	-0.104848684022832	32	1	0.00168067226890756	595	8569	488	ATP2A2
3.40.1110.10	-	0.900460766378841	-0.104848684022832	32	1	0.00168067226890756	595	8569	488	ATP2A2
3.90.1150.10	-	0.935481433964195	-0.0666939795748225	38	1	0.00168067226890756	595	8569	23042	PDXDC1
2.120.10.30	-	0.939981322226166	-0.0618952738876616	39	1	0.00168067226890756	595	8569	4811	NID1
3.40.640.10	-	0.944167853669807	-0.0574513175522577	40	1	0.00168067226890756	595	8569	23042	PDXDC1
4.10.280.10	-	0.945367563833445	-0.0561814706748326	107	4	0.00672268907563025	595	8569	6938,8648,4149,23269	TCF12,NCOA1,MAX,MGA
2.70.170.10	-	0.963826418630605	-0.0368440642461967	46	1	0.00168067226890756	595	8569	1140	CHRNB1
1.20.1250.10	-	0.972919718881082	-0.027453709058261	50	1	0.00168067226890756	595	8569	4254	KITLG
1.50.40.10	-	0.978207390942864	-0.0220335752492558	53	1	0.00168067226890756	595	8569	91137	SLC25A46
2.60.40.60	-	0.987989195881838	-0.0120835166363302	114	3	0.00504201680672269	595	8569	1824,79633,22883	DSC2,FAT4,CLSTN1
3.40.50.1000	-	0.990180569041299	-0.00986795951406819	64	1	0.00168067226890756	595	8569	51496	CTDSPL2
4.10.45.10	-	0.994090907703695	-0.00592662006509971	71	1	0.00168067226890756	595	8569	89122	TRIM4
3.10.100.10	-	0.999170150724508	-0.000830193791012621	98	1	0.00168067226890756	595	8569	22925	PLA2R1
2.60.40.10	-	0.999975275068655	-2.47252370106878e-05	661	23	0.038655462184874	595	8569	7010,54741,133418,7204,64856,54587,55729,253559,3597,5793,5156,3490,257194,3554,7070,3643,3480,3572,2690,2321,166647,4915,55243	TEK,LEPROT,EMB,TRIO,VWA1,MXRA8,ATF7IP,CADM2,IL13RA1,PTPRG,PDGFRA,IGFBP7,NEGR1,IL1R1,THY1,INSR,IGF1R,IL6ST,GHR,FLT1,GPR125,NTRK2,KIRREL
2.60.9.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.20.20.105	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.58.190	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.10540	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.70.210.12	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.8.310	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.850	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.780	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.420.140	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.10.250	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.33.40	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.980.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.1490.120	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.470.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.300.12	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.930.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.199.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1100.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1470	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.230.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.58.200	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.246.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.20.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.170.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.90.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.130.10.110	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.1420.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1620.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.1170.50	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.120.470	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1030	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.455.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.150.120	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1480	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.3370.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.10.250.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.50.80.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.45.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1150	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.260.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.25.10.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.1270	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.168.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.442.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.150.240	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.70.380	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.1180.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.25.40.170	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1180.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.3210.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1630.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.1580.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.80.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1580.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.530.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.10.500	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.58.150	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.3040.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.430.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.150.80	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.790.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.51.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.1360.70	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.10330	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1350.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.790	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.140	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.170.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1600.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.620.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.10480	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.268.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.760.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.200.30	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.1520.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.3500.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.1120.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.910.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1370.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.1020.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.40.150.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1490.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.460.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.50.30.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.366.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.420.110	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1380.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.170.140.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.630.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.950.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.150.40	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.280.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.20.60.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.170.210.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.95.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.40.240.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.10.25.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.70.20.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.1550.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.10.1030.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.1420.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.170.120.12	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.670	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1170.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.25.40.210	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
4.10.81.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.10420	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.1370	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.1450.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.10.450.80	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.365.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.30.22.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.449.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.90.228.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.700.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.100.10.30	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1490	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.20.25.30	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.40.33.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.1360.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.50.1260	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.420.80	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
2.60.40.1450	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.300.90	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1160.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.30.720.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.970.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.65.10.20	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
3.40.1230.10	-	0.999999999988379	-1.16211996623039e-11	2	0	0	595	8569
1.20.20.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.1670.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.150.160	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.60.120.310	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.1050.40	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.287.100	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.1280.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.40.15.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.10.580	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.1360.40	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.570.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.10.140	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.1300.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.10.450.40	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.70.60	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.1600.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.70.580	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.280.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.120.310	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.3260.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.70.660	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.170.150.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.120.180	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.70.600	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.60.120.230	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.1380.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.300.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.170.150.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.5.120	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.70.50.40	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.470.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.50.10260	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.102.10.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.810.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.930.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.20.91.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
4.10.640.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.30.110.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
4.10.770.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.60.40.320	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.10.290.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.1110.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.40.50.90	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.1370.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.70.98.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.1060.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.287.700	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.182.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.800.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.499.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.1490.140	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
4.10.91.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.20.19.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.60.40.200	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.50.1380	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
4.10.170.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.60.120.340	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.40.270.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.340.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.40.37.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.70.50.30	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.650.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.357.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.90.1170.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.190.20	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.30.740.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.1160.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.710.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.50.10130	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
4.10.1130.10	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
1.10.150.110	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.40.50.10380	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.40.50.150	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
3.20.20.60	-	0.999999999992359	-7.64058098474268e-12	3	0	0	595	8569
2.170.240.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
1.10.287.810	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.40.570.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
1.10.287.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
1.20.120.550	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
2.60.40.720	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
1.20.990.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.30.590.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
2.160.20.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.90.740.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.30.310.10	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.30.230.70	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
1.20.930.40	-	0.999999999993557	-6.44328000082176e-12	6	0	0	595	8569
3.10.320.10	-	0.999999999994742	-5.25789259320548e-12	16	0	0	595	8569
2.40.290.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.450.50	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.40.718.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
2.60.40.640	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
1.25.40.280	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
2.120.10.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
1.20.140.20	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
2.40.160.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.70.360	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.20.110.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
2.160.20.70	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
1.20.1260.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
1.10.1900.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.760.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.40.50.920	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.1220.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.1360.120	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
2.30.130.10	-	0.9999999999948	-5.19999344800488e-12	5	0	0	595	8569
3.30.479.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.520.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.250.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.15.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.20.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1060.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1190.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.210	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1200.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.30.230	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.990.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1170.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1120.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.11.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1270.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.55.10.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.950.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1470.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.960.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.810.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1760.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.360.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.600	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.8.100	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.70.98.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1080.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.572.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.110.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
