TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.10.750.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3050.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.420	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1480.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.1470	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.190	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.260.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1490.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.260	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.910.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.190.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.360	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.780.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.120.80	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.260.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.1950	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.570	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.246.60	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.60.90.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.250.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.20.160.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.940.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.1810	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1440.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.260	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.20.25.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.1760	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.20.20.370	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.350	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1260.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.1010	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.130.10.120	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.1130	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.1150.12	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.940.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1490.50	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1370.70	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.5.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1490.80	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.49.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.210.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.280.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.210	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.30.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.60.60.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.8.140	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.1220	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.120.420	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.840.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.1010	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.980	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1500.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.170	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.820	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.1040	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.920.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1620.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.280.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1820.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.770.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1210.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.90	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.700	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.670.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.230.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.280.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1440.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.260.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.180	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.670	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.20.260	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.10300	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.100.10.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1200.60	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.7700	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.380	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.180	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.370	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1000.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1650.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.120.220	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.300.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1650.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.20.20.150	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1010.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.700.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.56.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.230.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3330.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.970.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.1390	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.230.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.31.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.81.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.1130	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.370.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1680.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.320.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.270	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.30.70	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.770	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1170.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3290.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.1280.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.10320	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1320.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1170.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.640	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.420.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.140.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.20.80	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.93.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.930.12	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.400	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.930.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.30.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.460	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.580.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.30.280	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.20.70	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.270	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1340.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.70.680	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3270.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.360.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.310	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.30.210	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.680.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.40.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.109.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.20.20.380	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.30.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.440.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.1170	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.20.20.240	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.870.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.40.650	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.590.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.10580	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.470.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1410.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.240	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.390.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.520	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.910.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.20.80.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.10.620.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1780.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.30.30.70	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.160.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.870.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.5.320	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3560.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.58.100	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.58.420	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.56.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1030.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.660.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.1200.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.150	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.20.50.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.200	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.10.22.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1330.40	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.1050.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.1030.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.287.440	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.40.340.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.120.430	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.300	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1360.30	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.120.320	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.1590.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
4.10.81.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.650	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.3580.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.60.120.390	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.10.200	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.20.170.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.45.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.600.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.60.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.1390.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.25.40.250	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.50.10240	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.870.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.860.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.20.940.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.90.730.10	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.250	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.40.140.20	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
3.30.1140.32	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
1.10.150.190	-	0.999999999996549	-3.45111439425949e-12	1	0	0	595	8569
2.10.230.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.40.80.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.30.1600.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.40.50.261	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.800.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.40.50.170	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.12.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.275.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.90.1140.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
2.60.40.840	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.30.780.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.90.850.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.20.5.30	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.90.1460.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
2.30.18.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.30.900.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.1410.20	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.20.1480.20	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.3240.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.10.490.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.80.30.20	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.101.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.287.160	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.340.30	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
2.10.109.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.30.310.30	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.40.50.10410	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.150.220	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.10.135.10	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
1.20.5.520	-	0.999999999997747	-2.25336958294131e-12	4	0	0	595	8569
3.90.810.10	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
2.60.40.340	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
1.10.640.10	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
3.30.70.141	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
1.20.1510.10	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
3.40.47.10	-	0.999999999998461	-1.53874701112233e-12	10	0	0	595	8569
1.10.560.10	-	0.999999999999775	-2.25345684848765e-13	14	0	0	595	8569
3.10.120.10	-	0.999999999999775	-2.25345684848765e-13	14	0	0	595	8569
1.10.1540.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
3.90.260.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
3.90.110.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
3.90.230.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
1.25.40.70	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
3.40.1100.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
1.20.1540.10	-	1.00000000000436	4.36301510322068e-12	9	0	0	595	8569
1.10.260.40	-	1.00000000000442	4.41794511138087e-12	27	0	0	595	8569
3.30.1330.20	-	1.00000000000654	6.54184587116018e-12	20	0	0	595	8569
4.10.70.10	-	1.00000000000654	6.54184587116018e-12	20	0	0	595	8569
3.60.15.10	-	1.00000000000654	6.54184587116018e-12	20	0	0	595	8569
3.10.130.10	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
3.40.33.10	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
2.60.40.1180	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
4.10.75.10	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
3.30.1490.20	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
1.20.1080.10	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
2.60.40.1400	-	1.00000000000896	8.95790517706807e-12	15	0	0	595	8569
3.40.50.1440	-	1.000000000009	9.00166259905628e-12	22	0	0	595	8569
3.40.50.20	-	1.00000000000937	9.36782010730136e-12	13	0	0	595	8569
1.10.220.10	-	1.00000000000937	9.36782010730136e-12	13	0	0	595	8569
1.10.490.10	-	1.00000000000937	9.36782010730136e-12	13	0	0	595	8569
2.30.29.40	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
4.10.110.10	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
3.30.70.340	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
3.10.20.230	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
1.10.1170.10	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
1.10.100.10	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
4.10.1110.10	-	1.00000000000987	9.87447789683972e-12	8	0	0	595	8569
1.20.144.10	-	1.0000000000106	1.05967942200622e-11	18	0	0	595	8569
4.10.410.10	-	1.0000000000106	1.05967942200622e-11	18	0	0	595	8569
3.30.470.20	-	1.0000000000106	1.05967942200622e-11	18	0	0	595	8569
3.90.890.10	-	1.00000000001077	1.07719549006073e-11	12	0	0	595	8569
4.10.740.10	-	1.00000000001077	1.07719549006073e-11	12	0	0	595	8569
4.10.10.10	-	1.00000000001077	1.07719549006073e-11	12	0	0	595	8569
2.30.30.30	-	1.00000000001331	1.3308196212397e-11	17	0	0	595	8569
4.10.1040.10	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
2.60.40.690	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
3.10.260.20	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
1.10.720.40	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
3.30.390.30	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
2.60.490.10	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
3.60.110.10	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
3.30.830.10	-	1.00000000001575	1.57452938074974e-11	7	0	0	595	8569
1.10.1300.10	-	1.00000000001661	1.66149495838351e-11	21	0	0	595	8569
1.10.287.600	-	1.00000000001661	1.66149495838351e-11	21	0	0	595	8569
3.60.10.10	-	1.00000000001972	1.97191625439942e-11	26	0	0	595	8569
3.40.800.20	-	1.00000000002109	2.10856099348883e-11	11	0	0	595	8569
2.60.40.670	-	1.00000000002109	2.10856099348883e-11	11	0	0	595	8569
2.40.70.10	-	1.00000000002109	2.10856099348883e-11	11	0	0	595	8569
2.40.128.20	-	1.00000000002123	2.12319650109987e-11	35	0	0	595	8569
3.20.20.70	-	1.00000000002255	2.25477877982963e-11	43	0	0	595	8569
4.10.400.10	-	1.00000000002752	2.75232884641987e-11	45	0	0	595	8569
3.30.500.10	-	1.00000000002787	2.78688770108643e-11	25	0	0	595	8569
1.10.630.10	-	1.00000000003417	3.41657226445181e-11	58	0	0	595	8569
