Probe Set ID	UniGene ID.1
33338_at	Hs.642990.1
33339_g_at	Hs.642990.1
AFFX-HUMISGF3A/M97935_3_at	Hs.642990.1
AFFX-HUMISGF3A/M97935_5_at	Hs.642990.1
AFFX-HUMISGF3A/M97935_MA_at	Hs.642990.1
AFFX-HUMISGF3A/M97935_MB_at	Hs.642990.1
35215_at	Hs.642978.1
36191_at	Hs.642966.1
1232_s_at	Hs.642938.1
35339_at	Hs.642874.1
35340_at	Hs.642874.1
38500_at	Hs.642817.1
34091_s_at	Hs.642813.1
38062_at	Hs.642736.1
37874_at	Hs.642706.1
41500_at	Hs.642701.1
36633_at	Hs.642676.1
36563_at	Hs.6421.1
32959_at	Hs.64173.1
32611_at	Hs.641605.1
40552_s_at	Hs.641085.1
40590_at	Hs.640258.1
35752_s_at	Hs.64016.1
35635_at	Hs.640026.1
41832_s_at	Hs.6396.1
41833_at	Hs.6396.1
41834_g_at	Hs.6396.1
1679_at	Hs.639059.1
34612_at	Hs.639.1
151_s_at	Hs.638652.1
38219_at	Hs.638121.1
772_at	Hs.638121.1
36561_at	Hs.63788.1
39240_at	Hs.637685.1
36548_at	Hs.637458.1
38396_at	Hs.637017.1
39531_at	Hs.637017.1
41373_s_at	Hs.637017.1
709_at	Hs.636480.1
36560_at	Hs.6360.1
38108_at	Hs.635690.1
1396_at	Hs.635441.1
1601_s_at	Hs.635441.1
1677_at	Hs.635441.1
1678_g_at	Hs.635441.1
38650_at	Hs.635441.1
41420_at	Hs.635441.1
37885_at	Hs.635289.1
1058_at	Hs.635221.1
36557_at	Hs.635.1
36558_at	Hs.635.1
36559_g_at	Hs.635.1
794_at	Hs.63489.1
36572_r_at	Hs.634882.1
35065_at	Hs.634849.1
35066_g_at	Hs.634849.1
35067_at	Hs.634849.1
41831_at	Hs.6347.1
41140_at	Hs.634632.1
39864_at	Hs.634522.1
1763_at	Hs.634244.1
178_f_at	Hs.634244.1
31600_s_at	Hs.634244.1
32310_f_at	Hs.634244.1
32311_r_at	Hs.634244.1
37796_at	Hs.633863.1
34332_at	Hs.633853.1
40921_at	Hs.633589.1
1375_s_at	Hs.633514.1
34722_at	Hs.633514.1
40004_at	Hs.633506.1
35740_at	Hs.63348.1
35014_at	Hs.633454.1
1299_at	Hs.63335.1
41097_at	Hs.63335.1
32850_at	Hs.633334.1
33751_at	Hs.633252.1
37862_at	Hs.633217.1
39491_s_at	Hs.633143.1
41247_at	Hs.633143.1
41108_at	Hs.633109.1
33061_at	Hs.633032.1
39106_at	Hs.633003.1
40079_at	Hs.632997.1
33198_at	Hs.632873.1
40309_at	Hs.63287.1
33997_at	Hs.632864.1
41704_at	Hs.632851.1
35438_at	Hs.632839.1
39214_at	Hs.632833.1
41131_f_at	Hs.632828.1
41132_r_at	Hs.632828.1
41221_at	Hs.632822.1
33350_s_at	Hs.632807.1
37182_at	Hs.632804.1
36418_at	Hs.632802.1
35584_s_at	Hs.632799.1
35748_at	Hs.632796.1
34418_at	Hs.632794.1
1185_at	Hs.632790.1
36379_at	Hs.632787.1
38973_at	Hs.632767.1
33292_at	Hs.632766.1
41029_at	Hs.632738.1
32747_at	Hs.632733.1
38251_at	Hs.632731.1
38424_at	Hs.632729.1
40731_at	Hs.632724.1
35915_at	Hs.632722.1
39986_at	Hs.632720.1
32727_at	Hs.632719.1
33993_at	Hs.632717.1
33994_g_at	Hs.632717.1
36083_at	Hs.632708.1
39342_at	Hs.632707.1
39659_at	Hs.632704.1
41581_at	Hs.632704.1
32466_at	Hs.632703.1
33474_at	Hs.632702.1
36026_at	Hs.632642.1
38556_at	Hs.632637.1
32276_at	Hs.632626.1
35061_at	Hs.632592.1
431_at	Hs.632586.1
32080_at	Hs.632581.1
39444_at	Hs.632554.1
40700_at	Hs.632549.1
32205_at	Hs.632540.1
37720_at	Hs.632539.1
38450_at	Hs.632535.1
41855_at	Hs.632532.1
37980_at	Hs.632531.1
39594_f_at	Hs.632513.1
277_at	Hs.632486.1
33146_at	Hs.632486.1
37022_at	Hs.632481.1
32144_at	Hs.632472.1
128_at	Hs.632466.1
129_g_at	Hs.632466.1
38466_at	Hs.632466.1
146_at	Hs.632465.1
40253_at	Hs.632465.1
37405_at	Hs.632460.1
39010_at	Hs.632456.1
39011_at	Hs.632456.1
39012_g_at	Hs.632456.1
40299_at	Hs.632453.1
40300_g_at	Hs.632453.1
40301_at	Hs.632453.1
36342_r_at	Hs.632450.1
39823_at	Hs.632447.1
35967_at	Hs.632446.1
35968_s_at	Hs.632446.1
31778_at	Hs.632441.1
41598_at	Hs.632438.1
31729_at	Hs.632426.1
803_at	Hs.632426.1
806_at	Hs.632415.1
36167_at	Hs.632406.1
35899_at	Hs.632404.1
35900_at	Hs.632404.1
34177_at	Hs.632403.1
41380_at	Hs.632398.1
41602_at	Hs.632391.1
38139_at	Hs.632389.1
38060_at	Hs.632385.1
31598_s_at	Hs.632380.1
33884_s_at	Hs.632370.1
41339_at	Hs.632370.1
36649_at	Hs.632368.1
33473_at	Hs.632357.1
41271_at	Hs.632348.1
34525_at	Hs.632346.1
1773_at	Hs.632345.1
37488_at	Hs.632345.1
37932_at	Hs.632339.1
33528_at	Hs.632338.1
36497_at	Hs.632328.1
40453_s_at	Hs.632326.1
33732_at	Hs.632317.1
AFFX-hum_alu_at	Hs.632303.1
38728_at	Hs.632299.1
38757_at	Hs.632296.1
38758_at	Hs.632296.1
835_at	Hs.632296.1
40030_at	Hs.632287.1
31415_at	Hs.632286.1
32677_at	Hs.632284.1
38349_at	Hs.632272.1
35844_at	Hs.632267.1
38311_at	Hs.632264.1
38423_at	Hs.632262.1
37128_at	Hs.632261.1
464_s_at	Hs.632258.1
626_s_at	Hs.632258.1
33869_at	Hs.632256.1
472_at	Hs.632256.1
473_g_at	Hs.632256.1
35791_at	Hs.632249.1
41421_at	Hs.632242.1
35145_at	Hs.632239.1
41151_at	Hs.632238.1
41853_at	Hs.632236.1
36328_at	Hs.632235.1
31781_at	Hs.632233.1
34063_at	Hs.632229.1
32116_at	Hs.632227.1
38746_at	Hs.632226.1
406_at	Hs.632226.1
40724_at	Hs.632222.1
36485_at	Hs.632219.1
41688_at	Hs.632215.1
41689_at	Hs.632215.1
250_at	Hs.632209.1
40822_at	Hs.632209.1
40823_s_at	Hs.632209.1
33123_at	Hs.632200.1
32387_at	Hs.632199.1
38848_at	Hs.632195.1
36796_at	Hs.632188.1
36798_g_at	Hs.632188.1
40688_at	Hs.632179.1
38064_at	Hs.632177.1
32030_at	Hs.632161.1
33272_at	Hs.632144.1
33207_at	Hs.632137.1
34683_at	Hs.632137.1
39861_at	Hs.632133.1
34590_at	Hs.632114.1
39799_at	Hs.632112.1
32356_at	Hs.632109.1
36931_at	Hs.632099.1
36351_at	Hs.632079.1
33691_at	Hs.632070.1
35212_at	Hs.632057.1
32342_at	Hs.632054.1
38136_at	Hs.632050.1
36528_at	Hs.632015.1
40329_at	Hs.631995.1
32780_at	Hs.631992.1
32781_f_at	Hs.631992.1
32782_r_at	Hs.631992.1
40304_at	Hs.631992.1
31467_at	Hs.631991.1
31728_at	Hs.631991.1
33967_at	Hs.631991.1
35685_at	Hs.631989.1
1007_s_at	Hs.631988.1
36643_at	Hs.631988.1
40553_at	Hs.631974.1
37292_at	Hs.631951.1
31706_at	Hs.631946.1
40020_at	Hs.631926.1
116_at	Hs.631923.1
38905_at	Hs.631923.1
665_at	Hs.631921.1
32516_at	Hs.631920.1
32517_at	Hs.631920.1
1357_at	Hs.631919.1
37339_at	Hs.631919.1
39202_at	Hs.631898.1
40216_at	Hs.631898.1
33124_at	Hs.631890.1
1856_at	Hs.631886.1
41571_at	Hs.631886.1
41572_r_at	Hs.631886.1
36462_at	Hs.631882.1
31478_at	Hs.631871.1
40714_at	Hs.631869.1
38936_at	Hs.631866.1
34874_at	Hs.631863.1
39910_at	Hs.631861.1
37252_at	Hs.631860.1
36289_f_at	Hs.631846.1
36290_s_at	Hs.631846.1
36264_at	Hs.631845.1
33903_at	Hs.631844.1
33099_at	Hs.631843.1
37657_at	Hs.631841.1
32918_at	Hs.631828.1
37670_at	Hs.631827.1
33746_at	Hs.631822.1
40586_at	Hs.631818.1
40587_s_at	Hs.631818.1
40588_r_at	Hs.631818.1
33268_at	Hs.631768.1
252_at	Hs.631765.1
253_g_at	Hs.631765.1
37792_s_at	Hs.631757.1
37793_r_at	Hs.631757.1
34641_at	Hs.631735.1
33730_at	Hs.631733.1
31635_g_at	Hs.631731.1
40373_at	Hs.631731.1
32885_f_at	Hs.631726.1
36774_f_at	Hs.631726.1
36775_f_at	Hs.631726.1
36949_at	Hs.631725.1
493_at	Hs.631725.1
34503_at	Hs.631724.1
40684_at	Hs.631717.1
1872_at	Hs.631709.1
35699_at	Hs.631699.1
34405_at	Hs.631661.1
35517_at	Hs.631659.1
856_at	Hs.631659.1
164_at	Hs.631657.1
165_g_at	Hs.631657.1
225_at	Hs.631657.1
40351_at	Hs.631657.1
39973_at	Hs.631655.1
37942_at	Hs.631654.1
36402_at	Hs.631642.1
36403_s_at	Hs.631642.1
35138_at	Hs.631640.1
438_at	Hs.631630.1
568_at	Hs.631630.1
569_g_at	Hs.631630.1
41836_at	Hs.631627.1
1087_at	Hs.631624.1
31681_at	Hs.631624.1
37986_at	Hs.631624.1
396_f_at	Hs.631624.1
34833_at	Hs.631614.1
35826_at	Hs.631604.1
40817_at	Hs.631602.1
37996_s_at	Hs.631596.1
41641_at	Hs.631594.1
37028_at	Hs.631593.1
37148_at	Hs.631592.1
41778_at	Hs.631582.1
34814_at	Hs.631580.1
36393_at	Hs.631576.1
38017_at	Hs.631567.1
38018_g_at	Hs.631567.1
39242_at	Hs.631566.1
363_at	Hs.631564.1
33707_at	Hs.631562.1
36113_s_at	Hs.631558.1
36114_r_at	Hs.631558.1
38445_at	Hs.631550.1
810_at	Hs.631550.1
39709_at	Hs.631549.1
1997_s_at	Hs.631546.1
1998_i_at	Hs.631546.1
2065_s_at	Hs.631546.1
2066_at	Hs.631546.1
2067_f_at	Hs.631546.1
39272_g_at	Hs.631539.1
2022_at	Hs.631535.1
2023_g_at	Hs.631535.1
40972_at	Hs.631535.1
40192_at	Hs.631528.1
37598_at	Hs.631504.1
32432_f_at	Hs.630818.1
34463_at	Hs.629638.1
36627_at	Hs.62886.1
497_at	Hs.628393.1
36035_at	Hs.627962.1
32016_at	Hs.627602.1
31545_at	Hs.627414.1
31632_at	Hs.626676.1
33127_at	Hs.626637.1
35735_at	Hs.62661.1
201_s_at	Hs.626605.1
34644_at	Hs.626605.1
428_s_at	Hs.626605.1
40907_at	Hs.626600.1
34478_at	Hs.626404.1
31994_at	Hs.62578.1
31995_g_at	Hs.62578.1
31996_at	Hs.62578.1
34484_at	Hs.62578.1
34553_at	Hs.625674.1
1037_at	Hs.624543.1
32645_at	Hs.624446.1
33568_at	Hs.624178.1
1369_s_at	Hs.624.1
35372_r_at	Hs.624.1
35370_at	Hs.6232.1
37528_at	Hs.622998.1
36545_s_at	Hs.62209.1
36546_r_at	Hs.62209.1
36547_r_at	Hs.62209.1
36543_at	Hs.62192.1
36542_at	Hs.62185.1
550_at	Hs.621519.1
36981_at	Hs.620844.1
39850_at	Hs.620557.1
39851_at	Hs.620557.1
31613_at	Hs.62022.1
1495_at	Hs.619315.1
31327_at	Hs.618326.1
1463_at	Hs.61812.1
39590_at	Hs.618112.1
41845_at	Hs.617342.1
41846_at	Hs.617342.1
1890_at	Hs.616962.1
40298_at	Hs.6168.1
31844_at	Hs.616526.1
40297_at	Hs.61635.1
36340_at	Hs.615360.1
41713_at	Hs.615360.1
39165_at	Hs.615131.1
32337_at	Hs.615020.1
41470_at	Hs.614734.1
35358_at	Hs.6147.1
40296_at	Hs.61469.1
38164_at	Hs.61438.1
39751_at	Hs.61430.1
36535_at	Hs.61418.1
34116_at	Hs.614033.1
356_at	Hs.613351.1
40295_at	Hs.6132.1
34255_at	Hs.613075.1
33811_at	Hs.612814.1
40293_at	Hs.61255.1
32433_at	Hs.612317.1
39321_at	Hs.612087.1
36527_at	Hs.61184.1
33288_i_at	Hs.611475.1
33289_f_at	Hs.611475.1
33403_at	Hs.611057.1
41261_at	Hs.611057.1
39711_at	Hs.610830.1
34830_at	Hs.610460.1
232_at	Hs.609663.1
33941_at	Hs.6088.1
32374_at	Hs.608548.1
32879_at	Hs.607844.1
35881_at	Hs.607842.1
34204_at	Hs.607836.1
34662_at	Hs.607776.1
35349_at	Hs.6076.1
39898_at	Hs.607594.1
36081_s_at	Hs.606200.1
35348_at	Hs.6061.1
34940_at	Hs.605638.1
36614_at	Hs.605502.1
35039_at	Hs.605388.1
38561_at	Hs.605080.1
38562_g_at	Hs.605080.1
36432_at	Hs.604789.1
36810_at	Hs.604754.1
34473_at	Hs.604542.1
35418_at	Hs.604479.1
35419_g_at	Hs.604479.1
39340_at	Hs.604479.1
36140_at	Hs.604234.1
32657_at	Hs.604110.1
41292_at	Hs.604001.1
38258_at	Hs.603993.1
33357_at	Hs.603732.1
41656_at	Hs.60339.1
35578_at	Hs.603221.1
41082_at	Hs.603111.1
606_at	Hs.603111.1
644_at	Hs.603111.1
35984_at	Hs.603093.1
31753_at	Hs.602949.1
39782_at	Hs.602900.1
39746_at	Hs.602757.1
35514_at	Hs.602320.1
35909_at	Hs.602085.1
172_at	Hs.601911.1
32877_i_at	Hs.601513.1
32878_f_at	Hs.601513.1
39090_at	Hs.601274.1
32350_at	Hs.601217.1
38575_at	Hs.601217.1
39380_at	Hs.601206.1
34046_at	Hs.601143.1
31326_at	Hs.601077.1
32163_f_at	Hs.600919.1
36066_at	Hs.600789.1
35040_at	Hs.599647.1
797_at	Hs.599039.1
35345_at	Hs.59889.1
36266_at	Hs.598507.1
33100_at	Hs.598503.1
31997_at	Hs.598500.1
41661_at	Hs.598183.1
35581_at	Hs.598166.1
32162_r_at	Hs.598054.1
39824_at	Hs.597921.1
35224_at	Hs.597755.1
34119_at	Hs.597735.1
34120_r_at	Hs.597735.1
39232_at	Hs.597715.1
860_at	Hs.597656.1
861_g_at	Hs.597656.1
38608_at	Hs.597642.1
40187_at	Hs.597523.1
40188_f_at	Hs.597523.1
32436_at	Hs.597387.1
34096_at	Hs.597323.1
39813_s_at	Hs.59719.1
39814_s_at	Hs.59719.1
32338_at	Hs.596944.1
38655_at	Hs.596726.1
38656_s_at	Hs.596726.1
41823_at	Hs.596704.1
38030_at	Hs.596572.1
39107_at	Hs.596543.1
39108_at	Hs.596543.1
32332_at	Hs.596461.1
33681_at	Hs.596449.1
39166_s_at	Hs.596449.1
39167_r_at	Hs.596449.1
38577_at	Hs.596282.1
36071_at	Hs.596014.1
37987_at	Hs.595669.1
34199_at	Hs.595540.1
40015_at	Hs.595458.1
40016_g_at	Hs.595458.1
32071_at	Hs.595451.1
34312_at	Hs.595378.1
37803_at	Hs.595286.1
41196_at	Hs.595245.1
39932_at	Hs.595184.1
40219_at	Hs.595118.1
37040_at	Hs.595071.1
36260_at	Hs.594968.1
40776_at	Hs.594952.1
38510_at	Hs.594861.1
34838_at	Hs.59486.1
104_at	Hs.594817.1
39620_at	Hs.594817.1
32717_at	Hs.594708.1
32505_at	Hs.594634.1
35798_at	Hs.594634.1
41129_at	Hs.594563.1
39602_at	Hs.594535.1
39745_at	Hs.594504.1
37185_at	Hs.594481.1
37377_i_at	Hs.594444.1
37378_r_at	Hs.594444.1
38770_at	Hs.594351.1
38093_at	Hs.594338.1
40407_at	Hs.594238.1
41231_f_at	Hs.594117.1
36395_at	Hs.594024.1
32025_at	Hs.593995.1
33241_at	Hs.593942.1
34848_at	Hs.593928.1
1319_at	Hs.593833.1
36430_at	Hs.593826.1
37492_at	Hs.593760.1
40029_at	Hs.593645.1
31867_at	Hs.593612.1
35400_at	Hs.593611.1
36286_at	Hs.593610.1
37067_at	Hs.593580.1
32452_at	Hs.593566.1
36760_at	Hs.593532.1
37866_at	Hs.593529.1
34398_at	Hs.593461.1
649_s_at	Hs.593413.1
31827_s_at	Hs.593382.1
31828_r_at	Hs.593382.1
31829_r_at	Hs.593382.1
38993_r_at	Hs.593382.1
40602_at	Hs.59332.1
40603_at	Hs.59332.1
32403_at	Hs.593282.1
1832_at	Hs.593171.1
35561_at	Hs.593171.1
35356_at	Hs.593159.1
35357_at	Hs.593159.1
38774_at	Hs.593148.1
1204_at	Hs.592771.1
37052_at	Hs.592771.1
36745_at	Hs.592751.1
148_at	Hs.592742.1
40606_at	Hs.592742.1
274_at	Hs.592591.1
41466_s_at	Hs.592591.1
41255_at	Hs.592567.1
38100_at	Hs.592561.1
950_at	Hs.592561.1
38938_at	Hs.592557.1
32546_at	Hs.592490.1
36665_at	Hs.592490.1
37340_at	Hs.592466.1
32119_at	Hs.592414.1
1610_s_at	Hs.592364.1
191_at	Hs.592357.1
38073_at	Hs.592347.1
32075_at	Hs.592340.1
1505_at	Hs.592338.1
37899_at	Hs.592338.1
35495_at	Hs.592334.1
37094_at	Hs.592325.1
35658_at	Hs.592324.1
641_at	Hs.592324.1
642_s_at	Hs.592324.1
1734_at	Hs.592317.1
1735_g_at	Hs.592317.1
1767_s_at	Hs.592317.1
2029_at	Hs.592313.1
39927_at	Hs.592313.1
36435_at	Hs.592298.1
36501_at	Hs.592298.1
857_at	Hs.592298.1
32134_at	Hs.592286.1
35391_at	Hs.592282.1
35392_g_at	Hs.592282.1
41254_at	Hs.592282.1
40342_at	Hs.592257.1
38182_at	Hs.592254.1
41080_at	Hs.592246.1
33945_at	Hs.592244.1
32124_at	Hs.592243.1
32125_at	Hs.592243.1
32972_at	Hs.592227.1
32973_s_at	Hs.592227.1
33604_at	Hs.592215.1
36879_at	Hs.592212.1
39433_at	Hs.592207.1
33524_at	Hs.592205.1
35301_at	Hs.592205.1
415_at	Hs.592205.1
39561_at	Hs.592201.1
38215_at	Hs.592198.1
1086_at	Hs.592192.1
37493_at	Hs.592192.1
37494_at	Hs.592192.1
35144_at	Hs.592188.1
41217_at	Hs.592184.1
32728_at	Hs.592182.1
33577_at	Hs.592177.1
889_at	Hs.592171.1
41448_at	Hs.592166.1
34287_at	Hs.592164.1
35898_at	Hs.592145.1
33381_at	Hs.592142.1
1030_s_at	Hs.592136.1
1710_s_at	Hs.592136.1
32135_at	Hs.592123.1
32741_at	Hs.592121.1
32742_s_at	Hs.592121.1
1028_at	Hs.592115.1
41004_at	Hs.592115.1
31977_at	Hs.592109.1
34693_at	Hs.592105.1
40761_at	Hs.592095.1
40762_g_at	Hs.592095.1
41002_at	Hs.592095.1
34928_at	Hs.592088.1
33319_at	Hs.592082.1
33065_at	Hs.592068.1
41637_at	Hs.592051.1
37228_at	Hs.592049.1
40854_at	Hs.592048.1
33918_s_at	Hs.592046.1
32613_at	Hs.592018.1
32614_at	Hs.592018.1
32344_r_at	Hs.592002.1
36515_at	Hs.5920.1
37879_r_at	Hs.591999.1
38339_at	Hs.591996.1
40740_at	Hs.591993.1
34700_at	Hs.591992.1
1209_at	Hs.591983.1
1500_at	Hs.591980.1
1684_s_at	Hs.591980.1
35623_at	Hs.591976.1
364_s_at	Hs.591953.1
33708_at	Hs.591952.1
36916_at	Hs.591947.1
31340_at	Hs.591946.1
39681_at	Hs.591945.1
35425_at	Hs.591944.1
31633_g_at	Hs.591942.1
32518_at	Hs.591942.1
34523_at	Hs.591940.1
36679_at	Hs.591936.1
831_at	Hs.591931.1
40703_at	Hs.591928.1
680_s_at	Hs.591928.1
31794_at	Hs.591920.1
738_at	Hs.591920.1
37142_at	Hs.591913.1
38537_at	Hs.591910.1
35985_at	Hs.591908.1
33286_at	Hs.591905.1
41695_at	Hs.591903.1
40053_at	Hs.591899.1
32943_at	Hs.591890.1
1159_at	Hs.591873.1
33966_at	Hs.591873.1
36744_at	Hs.591866.1
36738_at	Hs.591865.1
34472_at	Hs.591863.1
36246_at	Hs.591859.1
39035_at	Hs.591856.1
39036_g_at	Hs.591856.1
40736_at	Hs.591853.1
34761_r_at	Hs.591852.1
38187_at	Hs.591847.1
36850_at	Hs.591845.1
36851_g_at	Hs.591845.1
36852_at	Hs.591845.1
1293_s_at	Hs.591810.1
33017_at	Hs.591810.1
934_at	Hs.591810.1
32373_at	Hs.591802.1
38576_at	Hs.591797.1
33608_at	Hs.591792.1
33609_at	Hs.591792.1
36742_at	Hs.591789.1
1237_at	Hs.591785.1
36757_at	Hs.591778.1
31764_at	Hs.591777.1
31932_f_at	Hs.591768.1
31933_r_at	Hs.591768.1
35055_at	Hs.591768.1
35232_f_at	Hs.591767.1
35233_r_at	Hs.591767.1
41010_at	Hs.591761.1
39618_at	Hs.591758.1
1370_at	Hs.591742.1
36227_at	Hs.591742.1
38094_at	Hs.591731.1
34991_at	Hs.591727.1
34992_g_at	Hs.591727.1
34993_at	Hs.591727.1
34494_at	Hs.591725.1
40992_s_at	Hs.591715.1
40993_r_at	Hs.591715.1
40990_at	Hs.591706.1
33975_at	Hs.591704.1
33584_at	Hs.591698.1
1720_at	Hs.591697.1
1721_g_at	Hs.591697.1
37282_at	Hs.591697.1
39734_at	Hs.591680.1
32789_at	Hs.591671.1
32790_at	Hs.591671.1
41215_s_at	Hs.591670.1
36714_at	Hs.591667.1
819_at	Hs.591665.1
39933_at	Hs.591664.1
34013_f_at	Hs.591654.1
34014_f_at	Hs.591654.1
35493_at	Hs.591645.1
40350_at	Hs.591643.1
1801_at	Hs.591642.1
39699_at	Hs.591633.1
39225_at	Hs.591631.1
32861_s_at	Hs.591629.1
40579_at	Hs.591619.1
38294_at	Hs.591609.1
443_at	Hs.591609.1
444_g_at	Hs.591609.1
38596_i_at	Hs.591607.1
38597_f_at	Hs.591607.1
38598_at	Hs.591607.1
33527_at	Hs.591606.1
38409_at	Hs.591602.1
35335_at	Hs.591600.1
41381_at	Hs.59159.1
40964_at	Hs.591588.1
160041_at	Hs.591549.1
33453_at	Hs.591549.1
32984_s_at	Hs.591533.1
32988_at	Hs.591533.1
41122_at	Hs.591518.1
1904_at	Hs.591506.1
37250_at	Hs.591506.1
36564_at	Hs.591504.1
33912_at	Hs.591501.1
33164_at	Hs.591499.1
33484_at	Hs.591490.1
37070_at	Hs.591486.1
35280_at	Hs.591484.1
35281_at	Hs.591484.1
38688_at	Hs.591471.1
39770_at	Hs.591463.1
34671_at	Hs.591457.1
782_at	Hs.591457.1
41281_s_at	Hs.591454.1
41619_at	Hs.591415.1
882_at	Hs.591402.1
40257_at	Hs.591401.1
36692_at	Hs.591395.1
39607_at	Hs.591395.1
34546_at	Hs.591391.1
39539_at	Hs.591384.1
39540_at	Hs.591384.1
36162_at	Hs.591382.1
38119_at	Hs.59138.1
40525_at	Hs.591379.1
40526_at	Hs.591379.1
39381_at	Hs.591375.1
35995_at	Hs.591363.1
31444_s_at	Hs.591361.1
769_s_at	Hs.591361.1
37162_at	Hs.591360.1
41248_at	Hs.591358.1
35480_at	Hs.591348.1
32136_r_at	Hs.591347.1
36638_at	Hs.591346.1
595_at	Hs.591338.1
34274_at	Hs.591329.1
40701_at	Hs.591319.1
36457_at	Hs.591314.1
40175_at	Hs.591307.1
38642_at	Hs.591293.1
1491_at	Hs.591286.1
1421_at	Hs.591269.1
1422_g_at	Hs.591269.1
33514_at	Hs.591269.1
33719_at	Hs.591256.1
38202_at	Hs.591255.1
610_at	Hs.591251.1
32053_at	Hs.591241.1
32054_at	Hs.591241.1
32055_g_at	Hs.591241.1
33791_at	Hs.591229.1
37303_at	Hs.591227.1
1529_at	Hs.591225.1
1530_g_at	Hs.591225.1
33276_at	Hs.591225.1
39777_at	Hs.591221.1
36373_at	Hs.591214.1
33576_at	Hs.591208.1
35337_at	Hs.5912.1
36313_at	Hs.591198.1
34604_at	Hs.591192.1
39783_at	Hs.591189.1
37107_at	Hs.591184.1
474_at	Hs.591179.1
34723_at	Hs.591171.1
31973_at	Hs.591169.1
38535_at	Hs.591167.1
1467_at	Hs.591160.1
37989_at	Hs.591159.1
615_s_at	Hs.591159.1
32287_s_at	Hs.591157.1
32297_s_at	Hs.591157.1
39438_at	Hs.591156.1
34650_at	Hs.591150.1
32068_at	Hs.591148.1
32535_at	Hs.591133.1
38536_at	Hs.591130.1
33291_at	Hs.591127.1
37802_r_at	Hs.591122.1
31925_s_at	Hs.591111.1
31949_at	Hs.591111.1
36195_at	Hs.591110.1
38986_at	Hs.591095.1
496_s_at	Hs.591088.1
35975_at	Hs.591085.1
37584_at	Hs.591084.1
39793_at	Hs.591069.1
36366_at	Hs.591063.1
36514_at	Hs.59106.1
449_at	Hs.59106.1
450_g_at	Hs.59106.1
33306_at	Hs.591057.1
32725_at	Hs.591054.1
32726_g_at	Hs.591054.1
35207_at	Hs.591047.1
37516_at	Hs.591044.1
31718_at	Hs.591042.1
31832_at	Hs.591040.1
40055_s_at	Hs.591033.1
40047_at	Hs.591031.1
1927_s_at	Hs.591026.1
32714_s_at	Hs.591026.1
40594_r_at	Hs.591026.1
38532_at	Hs.591025.1
38212_at	Hs.591019.1
1211_s_at	Hs.591016.1
822_s_at	Hs.591016.1
37527_at	Hs.591015.1
37541_at	Hs.591014.1
36551_at	Hs.591009.1
37699_at	Hs.591005.1
38452_at	Hs.591003.1
35492_at	Hs.591000.1
38142_at	Hs.590977.1
1233_s_at	Hs.590970.1
38433_at	Hs.590970.1
36669_at	Hs.590958.1
31967_at	Hs.590942.1
35931_at	Hs.590941.1
38358_at	Hs.590937.1
32465_at	Hs.590927.1
37187_at	Hs.590921.1
36269_at	Hs.590919.1
35126_at	Hs.590909.1
31334_at	Hs.590903.1
32788_at	Hs.590897.1
35539_at	Hs.590893.1
35379_at	Hs.590892.1
40838_at	Hs.590890.1
32800_at	Hs.590886.1
405_at	Hs.590886.1
41441_at	Hs.590872.1
35080_at	Hs.590869.1
39928_at	Hs.590575.1
38568_at	Hs.589962.1
39835_at	Hs.589924.1
34878_at	Hs.58992.1
35250_at	Hs.589884.1
32017_at	Hs.589848.1
32018_at	Hs.589848.1
1943_at	Hs.58974.1
40697_at	Hs.58974.1
39132_at	Hs.589489.1
41773_at	Hs.589427.1
38843_at	Hs.588815.1
38461_at	Hs.588655.1
1671_s_at	Hs.588289.1
1999_s_at	Hs.588289.1
37733_at	Hs.588289.1
40955_at	Hs.587979.1
35008_at	Hs.58756.1
41038_at	Hs.587558.1
37595_at	Hs.587484.1
35582_at	Hs.587384.1
32969_r_at	Hs.587325.1
35189_at	Hs.587176.1
41133_at	Hs.587054.1
32953_at	Hs.58685.1
35873_at	Hs.586460.1
1288_s_at	Hs.586423.1
40887_g_at	Hs.586423.1
34221_at	Hs.586219.1
32704_at	Hs.586174.1
33519_at	Hs.586161.1
37206_at	Hs.586161.1
35483_at	Hs.585745.1
35484_at	Hs.585745.1
40267_s_at	Hs.585651.1
31987_at	Hs.585433.1
34445_at	Hs.585378.1
34446_at	Hs.585378.1
31918_at	Hs.585369.1
37217_at	Hs.585357.1
37973_at	Hs.585343.1
716_at	Hs.585279.1
31416_at	Hs.585245.1
37822_at	Hs.585209.1
39102_at	Hs.584901.1
38684_at	Hs.584884.1
35331_at	Hs.58488.1
34531_at	Hs.584876.1
35513_r_at	Hs.584868.1
39417_at	Hs.584867.1
36458_at	Hs.584863.1
32449_at	Hs.584858.1
35522_at	Hs.584856.1
41582_at	Hs.584854.1
35341_at	Hs.584851.1
32193_at	Hs.584845.1
39047_at	Hs.584842.1
36460_at	Hs.584839.1
33544_at	Hs.584831.1
37249_at	Hs.584830.1
37068_at	Hs.584823.1
40865_at	Hs.584809.1
639_s_at	Hs.584806.1
32459_at	Hs.584804.1
35861_at	Hs.584803.1
40290_f_at	Hs.584803.1
40291_r_at	Hs.584803.1
34465_at	Hs.584800.1
1093_at	Hs.584790.1
1094_g_at	Hs.584790.1
41429_at	Hs.584790.1
40584_at	Hs.584784.1
