Probe Set ID	UniGene ID.1
36828_at	Hs.301094.1
35672_at	Hs.300887.1
37019_at	Hs.300774.1
32312_at	Hs.300772.1
32313_at	Hs.300772.1
32314_g_at	Hs.300772.1
39332_at	Hs.300701.1
35595_at	Hs.300684.1
32241_at	Hs.300624.1
37469_at	Hs.300559.1
35245_at	Hs.30054.1
36277_at	Hs.3003.1
37414_at	Hs.300076.1
33337_at	Hs.299878.1
33202_f_at	Hs.29978.1
38330_at	Hs.29978.1
34806_at	Hs.299567.1
39636_at	Hs.29952.1
35307_at	Hs.299055.1
777_at	Hs.299055.1
32843_s_at	Hs.299002.1
39173_at	Hs.299002.1
40961_at	Hs.298990.1
40962_s_at	Hs.298990.1
36603_at	Hs.298716.1
41193_at	Hs.298654.1
37773_at	Hs.298382.1
36913_at	Hs.298345.1
40096_at	Hs.298280.1
32909_at	Hs.298023.1
33489_at	Hs.2979.1
2090_i_at	Hs.29764.1
41464_at	Hs.297483.1
31859_at	Hs.297413.1
38362_at	Hs.297389.1
38716_at	Hs.297343.1
33126_at	Hs.297304.1
35520_at	Hs.296949.1
35521_at	Hs.296949.1
34012_at	Hs.296942.1
37396_at	Hs.296776.1
41498_at	Hs.29665.1
1831_at	Hs.296648.1
200_at	Hs.296648.1
358_at	Hs.296433.1
36413_at	Hs.296433.1
36126_at	Hs.296422.1
36127_g_at	Hs.296422.1
40687_at	Hs.296310.1
34319_at	Hs.2962.1
39244_at	Hs.296169.1
621_at	Hs.296169.1
39066_at	Hs.296049.1
34560_at	Hs.2960.1
34318_at	Hs.29595.1
32161_at	Hs.295923.1
40568_at	Hs.295917.1
38560_at	Hs.295732.1
37612_at	Hs.295449.1
37613_at	Hs.295449.1
37614_g_at	Hs.295449.1
38068_at	Hs.295137.1
32803_at	Hs.294603.1
36968_s_at	Hs.294041.1
32676_at	Hs.293970.1
34202_at	Hs.293917.1
38727_at	Hs.293689.1
32440_at	Hs.293653.1
39632_at	Hs.2936.1
35230_at	Hs.29344.1
36704_at	Hs.293411.1
34498_at	Hs.293130.1
1330_at	Hs.29282.1
37356_r_at	Hs.292689.1
37320_at	Hs.292579.1
34601_at	Hs.292575.1
40065_s_at	Hs.292549.1
40246_at	Hs.292549.1
1924_at	Hs.292524.1
36086_at	Hs.292524.1
32274_r_at	Hs.292493.1
32766_at	Hs.292493.1
35845_at	Hs.292472.1
40286_r_at	Hs.292451.1
40287_s_at	Hs.292451.1
40288_r_at	Hs.292451.1
37975_at	Hs.292356.1
39806_at	Hs.292316.1
39807_at	Hs.292316.1
33864_at	Hs.292265.1
33865_at	Hs.292265.1
34856_at	Hs.292156.1
41802_at	Hs.292088.1
41803_g_at	Hs.292088.1
41804_at	Hs.292088.1
41805_g_at	Hs.292088.1
41829_at	Hs.292078.1
32229_at	Hs.292026.1
41491_s_at	Hs.29189.1
41492_r_at	Hs.29189.1
41493_at	Hs.29189.1
37771_at	Hs.291623.1
32857_at	Hs.291533.1
37887_at	Hs.291363.1
1438_at	Hs.2913.1
34773_at	Hs.291212.1
37669_s_at	Hs.291196.1
1647_at	Hs.291030.1
37276_at	Hs.291030.1
39630_at	Hs.2909.1
31969_i_at	Hs.290873.1
31970_r_at	Hs.290873.1
1641_s_at	Hs.290758.1
37675_at	Hs.290404.1
40123_at	Hs.290243.1
33487_at	Hs.2899.1
34311_at	Hs.28988.1
36029_at	Hs.289795.1
40782_at	Hs.289347.1
1160_at	Hs.289271.1
35819_at	Hs.289271.1
34310_at	Hs.28914.1
38475_at	Hs.289123.1
38043_at	Hs.289108.1
40302_at	Hs.289106.1
33486_at	Hs.28896.1
41513_s_at	Hs.288936.1
39005_s_at	Hs.288773.1
39006_r_at	Hs.288773.1
39611_at	Hs.288741.1
39944_at	Hs.288658.1
34778_at	Hs.288467.1
34840_at	Hs.288232.1
33942_s_at	Hs.288229.1
35293_at	Hs.288178.1
35294_at	Hs.288178.1
35295_g_at	Hs.288178.1
40456_at	Hs.288034.1
34309_at	Hs.2879.1
33421_s_at	Hs.287749.1
39787_at	Hs.287717.1
41523_at	Hs.287714.1
35350_at	Hs.287537.1
32056_at	Hs.287518.1
38234_at	Hs.287362.1
34559_at	Hs.28704.1
34942_at	Hs.28659.1
40142_at	Hs.286233.1
32811_at	Hs.286226.1
33987_at	Hs.286221.1
34356_at	Hs.286145.1
34357_g_at	Hs.286145.1
34558_at	Hs.2859.1
37058_at	Hs.285887.1
1733_at	Hs.285671.1
39279_at	Hs.285671.1
39625_at	Hs.28540.1
41519_at	Hs.285363.1
41520_at	Hs.285363.1
1981_s_at	Hs.285354.1
39948_at	Hs.285354.1
422_s_at	Hs.285354.1
34305_at	Hs.2853.1
1213_at	Hs.285197.1
37409_at	Hs.285197.1
314_at	Hs.285051.1
34304_s_at	Hs.28491.1
36384_at	Hs.284712.1
35714_at	Hs.284491.1
1168_at	Hs.284307.1
37916_at	Hs.284279.1
1593_at	Hs.284244.1
1828_s_at	Hs.284244.1
41806_at	Hs.284244.1
33835_at	Hs.284141.1
35178_at	Hs.284122.1
40127_at	Hs.283844.1
31961_r_at	Hs.283819.1
1103_at	Hs.283749.1
34412_s_at	Hs.283743.1
36985_at	Hs.283652.1
37041_at	Hs.283610.1
32271_at	Hs.283565.1
34758_at	Hs.283551.1
39622_at	Hs.28346.1
40630_at	Hs.283454.1
1425_at	Hs.283084.1
32410_at	Hs.2830.1
40259_at	Hs.282998.1
40260_g_at	Hs.282998.1
40261_at	Hs.282998.1
32631_at	Hs.282997.1
32632_g_at	Hs.282997.1
40889_at	Hs.282997.1
40882_at	Hs.282975.1
35525_at	Hs.282931.1
39725_at	Hs.282901.1
38548_at	Hs.282871.1
38519_at	Hs.282735.1
31470_at	Hs.282702.1
34107_at	Hs.282702.1
34108_g_at	Hs.282702.1
41625_at	Hs.282678.1
32003_at	Hs.282670.1
1455_f_at	Hs.282624.1
37215_at	Hs.282417.1
41143_at	Hs.282410.1
41144_g_at	Hs.282410.1
41288_at	Hs.282410.1
1002_f_at	Hs.282409.1
34078_s_at	Hs.282409.1
31571_at	Hs.282387.1
41214_at	Hs.282376.1
32168_s_at	Hs.282326.1
427_f_at	Hs.282275.1
38587_at	Hs.282265.1
37797_at	Hs.282260.1
32133_at	Hs.282177.1
35527_at	Hs.282151.1
33439_at	Hs.282113.1
31603_at	Hs.281898.1
34439_at	Hs.281898.1
40048_at	Hs.281707.1
40948_at	Hs.281564.1
36255_at	Hs.281342.1
33480_at	Hs.2813.1
1719_at	Hs.280987.1
40654_at	Hs.280932.1
35210_at	Hs.28070.1
37642_at	Hs.280695.1
40513_at	Hs.280604.1
40384_at	Hs.280388.1
38399_at	Hs.280378.1
226_at	Hs.280342.1
227_g_at	Hs.280342.1
41768_at	Hs.280342.1
35209_at	Hs.28020.1
36950_at	Hs.279929.1
39515_s_at	Hs.279913.1
39516_at	Hs.279913.1
37438_at	Hs.279912.1
36391_at	Hs.279906.1
33503_at	Hs.279887.1
39054_at	Hs.279837.1
556_s_at	Hs.279837.1
32600_at	Hs.279832.1
34647_at	Hs.279806.1
33346_r_at	Hs.279669.1
421_at	Hs.279640.1
41382_at	Hs.279611.1
40831_at	Hs.279580.1
32188_at	Hs.279562.1
32189_g_at	Hs.279562.1
190_at	Hs.279522.1
40659_at	Hs.279522.1
40660_at	Hs.279522.1
40661_at	Hs.279522.1
40662_g_at	Hs.279522.1
41485_at	Hs.2795.1
1462_s_at	Hs.279413.1
747_at	Hs.27935.1
34587_at	Hs.279259.1
37736_at	Hs.279257.1
37737_at	Hs.279257.1
37738_g_at	Hs.279257.1
40841_at	Hs.279245.1
38667_at	Hs.279061.1
35879_at	Hs.278959.1
32329_at	Hs.278658.1
39170_at	Hs.278573.1
39351_at	Hs.278573.1
37654_at	Hs.278569.1
34301_r_at	Hs.2785.1
32925_at	Hs.278489.1
33615_at	Hs.278485.1
31521_f_at	Hs.278483.1
34027_f_at	Hs.278483.1
38296_at	Hs.278434.1
39095_at	Hs.278432.1
39067_at	Hs.278362.1
41142_at	Hs.278277.1
1612_s_at	Hs.2780.1
41483_s_at	Hs.2780.1
41484_r_at	Hs.2780.1
36280_at	Hs.277937.1
33444_at	Hs.277721.1
33863_at	Hs.277704.1
38626_at	Hs.277624.1
620_at	Hs.27744.1
35792_at	Hs.277035.1
34296_at	Hs.27695.1
41262_at	Hs.276925.1
41263_at	Hs.276925.1
40271_at	Hs.276878.1
345_at	Hs.276808.1
34210_at	Hs.276770.1
36267_at	Hs.2764.1
40966_at	Hs.276271.1
40967_at	Hs.276271.1
33427_s_at	Hs.276252.1
33428_s_at	Hs.276252.1
33722_at	Hs.276252.1
35204_at	Hs.27621.1
36061_at	Hs.27621.1
34363_at	Hs.275775.1
32813_s_at	Hs.275675.1
40976_at	Hs.275675.1
36838_at	Hs.275464.1
41437_at	Hs.275352.1
40408_at	Hs.274873.1
37211_at	Hs.274539.1
41557_at	Hs.274531.1
33477_at	Hs.27453.1
31346_at	Hs.274469.1
38983_at	Hs.274416.1
39306_at	Hs.274407.1
32965_f_at	Hs.274402.1
37953_s_at	Hs.274361.1
33749_at	Hs.274329.1
1736_at	Hs.274313.1
35884_at	Hs.274295.1
39156_at	Hs.274285.1
34669_at	Hs.274184.1
39612_at	Hs.27371.1
344_s_at	Hs.273621.1
39768_at	Hs.273621.1
39769_at	Hs.273621.1
41799_at	Hs.273621.1
612_s_at	Hs.273621.1
34801_at	Hs.273397.1
33454_at	Hs.273330.1
39099_at	Hs.272927.1
35028_at	Hs.27283.1
34956_at	Hs.272822.1
40124_at	Hs.272822.1
35004_at	Hs.272499.1
33790_at	Hs.272493.1
39578_at	Hs.272367.1
1591_s_at	Hs.272259.1
36782_s_at	Hs.272259.1
41322_s_at	Hs.27222.1
118_at	Hs.2722.1
37007_at	Hs.272168.1
36204_at	Hs.272062.1
31845_at	Hs.271940.1
33933_at	Hs.2719.1
41631_f_at	Hs.271876.1
41482_at	Hs.27184.1
35197_at	Hs.27183.1
35196_at	Hs.27182.1
37229_at	Hs.271791.1
37291_r_at	Hs.271771.1
41019_at	Hs.271749.1
39670_at	Hs.271742.1
40423_at	Hs.271667.1
32382_at	Hs.271580.1
35130_at	Hs.271510.1
32100_r_at	Hs.271383.1
32101_at	Hs.271383.1
489_at	Hs.271353.1
490_g_at	Hs.271353.1
35289_at	Hs.271341.1
40115_at	Hs.271135.1
33511_at	Hs.271079.1
34260_at	Hs.271044.1
35252_at	Hs.271014.1
37749_at	Hs.270978.1
35838_at	Hs.270869.1
38778_at	Hs.270851.1
37171_at	Hs.270845.1
35186_at	Hs.270621.1
35194_at	Hs.2704.1
41753_at	Hs.270291.1
36911_at	Hs.270279.1
37580_at	Hs.270055.1
38419_at	Hs.270043.1
40791_at	Hs.270017.1
34554_at	Hs.2700.1
39604_at	Hs.270.1
35600_at	Hs.269988.1
33399_at	Hs.269909.1
33400_r_at	Hs.269909.1
469_at	Hs.26988.1
38580_at	Hs.269782.1
38581_at	Hs.269782.1
38980_at	Hs.269775.1
35110_at	Hs.269654.1
35579_at	Hs.269591.1
1496_at	Hs.269577.1
40131_at	Hs.269512.1
41632_at	Hs.269408.1
36870_at	Hs.269263.1
39762_at	Hs.269211.1
33630_s_at	Hs.26915.1
376_at	Hs.269109.1
377_g_at	Hs.269109.1
32111_at	Hs.269092.1
40922_at	Hs.269004.1
40923_at	Hs.269004.1
37053_at	Hs.268942.1
41090_s_at	Hs.268942.1
36201_at	Hs.268849.1
41729_at	Hs.268787.1
38099_r_at	Hs.268785.1
37806_at	Hs.268726.1
41747_s_at	Hs.268675.1
37222_at	Hs.268573.1
375_at	Hs.268573.1
31486_s_at	Hs.268515.1
37283_at	Hs.268515.1
39970_at	Hs.268490.1
32635_at	Hs.26837.1
35187_at	Hs.26837.1
1082_at	Hs.268177.1
34351_at	Hs.268177.1
35664_at	Hs.268107.1
34552_at	Hs.2681.1
35185_at	Hs.26770.1
31801_at	Hs.267632.1
36901_at	Hs.267632.1
37306_at	Hs.26704.1
41360_at	Hs.26703.1
41361_at	Hs.26703.1
38645_at	Hs.266826.1
41118_at	Hs.266728.1
41119_f_at	Hs.266728.1
36231_at	Hs.26670.1
35183_at	Hs.26630.1
34551_at	Hs.266.1
884_at	Hs.265829.1
885_g_at	Hs.265829.1
1048_at	Hs.26550.1
1049_g_at	Hs.26550.1
2056_at	Hs.264887.1
2057_g_at	Hs.264887.1
36168_at	Hs.264887.1
424_s_at	Hs.264887.1
32720_at	Hs.264482.1
32721_at	Hs.264482.1
39589_at	Hs.26441.1
35173_at	Hs.264.1
35836_at	Hs.263812.1
34886_at	Hs.263671.1
34887_at	Hs.263671.1
39587_at	Hs.26333.1
39586_at	Hs.2633.1
39583_at	Hs.26312.1
33720_at	Hs.262858.1
33442_at	Hs.262857.1
36647_at	Hs.262823.1
34550_at	Hs.2624.1
35170_at	Hs.26232.1
40339_at	Hs.26225.1
35741_at	Hs.260603.1
33467_at	Hs.2605.1
34547_at	Hs.26047.1
35163_at	Hs.26023.1
39175_at	Hs.26010.1
33450_at	Hs.259831.1
2078_s_at	Hs.25960.1
35158_at	Hs.25960.1
38072_at	Hs.259412.1
39575_at	Hs.25924.1
39574_at	Hs.25887.1
1124_at	Hs.258855.1
34103_at	Hs.258576.1
33684_at	Hs.258575.1
31487_at	Hs.258563.1
38651_at	Hs.258563.1
38703_at	Hs.258551.1
2063_at	Hs.258429.1
2064_g_at	Hs.258429.1
36261_at	Hs.258326.1
38053_s_at	Hs.258314.1
35198_at	Hs.258212.1
35690_s_at	Hs.257970.1
35691_r_at	Hs.257970.1
41537_r_at	Hs.257970.1
37878_at	Hs.25791.1
36338_at	Hs.257900.1
38968_at	Hs.257761.1
2091_at	Hs.25766.1
32209_at	Hs.25723.1
36151_at	Hs.257008.1
35152_at	Hs.25691.1
37660_at	Hs.256747.1
33905_at	Hs.25674.1
38844_at	Hs.256667.1
38845_at	Hs.256667.1
38352_at	Hs.256639.1
32015_at	Hs.256587.1
1915_s_at	Hs.25647.1
1916_s_at	Hs.25647.1
2094_s_at	Hs.25647.1
36254_at	Hs.2563.1
1583_at	Hs.256278.1
33813_at	Hs.256278.1
790_at	Hs.2561.1
791_g_at	Hs.2561.1
35559_at	Hs.256022.1
34707_at	Hs.25601.1
37294_at	Hs.255935.1
41354_at	Hs.25590.1
41353_at	Hs.2556.1
38901_at	Hs.255596.1
32149_at	Hs.255462.1
33308_at	Hs.255230.1
40116_at	Hs.255093.1
33465_at	Hs.2549.1
33901_at	Hs.25450.1
36251_at	Hs.25422.1
40232_at	Hs.254113.1
35292_at	Hs.254042.1
1275_at	Hs.254006.1
40419_at	Hs.253903.1
35389_s_at	Hs.25377.1
35390_at	Hs.25377.1
34855_at	Hs.253726.1
41349_at	Hs.25363.1
31775_at	Hs.253495.1
32254_at	Hs.25348.1
40078_at	Hs.25338.1
998_s_at	Hs.25333.1
33899_at	Hs.2533.1
32143_at	Hs.253247.1
36003_at	Hs.253197.1
808_at	Hs.25318.1
33807_at	Hs.253146.1
33898_at	Hs.25313.1
33897_at	Hs.25300.1
33395_at	Hs.252967.1
2049_s_at	Hs.25292.1
32786_at	Hs.25292.1
1046_at	Hs.252839.1
38513_at	Hs.252828.1
793_at	Hs.252820.1
39198_s_at	Hs.252713.1
41590_at	Hs.252713.1
32514_s_at	Hs.252549.1
32515_s_at	Hs.252549.1
34410_at	Hs.252457.1
33461_at	Hs.252451.1
41660_at	Hs.252387.1
38851_at	Hs.251680.1
33894_at	Hs.25155.1
1449_at	Hs.251531.1
1450_g_at	Hs.251531.1
39802_at	Hs.251526.1
31966_at	Hs.251415.1
31906_at	Hs.250899.1
34851_at	Hs.250822.1
34852_g_at	Hs.250822.1
38660_at	Hs.250760.1
592_at	Hs.250758.1
41272_s_at	Hs.250723.1
41273_at	Hs.250723.1
34726_at	Hs.250712.1
36783_f_at	Hs.250693.1
39123_s_at	Hs.250687.1
39124_r_at	Hs.250687.1
37393_at	Hs.250666.1
1555_f_at	Hs.250615.1
34694_at	Hs.250581.1
34695_at	Hs.250581.1
455_at	Hs.250581.1
41659_at	Hs.250429.1
36244_at	Hs.25040.1
35136_at	Hs.25010.1
34936_at	Hs.250072.1
33463_at	Hs.250.1
35135_at	Hs.24998.1
35134_at	Hs.24976.1
37752_at	Hs.249718.1
41134_at	Hs.249600.1
33890_at	Hs.24950.1
2033_s_at	Hs.249441.1
36909_at	Hs.249441.1
33033_at	Hs.249227.1
37861_at	Hs.249217.1
39626_s_at	Hs.249184.1
31669_s_at	Hs.249171.1
33248_at	Hs.249171.1
264_at	Hs.249159.1
39320_at	Hs.2490.1
574_s_at	Hs.2490.1
36709_at	Hs.248472.1
36357_at	Hs.248437.1
39318_at	Hs.2484.1
36124_at	Hs.248267.1
762_f_at	Hs.248172.1
1853_at	Hs.248164.1
1579_at	Hs.248156.1
38504_at	Hs.248153.1
1141_at	Hs.248145.1
420_at	Hs.248144.1
580_at	Hs.248133.1
136_at	Hs.248124.1
34542_at	Hs.248017.1
34008_at	Hs.247729.1
41342_at	Hs.24763.1
32875_at	Hs.247565.1
32876_s_at	Hs.247565.1
39524_at	Hs.247565.1
38621_at	Hs.247362.1
41053_at	Hs.247323.1
32202_at	Hs.247280.1
32203_at	Hs.247280.1
34767_at	Hs.24719.1
1394_at	Hs.247077.1
37309_at	Hs.247077.1
33885_at	Hs.24656.1
32822_at	Hs.246506.1
33462_at	Hs.2465.1
40452_at	Hs.246413.1
41340_at	Hs.24640.1
41341_at	Hs.24640.1
36107_at	Hs.246310.1
41224_at	Hs.246112.1
38026_at	Hs.24601.1
38027_at	Hs.24601.1
35772_at	Hs.24598.1
33883_at	Hs.24587.1
33882_at	Hs.24557.1
33796_at	Hs.245540.1
38920_at	Hs.24529.1
32141_at	Hs.245044.1
34763_at	Hs.24485.1
2021_s_at	Hs.244723.1
41060_at	Hs.244723.1
39109_at	Hs.244580.1
40970_at	Hs.24422.1
1440_s_at	Hs.244139.1
1441_s_at	Hs.244139.1
1808_s_at	Hs.244139.1
37643_at	Hs.244139.1
37644_s_at	Hs.244139.1
389_s_at	Hs.244139.1
35771_at	Hs.243994.1
34241_at	Hs.243987.1
38006_at	Hs.243564.1
41332_at	Hs.24301.1
33873_at	Hs.2430.1
36918_at	Hs.24258.1
33872_at	Hs.24212.1
34174_s_at	Hs.24212.1
36242_at	Hs.2421.1
692_s_at	Hs.2420.1
41327_at	Hs.24178.1
41328_s_at	Hs.24178.1
34753_at	Hs.24167.1
34166_at	Hs.241597.1
34167_s_at	Hs.241597.1
36222_at	Hs.241586.1
1852_at	Hs.241570.1
259_s_at	Hs.241570.1
35511_at	Hs.241564.1
40356_at	Hs.241551.1
41367_at	Hs.241529.1
34752_at	Hs.24119.1
32082_at	Hs.240770.1
34749_at	Hs.24030.1
282_at	Hs.240.1
160020_at	Hs.2399.1
34747_at	Hs.2399.1
31700_at	Hs.239891.1
31699_at	Hs.239818.1
41315_at	Hs.23978.1
41316_s_at	Hs.23978.1
34737_at	Hs.239631.1
39300_at	Hs.239600.1
1945_at	Hs.23960.1
34736_at	Hs.23960.1
34731_at	Hs.239499.1
34715_at	Hs.239.1
2034_s_at	Hs.238990.1
33847_s_at	Hs.238990.1
33848_r_at	Hs.238990.1
34912_at	Hs.237886.1
31670_s_at	Hs.237825.1
33837_at	Hs.237825.1
34538_at	Hs.23777.1
38632_at	Hs.237506.1
32964_at	Hs.2375.1
36065_at	Hs.23748.1
39268_at	Hs.23735.1
39266_at	Hs.23729.1
34519_at	Hs.237028.1
35737_at	Hs.236774.1
35738_at	Hs.236774.1
1764_s_at	Hs.23650.1
32553_at	Hs.23650.1
39262_at	Hs.23642.1
38661_at	Hs.236361.1
34690_at	Hs.236030.1
453_at	Hs.236030.1
39250_at	Hs.235935.1
34688_at	Hs.23585.1
291_s_at	Hs.23582.1
41286_at	Hs.23582.1
34534_at	Hs.2353.1
34535_at	Hs.2353.1
34536_g_at	Hs.2353.1
1392_at	Hs.235116.1
34684_at	Hs.235069.1
354_s_at	Hs.235069.1
31530_at	Hs.234898.1
31531_g_at	Hs.234898.1
38529_at	Hs.234898.1
32405_at	Hs.234786.1
32404_at	Hs.234785.1
32401_at	Hs.234775.1
31688_at	Hs.234766.1
34165_at	Hs.234763.1
31685_at	Hs.234759.1
34161_at	Hs.234742.1
39248_at	Hs.234642.1
39249_at	Hs.234642.1
1498_at	Hs.234569.1
1637_at	Hs.234521.1
1991_s_at	Hs.234521.1
39237_at	Hs.234521.1
32823_at	Hs.234282.1
41279_f_at	Hs.234249.1
41280_r_at	Hs.234249.1
33449_at	Hs.233952.1
33448_at	Hs.233950.1
37163_at	Hs.23361.1
34156_i_at	Hs.233568.1
34157_f_at	Hs.233568.1
1793_at	Hs.233552.1
40270_at	Hs.233552.1
41820_s_at	Hs.233552.1
41821_at	Hs.233552.1
1941_at	Hs.23348.1
39449_at	Hs.23348.1
40466_at	Hs.233458.1
38323_at	Hs.233389.1
38913_at	Hs.233325.1
38077_at	Hs.233240.1
32043_at	Hs.233160.1
34660_at	Hs.23262.1
39510_r_at	Hs.232543.1
37232_at	Hs.232532.1
32949_at	Hs.23251.1
34658_at	Hs.2324.1
39678_at	Hs.232375.1
36942_at	Hs.232194.1
38908_s_at	Hs.232021.1
41398_at	Hs.231942.1
32279_at	Hs.231829.1
32280_at	Hs.231829.1
35100_at	Hs.23172.1
33437_at	Hs.23170.1
31739_at	Hs.231655.1
1702_at	Hs.231367.1
34293_at	Hs.23131.1
34294_at	Hs.23131.1
34292_at	Hs.23119.1
39241_at	Hs.23118.1
1750_at	Hs.23111.1
1751_g_at	Hs.23111.1
34291_at	Hs.23111.1
31587_at	Hs.230795.1
34154_at	Hs.2306.1
1023_at	Hs.2303.1
39324_at	Hs.229988.1
36171_at	Hs.229641.1
34286_at	Hs.22960.1
34283_at	Hs.22907.1
1343_s_at	Hs.227948.1
34280_at	Hs.22785.1
2002_s_at	Hs.227817.1
34151_at	Hs.227782.1
33413_at	Hs.227777.1
843_at	Hs.227777.1
33409_at	Hs.227729.1
1769_at	Hs.227489.1
35962_at	Hs.227489.1
33297_at	Hs.227457.1
32853_at	Hs.227253.1
32928_at	Hs.227115.1
35961_at	Hs.22689.1
1424_s_at	Hs.226755.1
35959_at	Hs.22653.1
34264_at	Hs.226499.1
36922_at	Hs.226390.1
37055_at	Hs.22634.1
37156_at	Hs.22634.1
39230_at	Hs.226307.1
34259_at	Hs.22616.1
34141_at	Hs.226017.1
32022_at	Hs.226007.1
41172_at	Hs.226007.1
31659_at	Hs.226000.1
557_s_at	Hs.225995.1
31648_at	Hs.225962.1
31649_at	Hs.225962.1
31650_g_at	Hs.225962.1
31647_at	Hs.225953.1
31646_at	Hs.225950.1
31645_at	Hs.225949.1
32009_at	Hs.225946.1
34127_at	Hs.225941.1
32923_r_at	Hs.225936.1
39226_at	Hs.2259.1
33379_at	Hs.22587.1
35954_at	Hs.22584.1
34123_at	Hs.225836.1
1006_at	Hs.2258.1
33377_at	Hs.2257.1
32839_at	Hs.225641.1
668_s_at	Hs.2256.1
38132_at	Hs.225356.1
39222_at	Hs.22500.1
441_s_at	Hs.2250.1
436_at	Hs.2247.1
39255_at	Hs.224698.1
31898_at	Hs.224616.1
38127_at	Hs.224607.1
35953_at	Hs.2246.1
34122_at	Hs.2242.1
39084_at	Hs.224171.1
38353_at	Hs.224152.1
33287_at	Hs.224137.1
33178_at	Hs.224012.1
35414_s_at	Hs.224012.1
37743_at	Hs.224008.1
37744_r_at	Hs.224008.1
41386_i_at	Hs.223678.1
41387_r_at	Hs.223678.1
1334_s_at	Hs.2233.1
32912_at	Hs.2229.1
35949_at	Hs.22287.1
34182_at	Hs.222055.1
39839_at	Hs.221889.1
32907_at	Hs.22180.1
33393_at	Hs.221761.1
35133_at	Hs.221472.1
34238_at	Hs.22111.1
33365_at	Hs.22109.1
41251_at	Hs.2210.1
40268_at	Hs.220971.1
34740_at	Hs.220950.1
35700_at	Hs.220864.1
34236_at	Hs.22049.1
32904_at	Hs.2200.1
39215_at	Hs.219140.1
34231_at	Hs.21907.1
34229_s_at	Hs.21899.1
34230_r_at	Hs.21899.1
39211_at	Hs.21811.1
37952_at	Hs.218040.1
852_at	Hs.218040.1
33352_at	Hs.2178.1
34225_at	Hs.21771.1
34224_at	Hs.21765.1
1186_at	Hs.2171.1
41245_at	Hs.2171.1
32929_at	Hs.21701.1
38990_at	Hs.216653.1
31714_at	Hs.216639.1
33634_at	Hs.216623.1
39208_i_at	Hs.2164.1
39209_r_at	Hs.2164.1
34218_at	Hs.21639.1
35354_at	Hs.216226.1
33345_at	Hs.21611.1
33342_at	Hs.21577.1
34214_at	Hs.21572.1
38963_i_at	Hs.2157.1
38964_r_at	Hs.2157.1
38961_at	Hs.21554.1
40358_at	Hs.21509.1
32898_at	Hs.2149.1
37286_at	Hs.21422.1
37287_at	Hs.21422.1
37288_g_at	Hs.21422.1
32897_at	Hs.214142.1
34208_at	Hs.21413.1
35244_at	Hs.213666.1
743_at	Hs.21365.1
37888_at	Hs.213642.1
39401_at	Hs.213541.1
39459_at	Hs.213541.1
39460_g_at	Hs.213541.1
40608_at	Hs.213541.1
1313_at	Hs.213470.1
39060_at	Hs.213470.1
35537_at	Hs.213467.1
41385_at	Hs.213394.1
37655_at	Hs.213389.1
38956_at	Hs.21334.1
196_s_at	Hs.213327.1
34113_at	Hs.2133.1
32855_at	Hs.213289.1
38977_at	Hs.213264.1
38955_at	Hs.2131.1
36078_at	Hs.213087.1
40380_at	Hs.213050.1
529_at	Hs.2128.1
35711_at	Hs.212606.1
33826_at	Hs.212395.1
41001_at	Hs.21239.1
339_at	Hs.212332.1
40168_at	Hs.212332.1
36241_r_at	Hs.212293.1
32678_at	Hs.21213.1
40571_at	Hs.21213.1
41750_at	Hs.212102.1
41751_at	Hs.212102.1
41473_at	Hs.212088.1
35167_at	Hs.212046.1
32896_at	Hs.21195.1
32852_at	Hs.211929.1
31638_at	Hs.211914.1
38390_at	Hs.211800.1
32849_at	Hs.211602.1
35546_at	Hs.211602.1
31824_at	Hs.21160.1
33644_at	Hs.21160.1
837_s_at	Hs.21160.1
32848_at	Hs.211594.1
38946_at	Hs.211589.1
35937_at	Hs.211580.1
1770_at	Hs.211575.1
1791_s_at	Hs.211575.1
38943_at	Hs.211571.1
32622_at	Hs.211463.1
34195_at	Hs.21145.1
34196_at	Hs.21145.1
39117_at	Hs.211441.1
103_at	Hs.211426.1
38613_at	Hs.211079.1
35275_at	Hs.210995.1
36454_at	Hs.210995.1
34672_at	Hs.210891.1
35744_at	Hs.210532.1
35258_f_at	Hs.210367.1
35259_s_at	Hs.210367.1
34190_at	Hs.21016.1
1782_s_at	Hs.209983.1
34100_at	Hs.209694.1
37447_at	Hs.20961.1
33035_at	Hs.209431.1
34185_at	Hs.20930.1
34186_at	Hs.20930.1
828_at	Hs.2090.1
37645_at	Hs.208854.1
33175_at	Hs.208681.1
38718_at	Hs.208680.1
41308_at	Hs.208597.1
41309_g_at	Hs.208597.1
37552_at	Hs.208544.1
35465_at	Hs.208414.1
1298_at	Hs.208124.1
1681_at	Hs.208124.1
33670_at	Hs.208124.1
32886_at	Hs.208.1
34181_at	Hs.207776.1
37970_at	Hs.207763.1
1907_at	Hs.207745.1
35344_at	Hs.207631.1
1457_at	Hs.207538.1
34877_at	Hs.207538.1
41594_at	Hs.207538.1
41352_at	Hs.207459.1
32829_at	Hs.20716.1
32830_g_at	Hs.20716.1
32831_at	Hs.20716.1
39543_at	Hs.207106.1
39544_at	Hs.207106.1
34178_at	Hs.206770.1
34179_at	Hs.206770.1
37097_at	Hs.205816.1
33815_at	Hs.2057.1
41852_at	Hs.205627.1
39929_at	Hs.205572.1
531_at	Hs.205558.1
