ProbeID	PrimaryAccession
A_32_P156062	THC2681718
A_32_P177725	THC2760755
A_32_P69536	AA889371
A_23_P70748	NM_031922
A_23_P70746	NM_017651
A_23_P431305	NM_152421
A_23_P36140	NM_012200
A_23_P36147	NM_002696
A_23_P203475	NM_145040
A_23_P58506	ENST00000379969
A_23_P59921	NM_006713
A_24_P127691	XM_059166
A_24_P286465	NM_033224
A_23_P408249	NM_002591
A_32_P88415	NM_133371
A_23_P106505	NM_014793
A_24_P155761	NM_006738
A_32_P339640	NM_173644
A_24_P242581	NM_001011547
A_24_P756682	AL390157
A_32_P4262	NM_015585
A_24_P929246	AI382143
A_24_P336931	NM_025190
A_23_P203445	NM_018314
A_23_P411335	NM_152524
A_23_P383009	NM_000599
A_23_P99036	NM_020328
A_23_P58579	NM_032765
A_23_P112135	NM_014294
A_24_P363408	NM_012259
A_24_P298604	XR_015536
A_32_P188388	AA586832
A_23_P36129	NM_015533
A_23_P1199	NM_014142
A_24_P414999	NM_018407
A_23_P36120	NM_022349
A_32_P178045	THC2689164
A_24_P915196	ENST00000374049
A_24_P549518	XR_018505
A_23_P301138	NM_001005910
A_23_P301133	NM_001005910
A_23_P106522	NM_017553
A_24_P6911	ENST00000162863
A_23_P44466	NM_024781
A_24_P82155	NM_182703
A_24_P568645	XR_019461
A_32_P140475	NM_020802
A_23_P136478	NM_002199
A_32_P13442	A_32_P13442
A_32_P77252	THC2608799
A_23_P58557	NM_173800
A_23_P313734	AB051518
A_23_P203420	NM_004739
A_23_P112159	NM_012154
A_24_P100387	NM_203391
A_24_P100382	NM_203391
A_23_P373927	NM_015051
A_23_P301105	NM_144682
A_24_P303390	NM_025256
A_32_P6868	NM_015472
A_32_P14610	NM_006457
A_23_P203439	NM_004976
A_23_P383053	NM_006380
A_23_P364809	AL049925
A_24_P212559	NM_003482
A_23_P36100	NM_170768
A_23_P153529	NM_017636
A_23_P125408	NM_031304
A_23_P112162	NM_012079
A_23_P106544	NM_020188
A_24_P82135	NM_014701
A_24_P915189	THC2639182
A_32_P4228	ENST00000358396
A_23_P329315	AF119901
A_24_P93967	NM_002024
A_32_P178017	A_32_P178017
A_23_P203406	NM_198334
A_23_P386420	NM_001516
A_23_P90032	NM_025061
A_23_P1126	NM_017526
A_24_P351521	AK027337
A_24_P221323	NM_001080412
A_24_P414980	NM_016139
A_23_P99076	NM_005042
A_24_P352637	NM_174944
A_23_P112173	NM_020344
A_23_P106532	NM_130468
A_23_P44436	NM_019617
A_24_P495122	BC112973
A_23_P318646	NM_001014
A_23_P125435	NM_000812
A_23_P203419	NM_013402
A_24_P808838	XR_019271
A_24_P549553	NM_003316
A_32_P222030	A_32_P222030
A_24_P352608	NM_000153
A_24_P179351	NM_003295
A_23_P93881	NM_182715
A_23_P83556	NM_016823
A_23_P44421	NM_153692
A_23_P125420	NM_007100
A_24_P918673	AK094046
A_23_P1102	NM_001100
A_24_P402690	NM_030926
A_24_P98411	NM_005347
A_23_P23924	NM_001748
A_24_P336957	NM_145074
A_24_P142305	NM_000517
A_32_P89899	NM_173536
A_23_P84995	NM_017677
A_24_P351852	NM_032464
A_23_P106559	ENST00000074056
A_24_P127641	ENST00000378953
A_24_P893130	AW204925
A_24_P23482	ENST00000323941
A_24_P630578	THC2691136
A_23_P125451	NM_002838
A_24_P93931	BC032027
A_24_P303354	NM_021064
A_24_P6944	NM_025029
A_24_P227617	NM_145165
A_23_P30150	ENST00000283963
A_23_P90021	NM_024341
A_23_P58588	NM_003062
A_23_P157593	NM_004198
A_24_P336983	NM_144575
A_32_P151087	A_32_P151087
A_24_P100351	NM_019067
A_23_P373992	NM_145294
A_23_P329353	NM_015463
A_23_P501624	NM_001077
A_32_P63086	BC041913
A_23_P354591	NM_033446
A_24_P829882	A_24_P829882
A_23_P157580	NM_005625
A_24_P212565	XM_941086
A_23_P90079	ENST00000357979
A_24_P127621	A_24_P127621
A_23_P353048	NM_198455
A_23_P106575	NM_002080
A_23_P318604	BC004544
A_23_P125475	NM_018558
A_24_P918473	A_24_P918473
A_23_P329321	AK055428
A_24_P924433	A_24_P924433
A_24_P128163	BC030812
A_32_P191084	NM_018992
A_23_P1117	NM_017744
A_24_P930635	THC2616992
A_24_P85511	ENST00000376087
A_24_P913374	ENST00000373218
A_24_P755169	A_24_P755169
A_32_P119493	THC2561267
A_23_P89921	NM_013256
A_23_P386478	NM_024873
A_23_P340188	NM_138819
A_24_P484357	THC2511028
A_23_P329375	NM_002702
A_24_P93901	BC063531
A_24_P930647	S75896
A_23_P30162	NM_152778
A_32_P63069	THC2609157
A_23_P23966	NM_153034
A_24_P211884	NM_182559
A_23_P53668	NM_006166
A_24_P232500	NM_004927
A_24_P870101	AK026209
A_23_P84952	NM_006521
A_24_P15563	AB032978
A_23_P53663	NM_002583
A_32_P105976	AK091337
A_24_P100301	NM_017655
A_23_P61911	NP086850
A_23_P329340	NM_017539
A_32_P151077	BC063441
A_32_P99116	BM695552
A_24_P128145	NM_001880
A_23_P1170	NM_174890
A_23_P1173	NM_004132
A_24_P211894	NR_003291
A_23_P90062	NM_006145
A_32_P201041	AK124956
A_23_P89902	NM_005619
A_23_P386450	NM_016218
A_23_P354547	ENST00000324076
A_32_P114831	THC2554100
A_24_P85539	NM_212482
A_23_P318616	NM_001039029
A_23_P157556	ENST00000262283
A_23_P329399	NM_178844
A_32_P453971	AK127795
A_23_P401709	NM_152504
A_32_P178099	EB386378
A_24_P943986	A_24_P943986
A_23_P401700	NM_019043
A_23_P365218	NM_025048
A_23_P89931	NM_022752
A_32_P178092	BC014113
A_23_P53646	NM_139207
A_23_P157545	NM_006167
A_24_P237820	A_24_P237820
A_24_P484322	AA534817
A_24_P369232	NM_031455
A_23_P215051	NM_018479
A_23_P350295	ENST00000383620
A_24_P930677	A_24_P930677
A_32_P99171	AF131762
A_23_P90041	NM_033297
A_23_P254680	ENST00000301831
A_23_P340149	NM_021998
A_23_P365201	NM_178233
A_23_P89960	NM_001008727
A_23_P84941	NM_024859
A_23_P11192	NM_006357
A_24_P23411	NM_016607
A_32_P210223	THC2762463
A_32_P99100	NM_002844
A_24_P139620	NM_001014443
A_23_P90099	NM_198536
A_24_P913301	BX537819
A_32_P193079	THC2586367
A_24_P232545	NM_152722
A_23_P51781	NM_017846
A_23_P89910	NM_024707
A_23_P254654	NM_004669
A_23_P51787	NM_000036
A_23_P84910	NM_003446
A_24_P147927	NM_025184
A_23_P148768	NM_000130
A_23_P35617	NM_016341
A_24_P23400	NM_005629
A_24_P237804	NM_174981
A_23_P401718	NM_207310
A_32_P210232	THC2718172
A_32_P193080	NM_052905
A_24_P314640	NM_153487
A_24_P641673	A_24_P641673
A_23_P84929	NM_033518
A_24_P6135	NM_031488
A_23_P365226	NM_152445
A_23_P89941	NM_001800
A_23_P51797	ENST00000343253
A_24_P717305	A_24_P717305
A_23_P84922	NM_018486
A_23_P35645	NM_032905
A_24_P147910	NM_006640
A_23_P128897	A_23_P128897
A_32_P210202	NM_203394
A_23_P337278	NM_152389
A_24_P382724	NR_002323
A_24_P935203	THC2500587
A_24_P162393	BC028591
A_24_P924480	THC2665444
A_23_P202823	NM_005231
A_24_P388659	NM_031305
A_23_P340158	NM_014301
A_23_P323836	NM_173691
A_23_P336854	ENST00000340005
A_23_P336859	AK090467
A_23_P89973	NM_032430
A_32_P334940	AK124939
A_23_P141520	NM_174893
A_24_P627415	THC2577186
A_24_P16702	NM_152793
A_23_P90089	NM_013976
A_24_P935235	AY358806
A_23_P365248	NM_172347
A_23_P254648	NM_012164
A_32_P102627	A_32_P102627
A_24_P148750	NM_004844
A_24_P237870	NM_017951
A_23_P137876	NM_001412
A_24_P23454	A_24_P23454
A_23_P81441	NM_130848
A_24_P237878	NM_207368
A_24_P201171	NM_003165
A_24_P943922	NM_020925
A_23_P157527	NM_033402
A_23_P141508	NM_006344
A_23_P340171	NM_022112
A_23_P157521	BC004884
A_24_P654649	A_24_P654649
A_24_P23445	NR_000041
A_23_P141505	NM_182906
A_24_P924890	THC2746142
A_24_P924494	BC022390
A_32_P52227	THC2611641
A_23_P20697	NM_014694
A_23_P355965	AL136830
A_23_P209227	NM_001005747
A_24_P913391	A_24_P913391
A_23_P365267	NM_001080437
A_23_P70095	NM_004355
A_23_P340123	NM_012101
A_23_P89981	NM_000774
A_23_P137856	NM_002456
A_23_P10081	NM_182896
A_32_P183983	BC037838
A_24_P382765	NM_005008
A_23_P114466	NM_033284
A_32_P183987	AA431401
A_23_P368366	NM_207332
A_24_P65271	NM_022744
A_24_P102224	AK074042
A_24_P201153	NM_201629
A_23_P209232	NM_024692
A_24_P935243	AK094650
A_23_P395418	NM_032097
A_23_P20683	NM_014878
A_23_P355993	NM_025040
A_23_P137865	NM_198883
A_23_P327013	ENST00000297423
A_23_P4153	NR_003108
A_24_P68088	NR_002947
A_23_P77000	NM_014909
A_32_P52206	NM_018264
A_24_P201125	NM_014930
A_23_P209200	NM_001238
A_23_P401774	NM_018712
A_23_P212126	NM_080542
A_32_P177097	NM_024341
A_23_P355980	NM_005446
A_24_P325333	NM_002600
A_23_P20676	NM_024635
A_23_P137830	XM_060887
A_23_P212119	NM_054110
A_24_P694738	BX640887
A_24_P359942	NM_014483
A_23_P422667	NM_016102
A_24_P346269	THC2657554
A_23_P209215	NM_005843
A_32_P207180	NM_001040025
A_24_P310864	NM_152499
A_23_P395438	NM_053044
A_23_P20660	NM_017594
A_23_P141549	NM_001011
A_23_P128808	NM_013345
A_23_P340131	NM_005865
A_23_P336838	ENST00000334720
A_32_P194171	A_32_P194171
A_24_P940666	BC060758
A_23_P137848	NM_145729
A_23_P4604	NM_198457
A_23_P403588	NM_017944
A_24_P128187	BC034499
A_24_P943957	NM_015040
A_23_P144807	AF440762
A_23_P395404	NM_019851
A_23_P212105	NM_001351
A_23_P51718	NM_003819
A_24_P60381	NM_000893
A_23_P209269	NM_002706
A_23_P165989	NM_080749
A_24_P119413	NM_001080439
A_23_P51711	NM_015849
A_23_P327022	NM_199072
A_24_P333716	NM_022459
A_32_P99933	BC030094
A_23_P212179	NM_000861
A_24_P237896	XR_018580
A_23_P128817	NM_004563
A_23_P4144	NM_025233
A_24_P943949	ENST00000330947
A_32_P207169	ENST00000367013
A_23_P144816	NM_003374
A_23_P20648	NM_003172
A_23_P80491	NM_004164
A_23_P99080	NM_023920
A_23_P51729	NM_020435
A_24_P363583	NM_006076
A_23_P137825	XM_060887
A_24_P396660	NM_147148
A_24_P396662	NM_147148
A_24_P119405	AK096566
A_24_P664437	THC2662123
A_24_P940644	ENST00000266058
A_24_P414873	NM_175064
A_32_P124655	A_32_P124655
A_23_P168541	NM_024067
A_23_P209246	NM_005270
A_24_P165205	NM_024848
A_23_P144866	NM_000405
A_23_P112482	NM_004925
A_23_P322196	NM_138400
A_24_P304071	NM_001547
A_32_P207151	CR739254
A_23_P64808	NM_017410
A_23_P388027	NM_021117
A_32_P233911	BI826226
A_24_P521994	NM_017644
A_23_P337201	NM_006947
A_24_P333733	NM_005177
A_32_P4581	AK130118
A_23_P38106	NM_021972
A_23_P168531	NM_003088
A_23_P4124	NM_144609
A_23_P212159	NM_024923
A_23_P144877	NM_004045
A_23_P77073	NM_032802
A_23_P209251	THC2741486
A_24_P162373	AB051436
A_24_P176733	NM_020198
A_23_P137806	NM_005373
A_23_P20622	NM_003671
A_24_P940620	ENST00000327026
A_32_P93121	THC2650012
A_23_P70045	NM_138610
A_32_P4595	AF010236
A_23_P70047	NM_199189
A_24_P911734	A_24_P911734
A_23_P212149	A_23_P212149
A_23_P144847	NM_004061
A_24_P923882	BX104354
A_32_P38500	A_32_P38500
A_23_P153698	NM_017797
A_24_P318967	NM_003681
A_24_P304051	NM_004832
A_23_P20615	NM_006401
A_32_P156373	DA110513
A_23_P51754	NM_001010935
A_24_P396650	NM_002953
A_32_P110575	THC2609515
A_24_P940656	AL834206
A_23_P128855	NM_014579
A_23_P168556	NM_004603
A_24_P318990	BC012876
A_23_P58251	NM_001014448
A_32_P183904	NM_138356
A_24_P191790	NM_018126
A_24_P261750	NM_007035
A_24_P923854	AF113674
A_32_P26536	A_32_P26536
A_24_P363548	NM_005338
A_23_P395493	BC031631
A_23_P20606	NM_015469
A_23_P70069	AK000420
A_24_P912691	AK021616
A_32_P221337	AK054569
A_23_P51767	NM_001765
A_24_P155617	NM_172370
A_24_P929388	NM_138390
A_23_P70060	NM_176895
A_32_P99902	NM_144597
A_24_P31875	NM_152577
A_24_P812018	XM_927967
A_23_P395464	NM_144690
A_24_P261724	NM_014868
A_23_P395460	NM_004321
A_23_P30294	NM_001801
A_24_P731352	AY010112
A_24_P918183	ENST00000381857
A_24_P155603	NM_153251
A_23_P1280	NM_015947
A_24_P940633	AU148296
A_24_P48248	NM_024032
A_23_P1286	NM_144661
A_23_P209298	BC032822
A_23_P81484	ENST00000327625
A_32_P123966	NM_015272
A_23_P29153	NM_014433
A_32_P82507	THC2676504
A_23_P1575	NM_020358
A_32_P77139	THC2731337
A_32_P14386	BQ272313
A_32_P69616	A_32_P69616
A_32_P13795	NM_016544
A_32_P221352	BG943680
A_23_P70007	NM_012484
A_23_P64879	NM_004982
A_32_P145764	BC043547
A_32_P164061	A_32_P164061
A_23_P204958	NM_014572
A_24_P317907	NM_015385
A_24_P191781	NM_015393
A_23_P81492	NM_005617
A_23_P1523	NM_014578
A_24_P286569	NM_018697
A_24_P496720	BF939304
A_24_P346210	NM_181531
A_32_P96272	NM_178230
A_23_P137896	NM_022120
A_32_P198584	THC2548869
A_23_P216396	NM_014285
A_23_P208013	AB051490
A_23_P168592	NM_138771
A_23_P144896	NM_005451
A_24_P193592	NM_001761
A_23_P29179	NM_004076
A_32_P177040	NM_175064
A_24_P153820	BC028351
A_32_P140521	NM_173812
A_23_P434768	NM_007172
A_23_P70020	NM_002622
A_32_P4532	XR_017289
A_32_P99942	THC2749076
A_23_P58266	NM_005980
A_23_P368393	NM_001005526
A_24_P911754	A_24_P911754
A_23_P112406	NM_012087
A_23_P322116	NM_178548
A_23_P64888	NM_023921
A_24_P131392	NM_144713
A_32_P100452	THC2654273
A_23_P335495	BC028162
A_24_P227121	THC2685096
A_23_P204941	NM_004004
A_32_P204691	BC038747
A_32_P74206	NM_001013673
A_24_P318939	NM_015655
A_23_P204947	NM_004004
A_23_P383764	AF143328
A_23_P112478	NM_001161
A_24_P923839	BC027465
A_23_P122915	NM_015379
A_24_P918364	A_24_P918364
A_23_P112470	NM_002989
A_24_P911766	A_24_P911766
A_32_P69653	A_32_P69653
A_24_P483096	A_24_P483096
A_32_P32496	AK126241
A_23_P99063	NM_002345
A_32_P74213	BC040628
A_32_P87185	BM975266
A_32_P140501	A_32_P140501
A_32_P13756	BX093815
A_24_P666340	ENST00000375606
A_23_P58205	NM_001134
A_23_P204913	NM_031277
A_23_P58207	NM_021159
A_32_P183970	ENST00000344320
A_23_P112429	NM_007209
A_24_P286527	NM_022777
A_23_P12082	NM_004000
A_32_P885445	A_32_P885445
A_32_P191527	NM_020382
A_32_P449652	THC2648557
A_23_P77562	NM_194280
A_24_P98843	NM_012296
A_24_P89080	NM_000788
A_24_P145066	NM_183416
A_24_P265383	AF118071
A_24_P806646	BF112104
A_23_P311087	NM_012482
A_32_P32463	THC2753543
A_32_P401091	NM_004825
A_24_P242688	NM_000182
A_32_P178339	A_32_P178339
A_23_P35591	NM_016046
A_23_P1519	NM_004910
A_23_P301021	NM_004319
A_23_P112412	NM_017746
A_23_P35597	NM_007021
A_23_P99044	NM_033448
A_23_P335486	NM_178837
A_24_P918157	NM_001032999
A_23_P125717	NM_004538
A_23_P204937	NM_014059
A_32_P35751	THC2704459
A_24_P929301	BX110223
A_24_P940680	AK074179
A_32_P204624	AK091492
A_24_P374863	AK090421
A_24_P691604	BC045562
A_24_P923822	AF086013
A_23_P422732	NM_145172
A_23_P301051	ENST00000244221
A_23_P58228	NM_017855
A_23_P301053	ENST00000244221
A_24_P918106	THC2649445
A_24_P101859	ENST00000331419
A_23_P13244	NM_001005205
A_23_P329212	NM_005238
A_23_P125726	ENST00000372073
A_24_P924764	W04231
A_32_P74243	BF366211
A_23_P90130	NM_004851
A_24_P153853	NM_001005207
A_23_P1206	NM_001026
A_24_P127748	NM_015097
A_24_P408047	NM_020904
A_24_P744818	AK021546
A_23_P208070	NM_018439
A_24_P92952	NM_006015
A_24_P132950	NM_005969
A_24_P918175	BC009864
A_23_P125771	NM_005334
A_23_P125772	NM_014370
A_32_P13719	NM_007235
A_23_P90125	NR_002798
A_24_P265376	AF113687
A_23_P301079	NM_182620
A_23_P99373	NM_031277
A_23_P216361	NM_021110
A_32_P525226	BC012026
A_23_P254091	NM_004520
A_24_P101879	A_24_P101879
A_23_P208069	NM_022840
A_24_P918121	THC2686256
A_23_P125705	NM_021963
A_24_P518580	BM914371
A_24_P73738	ENST00000311528
A_24_P940694	ENST00000370855
A_24_P227141	NM_198381
A_24_P265342	AK097045
A_24_P242646	NM_004079
A_24_P211565	NM_031910
A_23_P58298	NM_138386
A_23_P12018	NM_152280
A_23_P204929	NM_016248
A_23_P84892	NM_032882
A_24_P286598	NM_001695
A_24_P84268	A_24_P84268
A_23_P12010	NM_015997
A_23_P58293	NM_181886
A_24_P402784	NM_006841
A_24_P630473	AF086321
A_24_P928522	AK025142
A_32_P120084	NM_014167
A_23_P157695	AA609749
A_23_P157692	XR_017861
A_24_P127719	NM_201589
A_24_P360206	NM_018902
A_23_P365189	NM_015099
A_24_P718503	AK127768
A_24_P101812	XR_016562
A_24_P717262	A_24_P717262
A_32_P69683	A_32_P69683
A_23_P329254	AK056627
A_23_P1248	NM_017787
A_24_P924721	NM_001018008
A_24_P924720	BC022493
A_23_P30254	NM_006622
A_32_P32406	X15675
A_32_P806841	NM_005738
A_23_P90172	NM_014330
A_24_P913249	A_24_P913249
A_24_P374834	AB188491
A_32_P63162	THC2557053
A_23_P104692	NM_145065
A_24_P408083	NM_001379
A_23_P84872	NM_024077
A_23_P340698	NM_002426
A_24_P127701	XM_001129707
A_23_P254081	NM_006859
A_24_P918131	A_24_P918131
A_24_P914466	THC2736967
A_23_P30264	NM_016338
A_24_P930372	A_24_P930372
A_23_P204998	NM_005766
A_32_P32413	AK123972
A_23_P157679	NM_032334
A_23_P90163	NM_001190
A_32_P201150	THC2645667
A_23_P84860	NM_007177
A_23_P58280	NM_018983
A_24_P52111	NM_130781
A_23_P125748	NM_032441
A_24_P302406	AF086286
A_24_P242609	NM_021633
A_23_P329271	NM_002386
A_23_P16537	NM_006532
A_23_P90155	NM_017916
A_24_P913261	BF688944
A_32_P204676	NM_001444
A_24_P770335	THC2645580
A_24_P101800	ENST00000375672
A_24_P179291	AK097743
A_23_P12053	NM_015001
A_23_P215720	NM_000492
A_32_P146113	NM_145028
A_24_P89038	ENST00000382579
A_23_P329261	NM_000891
A_24_P930317	S73887
A_24_P211558	NM_032051
A_24_P913216	AK022299
A_23_P90143	NM_012423
A_32_P102778	NM_001076675
A_23_P84849	M94173
A_23_P35529	NM_000242
A_32_P165504	BM819787
A_23_P53546	ENST00000229270
A_32_P334875	NM_203373
A_32_P99019	NM_152578
A_23_P170399	NM_021942
A_24_P348006	NM_016084
A_23_P93737	NM_004411
A_24_P402779	NM_001003935
A_23_P335452	NM_153367
A_23_P157669	NM_005005
A_23_P365119	ENST00000324808
A_23_P204980	NM_020121
A_23_P12079	NM_153763
A_23_P84836	NM_006310
A_24_P817186	A_24_P817186
A_32_P80295	A_32_P80295
A_24_P15640	NM_001014373
A_24_P359838	NM_153712
A_23_P35534	NM_020999
A_23_P93704	NM_001004323
A_24_P930337	THC2503773
A_23_P335463	NM_178439
A_32_P210798	BF513730
A_23_P93709	AK098134
A_32_P34149	NM_005520
A_23_P170378	AY008410
A_24_P42308	AK056449
A_23_P157636	NM_144962
A_23_P165819	A_23_P165819
A_23_P12044	NM_018022
A_23_P84821	NM_020236
A_23_P35546	THC2668923
A_24_P611903	A_24_P611903
A_23_P141434	NM_198839
A_23_P212696	NM_007085
A_24_P382266	NM_173206
A_24_P913227	BC010944
A_32_P210744	A_32_P210744
A_24_P924783	A_24_P924783
A_24_P65199	NM_052987
A_24_P712385	AK023690
A_24_P115971	NM_021932
A_24_P360255	THC2482231
A_23_P141429	NM_016428
A_24_P219808	NM_017432
A_24_P928557	AB002439
A_32_P60687	AI278811
A_23_P318581	AB037851
A_24_P236235	NM_013231
A_23_P394986	NM_153836
A_24_P924791	A_24_P924791
A_23_P90189	NM_014417
A_23_P422511	NM_182556
A_24_P176484	NM_015144
A_23_P170352	NM_002949
A_23_P327380	NM_003722
A_24_P333697	NM_015596
A_23_P12062	NM_017646
A_23_P35564	NM_015490
A_23_P215778	NM_181581
A_23_P141415	NM_032133
A_23_P254031	NM_007344
A_32_P99055	NM_020922
A_32_P210723	THC2676741
A_23_P87742	NM_080731
A_23_P157628	NM_004942
A_24_P176493	NM_015251
A_23_P157620	NM_022749
A_23_P35576	NM_014803
A_23_P340617	NM_000826
A_24_P820663	THC2508817
A_32_P842710	AL110248
A_23_P141405	NM_002512
A_24_P402444	NM_058170
A_24_P236251	NM_003836
A_23_P209760	NM_031445
A_23_P428326	AK000755
A_24_P807883	THC2639806
A_23_P212688	NM_005241
A_23_P350107	NM_030961
A_23_P141479	NM_003170
A_23_P327361	NM_015263
A_23_P170331	NM_006803
A_32_P199462	ENST00000341287
A_32_P32254	NM_001848
A_32_P105406	NM_001007527
A_23_P44964	NM_001010924
A_32_P111394	THC2643957
A_23_P158176	AF078533
A_23_P212655	NM_130446
A_24_P346181	ENST00000366751
A_23_P157607	NM_018142
A_24_P401090	A_24_P401090
A_23_P157600	NM_015214
A_23_P10182	NM_003500
A_23_P141467	NM_003885
A_24_P382253	NM_018170
A_23_P81993	NM_178508
A_24_P359859	NM_006037
A_24_P667968	AK127730
A_24_P359856	NM_006037
A_24_P935103	NM_001116
A_23_P254025	NM_003408
A_23_P209740	NM_002807
A_23_P158148	NM_001762
A_23_P87752	NM_014262
A_23_P365149	NM_005881
A_23_P394947	NM_020384
A_24_P913292	A_24_P913292
A_23_P51291	NM_152268
A_32_P124728	THC2645398
A_32_P105469	AK074696
A_32_P105465	AK093713
A_23_P254079	NM_003943
A_24_P348083	BC093850
A_32_P124727	H25835
A_32_P114726	XM_932212
A_23_P212672	NM_178130
A_24_P912366	ENST00000340515
A_23_P212675	AF196568
A_23_P209778	NM_004805
A_24_P155196	THC2750786
A_23_P25945	NM_020421
A_24_P743486	AA278755
A_23_P141447	NM_145654
A_24_P884915	A_24_P884915
A_23_P376172	NM_178840
A_23_P212649	AK094187
A_32_P210717	Z28739
A_23_P137948	NM_013349
A_23_P77310	NM_022473
A_24_P23740	ENST00000272885
A_23_P209726	NM_007237
A_23_P44996	NM_004057
A_24_P166789	BF965065
A_24_P590241	THC2694175
A_32_P199429	THC2665663
A_23_P104651	NM_080668
A_32_P124708	NM_004852
A_23_P137931	NM_000677
A_32_P199420	AK096537
A_23_P254702	NM_003472
A_32_P114746	NM_182581
A_32_P208078	NM_005957
A_23_P394972	NM_144991
A_32_P53603	THC2683228
A_24_P912300	AI435484
A_23_P81926	NM_014069
A_23_P93792	NM_000535
A_24_P6626	NM_052907
A_23_P422540	AB028986
A_23_P51269	CD641036
A_23_P99386	NM_003701
A_23_P25964	NM_000153
A_24_P940545	AB058699
A_23_P137923	NM_004974
A_24_P191664	NM_014498
A_32_P328023	NM_018383
A_24_P348090	NM_002396
A_23_P254498	NM_016492
A_23_P254061	AJ312775
A_32_P60606	AL713753
A_24_P275723	AK126622
A_24_P176409	NM_133458
A_23_P209700	NM_006056
A_23_P411188	NM_020402
A_32_P38228	A_32_P38228
A_24_P117301	NR_002776
A_24_P159094	NM_018108
A_32_P183301	AL832582
A_23_P99397	NM_153251
A_32_P156237	BC010054
A_23_P327307	NM_002577
A_24_P176404	NM_133458
A_24_P916314	NM_005338
A_24_P28208	THC2487640
A_24_P191656	NM_014049
A_24_P382113	NM_006107
A_23_P212639	NM_004593
A_23_P209735	NM_025139
A_32_P60635	XM_926406
A_23_P112397	NM_018998
A_23_P209731	NM_025139
A_23_P394917	NM_006662
A_24_P483331	A_24_P483331
A_24_P923998	A_24_P923998
A_23_P70148	NM_182977
A_23_P388553	NM_003439
A_23_P165707	NM_174898
A_32_P4172	BX110908
A_23_P51202	NM_030634
A_32_P194062	NM_000372
A_24_P923984	AK024292
A_24_P462239	DB324111
A_23_P137909	NM_003493
A_23_P81930	NM_025260
A_23_P411162	NM_022817
A_32_P177595	A_32_P177595
