Probe Set ID	UniGene ID
1416707_a_at	Mm.36715
1416708_a_at	Mm.27366
1416709_a_at	Mm.21175
1416710_at	Mm.41489
1416711_at	Mm.308525
1416712_at	Mm.69751
1416713_at	Mm.29358
1416714_at	Mm.334861
1416715_at	Mm.90003
1416716_at	Mm.236438
1416717_at	Mm.1296
1416718_at	Mm.4598
1416719_a_at	Mm.275810
1416720_at	Mm.24042
1416721_s_at	Mm.24042
1416722_at	Mm.150856
1416723_at	Mm.4269
1416724_x_at	Mm.4269
1416725_at	Mm.4269
1416726_s_at	Mm.389787
1416727_a_at	Mm.31018
1416728_at	Mm.378901
1416729_at	Mm.971
1416730_at	Mm.28630
1416731_at	Mm.130362
1416732_at	Mm.130362
1416733_at	Mm.238038
1416734_at	Mm.238038
1416735_at	Mm.22547
1416736_at	Mm.40120
1416737_at	Mm.275654
1416738_at	Mm.153372
1416739_a_at	Mm.153372
1416740_at	Mm.7281
1416741_at	Mm.7281
1416742_at	Mm.279437
1416743_at	Mm.27969
1416744_at	Mm.27969
1416745_x_at	Mm.27969
1416746_at	Mm.245931
1416747_at	Mm.287740
1416748_a_at	Mm.149071
1416749_at	Mm.30156
1416750_at	Mm.425181
1416751_a_at	Mm.272826
1416752_at	Mm.29733
1416753_at	Mm.306163
1416754_at	Mm.306163
1416755_at	Mm.282092
1416756_at	Mm.282092
1416757_at	Mm.335237
1416758_at	Mm.397197
1416759_at	Mm.290431
1416760_at	Mm.308296
1416761_at	Mm.5079
1416762_at	Mm.1
1416763_at	Mm.181490
1416764_at	Mm.25849
1416765_s_at	Mm.354760
1416766_at	Mm.177724
1416767_a_at	Mm.10709
1416768_at	Mm.10709
1416769_s_at	Mm.207052
1416770_at	Mm.28761
1416771_at	Mm.8392
1416772_at	Mm.307620
1416773_at	Mm.287173
1416774_at	Mm.287173
1416775_at	Mm.159956
1416776_at	Mm.9114
1416777_at	Mm.46089
1416778_at	Mm.398690
1416779_at	Mm.398690
1416780_at	Mm.272582
1416781_at	Mm.28850
1416782_s_at	Mm.28850
1416783_at	Mm.1440
1416784_at	Mm.717
1416785_at	Mm.252514
1416786_at	Mm.689
1416787_at	Mm.689
1416788_a_at	Mm.14825
1416789_at	Mm.14825
1416790_a_at	Mm.284252
1416791_a_at	Mm.7271
1416792_at	Mm.14501
1416793_at	Mm.175403
1416794_at	Mm.175403
1416795_at	Mm.25539
1416796_at	Mm.439923
1416797_at	Mm.439923
1416798_a_at	Mm.41787
1416799_at	Mm.244705
1416800_at	Mm.244705
1416801_at	Mm.244705
1416802_a_at	Mm.23526
1416803_at	Mm.24720
1416804_at	Mm.210447
1416805_at	Mm.427274
1416806_at	Mm.4719
1416807_at	Mm.439918
1416808_at	Mm.4691
1416809_at	Mm.332844
1416810_at	Mm.329083
1416811_s_at	Mm.439734
1416812_at	Mm.423551
1416813_at	Mm.423551
1416814_at	Mm.423551
1416815_s_at	Mm.927
1416816_at	Mm.143817
1416817_at	Mm.143817
1416818_at	Mm.143763
1416819_at	Mm.32331
1416820_at	Mm.32331
1416821_at	Mm.256480
1416822_at	Mm.256480
1416823_a_at	Mm.259470
1416824_at	Mm.31263
1416825_at	Mm.1541
1416826_a_at	Mm.440560
1416827_at	Mm.4054
1416828_at	Mm.45953
1416829_at	Mm.238973
1416830_at	Mm.439922
1416831_at	Mm.8856
1416832_at	Mm.30239
1416833_at	Mm.218561
1416834_x_at	Mm.29415
1416835_s_at	Mm.253533
1416836_at	Mm.472719
1416837_at	Mm.19904
1416838_at	Mm.259884
1416839_at	Mm.259884
1416840_at	Mm.29429
1416841_at	Mm.272430
1416842_at	Mm.282351
1416843_at	Mm.12925
1416844_at	Mm.32020
1416845_at	Mm.27387
1416846_a_at	Mm.321654
1416847_s_at	Mm.247620
1416848_at	Mm.390165
1416849_at	Mm.254114
1416850_s_at	Mm.254114
1416851_at	Mm.180337
1416852_a_at	Mm.456184
1416853_at	Mm.456184
1416854_at	Mm.284891
1416855_at	Mm.22701
1416856_at	Mm.25119
1416857_at	Mm.390372
1416858_a_at	Mm.28480
1416859_at	Mm.28480
1416860_s_at	Mm.25709
1416861_at	Mm.273174
1416862_at	Mm.273174
1416863_at	Mm.276383
1416864_at	Mm.245577
1416865_at	Mm.219461
1416866_at	Mm.286457
1416867_at	Mm.286457
1416868_at	Mm.1912
1416869_x_at	Mm.440138
1416870_at	Mm.288159
1416871_at	Mm.15969
1416872_at	Mm.46701
1416873_a_at	Mm.111326
1416874_a_at	Mm.7916
1416875_at	Mm.251356
1416876_at	Mm.251356
1416877_a_at	Mm.138749
1416878_at	Mm.138749
1416879_at	Mm.138749
1416880_at	Mm.1639
1416881_at	Mm.1639
1416882_at	Mm.18635
1416883_at	Mm.290960
1416884_at	Mm.280968
1416885_at	Mm.440229
1416886_at	Mm.287982
1416887_at	Mm.287982
1416888_at	Mm.5126
1416889_at	Mm.39469
1416890_at	Mm.29627
1416891_at	Mm.4390
1416892_s_at	Mm.277864
1416893_at	Mm.277864
1416894_at	Mm.6803
1416895_at	Mm.15675
1416896_at	Mm.301827
1416897_at	Mm.49074
1416898_a_at	Mm.3960
1416899_at	Mm.10205
1416900_s_at	Mm.258280
1416901_at	Mm.282556
1416902_a_at	Mm.180182
1416903_at	Mm.258923
1416904_at	Mm.255723
1416905_at	Mm.2614
1416906_at	Mm.332667
1416907_at	Mm.426637
1416908_s_at	Mm.426637
1416909_at	Mm.28924
1416910_at	Mm.248046
1416911_a_at	Mm.27903
1416912_at	Mm.27903
1416913_at	Mm.88078
1416914_s_at	Mm.391142
1416915_at	Mm.18210
1416916_at	Mm.441439
1416917_at	Mm.197509
1416918_at	Mm.4615
1416919_a_at	Mm.210766
1416920_at	Mm.426069
1416921_x_at	Mm.275831
1416922_a_at	Mm.29820
1416923_a_at	Mm.29820
1416924_at	Mm.38011
1416925_at	Mm.251013
1416926_at	Mm.393018
1416927_at	Mm.393018
1416928_at	Mm.27660
1416929_at	Mm.27660
1416930_at	Mm.878
1416931_at	Mm.340248
1416932_at	Mm.240108
1416933_at	Mm.3863
1416934_at	Mm.423278
1416935_at	Mm.288064
1416936_at	Mm.6826
1416937_at	Mm.272460
1416938_at	Mm.246996
1416939_at	Mm.28897
1416940_at	Mm.41656
1416941_s_at	Mm.27955
1416942_at	Mm.83526
1416943_at	Mm.4429
1416944_a_at	Mm.126976
1416945_at	Mm.42855
1416946_a_at	Mm.205266
1416947_s_at	Mm.205266
1416948_at	Mm.12144
1416949_s_at	Mm.18556
1416950_at	Mm.27740
1416951_a_at	Mm.311549
1416952_at	Mm.311549
1416953_at	Mm.393058
1416954_at	Mm.3991
1416955_at	Mm.3991
1416956_at	Mm.388924
1416957_at	Mm.897
1416958_at	Mm.26587
1416959_at	Mm.26587
1416960_at	Mm.259
1416961_at	Mm.29133
1416962_at	Mm.255045
1416963_at	Mm.247824
1416964_at	Mm.333237
1416965_at	Mm.4881
1416966_at	Mm.285294
1416967_at	Mm.65396
1416968_a_at	Mm.157103
1416969_at	Mm.20858
1416970_a_at	Mm.152627
1416971_at	Mm.152627
1416972_at	Mm.299312
1416973_at	Mm.299312
1416974_at	Mm.263639
1416975_at	Mm.263639
1416976_at	Mm.263639
1416977_at	Mm.263639
1416978_at	Mm.3303
1416979_at	Mm.332855
1416980_at	Mm.337232
1416981_at	Mm.29891
1416982_at	Mm.29891
1416983_s_at	Mm.29891
1416984_at	Mm.287443
1416985_at	Mm.1682
1416986_a_at	Mm.1682
1416987_at	Mm.33870
1416988_at	Mm.4619
1416989_at	Mm.46397
1416990_at	Mm.1243
1416991_at	Mm.291779
1416992_at	Mm.149235
1416993_at	Mm.272930
1416994_at	Mm.271974
1416995_at	Mm.236650
1416996_at	Mm.387293
1416997_a_at	Mm.281700
1416998_at	Mm.29061
1416999_at	Mm.953
1417000_at	Mm.166858
1417001_a_at	Mm.331964
1417002_at	Mm.347369
1417003_at	Mm.347369
1417004_at	Mm.241334
1417005_at	Mm.278357
1417006_at	Mm.41687
1417007_a_at	Mm.18705
1417008_at	Mm.20396
1417009_at	Mm.333375
1417010_at	Mm.330700
1417011_at	Mm.234266
1417012_at	Mm.234266
1417013_at	Mm.21549
1417014_at	Mm.21549
1417015_at	Mm.41265
1417016_at	Mm.272206
1417017_at	Mm.1262
1417018_at	Mm.276367
1417019_a_at	Mm.20912
1417020_at	Mm.45833
1417021_a_at	Mm.23495
1417022_at	Mm.5140
1417023_a_at	Mm.582
1417024_at	Mm.10528
1417025_at	Mm.22564
1417026_at	Mm.30184
1417027_at	Mm.44876
1417028_a_at	Mm.44876
1417029_a_at	Mm.44876
1417030_at	Mm.236300
1417031_at	Mm.236300
1417032_at	Mm.458125
1417033_at	Mm.458125
1417034_at	Mm.44213
1417035_at	Mm.303924
1417036_at	Mm.303924
1417037_at	Mm.29709
1417038_at	Mm.38450
1417039_a_at	Mm.329078
1417040_a_at	Mm.3295
1417041_at	Mm.3458
1417042_at	Mm.30087
1417043_at	Mm.1593
1417044_at	Mm.260527
1417045_at	Mm.235081
1417046_at	Mm.11337
1417047_at	Mm.34171
1417048_at	Mm.34171
1417049_at	Mm.195461
1417050_at	Mm.258993
1417051_at	Mm.390715
1417052_at	Mm.21874
1417053_at	Mm.263862
1417054_a_at	Mm.102627
1417055_at	Mm.102627
1417056_at	Mm.830
1417057_a_at	Mm.258059
1417058_a_at	Mm.177991
1417059_at	Mm.177991
1417060_at	Mm.46176
1417061_at	Mm.28756
1417062_at	Mm.260782
1417063_at	Mm.2570
1417064_at	Mm.2053
1417065_at	Mm.181959
1417066_at	Mm.38330
1417067_s_at	Mm.38330
1417068_a_at	Mm.277916
1417069_a_at	Mm.87312
1417070_at	---
1417071_s_at	---
1417072_at	Mm.30090
1417073_a_at	Mm.384135
1417074_at	Mm.30300
1417075_at	Mm.422972
1417076_at	Mm.26654
1417077_at	Mm.242379
1417078_at	Mm.390793
1417079_s_at	Mm.390793
1417080_a_at	Mm.425568
1417081_a_at	Mm.390346
1417082_at	Mm.263913
1417083_at	Mm.20188
1417084_at	Mm.259516
1417085_at	Mm.196666
1417086_at	Mm.397111
1417087_at	Mm.276271
1417088_at	Mm.22795
1417089_a_at	Mm.252145
1417090_at	Mm.4876
1417091_at	Mm.3996
1417092_at	Mm.3542
1417093_a_at	Mm.10182
1417094_at	Mm.296191
1417095_a_at	Mm.89341
1417096_at	Mm.289841
1417097_at	Mm.192706
1417098_s_at	Mm.192706
1417099_at	Mm.327529
1417100_at	Mm.11175
1417101_at	Mm.296181
1417102_a_at	Mm.28058
1417103_at	Mm.298947
1417104_at	Mm.20829
1417105_at	Mm.38746
1417106_at	Mm.136648
1417107_at	Mm.136648
1417108_at	Mm.279599
1417109_at	Mm.15801
1417110_at	Mm.117294
1417111_at	Mm.117294
1417112_at	Mm.393247
1417113_at	Mm.321452
1417114_at	Mm.321452
1417115_at	Mm.172897
1417116_at	Mm.274553
1417117_at	Mm.26944
1417118_a_at	Mm.305796
1417119_at	Mm.289471
1417120_at	Mm.250504
1417121_at	Mm.4915
1417122_at	Mm.282257
1417123_at	Mm.282257
1417124_at	Mm.28919
1417125_at	Mm.371964
1417126_a_at	Mm.371630
1417127_at	Mm.256509
1417128_at	Mm.458147
1417129_a_at	Mm.247566
1417130_s_at	Mm.196189
1417131_at	Mm.307103
1417132_at	Mm.307103
1417133_at	Mm.1237
1417134_at	Mm.288728
1417135_at	Mm.288728
1417136_s_at	Mm.288728
1417137_at	Mm.280895
1417138_s_at	Mm.18579
1417139_at	Mm.25410
1417140_a_at	Mm.260433
1417141_at	Mm.33902
1417142_at	Mm.35039
1417143_at	Mm.4772
1417144_at	Mm.142348
1417145_at	Mm.187453
1417146_at	Mm.278085
1417147_at	Mm.279863
1417148_at	Mm.4146
1417149_at	Mm.3705
1417150_at	Mm.300318
1417151_a_at	Mm.281715
1417152_at	Mm.131074
1417153_at	Mm.131074
1417154_at	Mm.34953
1417155_at	Mm.16469
1417156_at	Mm.439699
1417157_at	Mm.29317
1417158_at	Mm.100116
1417159_at	Mm.100116
1417160_s_at	Mm.1650
1417161_at	Mm.29609
1417162_at	Mm.261182
1417163_at	Mm.404024
1417164_at	Mm.404024
1417165_at	Mm.322
1417166_at	Mm.105331
1417167_at	Mm.27853
1417168_a_at	Mm.272770
1417169_at	Mm.272770
1417170_at	Mm.378263
1417171_at	Mm.339927
1417172_at	Mm.38261
1417173_at	Mm.4068
1417174_at	Mm.41451
1417175_at	Mm.30199
1417176_at	Mm.30199
1417177_at	Mm.2820
1417178_at	Mm.97
1417179_at	Mm.31927
1417180_at	Mm.3255
1417181_a_at	Mm.4651
1417182_at	Mm.279692
1417183_at	Mm.279692
1417184_s_at	Mm.288567
1417185_at	Mm.425949
1417186_at	Mm.319512
1417187_at	Mm.319512
1417188_s_at	Mm.319512
1417189_at	Mm.371573
1417190_at	Mm.202727
1417191_at	Mm.27432
1417192_at	Mm.213292
1417193_at	Mm.290876
1417194_at	Mm.290876
1417195_at	Mm.235074
1417196_s_at	Mm.235074
1417197_at	Mm.235074
1417198_at	Mm.235074
1417199_at	Mm.393140
1417200_at	Mm.393140
1417201_at	Mm.248652
1417202_s_at	Mm.277626
1417203_at	Mm.29553
1417204_at	Mm.181880
1417205_at	Mm.181880
1417206_at	Mm.46484
1417207_at	Mm.5114
1417208_at	Mm.2787
1417209_at	Mm.339676
1417210_at	Mm.250909
1417211_a_at	Mm.171374
1417212_at	Mm.328870
1417213_a_at	Mm.139926
1417214_at	Mm.246753
1417215_at	Mm.246753
1417216_at	Mm.347478
1417217_at	Mm.45207
1417218_at	Mm.31663
1417219_s_at	Mm.3532
1417220_at	Mm.3798
1417221_at	Mm.261045
1417222_a_at	Mm.283293
1417223_at	Mm.28050
1417224_a_at	Mm.28050
1417225_at	Mm.291014
1417226_at	Mm.254739
1417227_at	Mm.249016
1417228_at	Mm.6221
1417229_at	Mm.6221
1417230_at	Mm.279007
1417231_at	Mm.117068
1417232_at	Mm.117068
1417233_at	Mm.41622
1417234_at	Mm.4561
1417235_at	Mm.18526
1417236_at	Mm.18526
1417237_at	Mm.260177
1417238_at	Mm.142822
1417239_at	Mm.12481
1417240_at	Mm.282303
1417241_at	Mm.291901
1417242_at	Mm.197555
1417243_at	Mm.250425
1417244_a_at	Mm.3233
1417245_at	Mm.275411
1417246_at	Mm.260144
1417247_at	Mm.28817
1417248_at	Mm.17009
1417249_at	Mm.260194
1417250_at	Mm.473785
1417251_at	Mm.253736
1417252_at	Mm.390379
1417253_at	Mm.302275
1417254_at	Mm.172679
1417255_at	Mm.32802
1417256_at	Mm.5022
1417257_at	Mm.236017
1417258_at	Mm.282158
1417259_a_at	Mm.2945
1417260_at	Mm.360389
1417261_at	Mm.210334
1417262_at	Mm.292547
1417263_at	Mm.292547
1417264_at	Mm.290142
1417265_s_at	Mm.290142
1417266_at	Mm.137
1417267_s_at	Mm.30729
1417268_at	Mm.3460
1417269_at	Mm.27557
1417270_at	Mm.281079
1417271_a_at	Mm.225297
1417272_at	Mm.258545
1417273_at	Mm.235547
1417274_at	Mm.386890
1417275_at	Mm.39040
1417276_at	Mm.439742
1417277_at	Mm.30504
1417278_a_at	Mm.30219
1417279_at	Mm.227912
1417280_at	Mm.2656
1417281_a_at	Mm.29373
1417282_at	Mm.29373
1417283_at	Mm.257067
1417284_at	Mm.270866
1417285_a_at	Mm.275780
1417286_at	Mm.275780
1417287_at	Mm.277327
1417288_at	Mm.261122
1417289_at	Mm.261122
1417290_at	Mm.348025
1417291_at	Mm.1258
1417292_at	Mm.24769
1417293_at	Mm.473712
1417294_at	Mm.287397
1417295_at	Mm.212577
1417296_at	Mm.676
1417297_at	Mm.458106
1417298_at	Mm.22758
1417299_at	Mm.33773
1417300_at	Mm.287187
1417301_at	Mm.4769
1417302_at	Mm.283859
1417303_at	Mm.28146
1417304_at	Mm.20457
1417305_at	Mm.275397
1417306_at	Mm.20249
1417307_at	Mm.275608
1417308_at	Mm.326167
1417309_at	Mm.323595
1417310_at	Mm.323595
1417311_at	Mm.133825
1417312_at	Mm.55143
1417313_at	Mm.247080
1417314_at	Mm.653
1417315_at	Mm.194811
1417316_at	Mm.2125
1417317_s_at	Mm.330496
1417318_at	Mm.248788
1417319_at	Mm.328072
1417320_at	Mm.21535
1417321_at	Mm.331576
1417322_at	Mm.294975
1417323_at	Mm.389499
1417324_at	Mm.9287
1417325_at	Mm.119717
1417326_a_at	Mm.21645
1417327_at	Mm.396075
1417328_at	Mm.280913
1417329_at	Mm.103581
1417330_at	Mm.103581
1417331_a_at	Mm.392505
1417332_at	Mm.102
1417333_at	Mm.290655
1417334_at	Mm.440064
1417335_at	Mm.271634
1417336_a_at	Mm.38674
1417337_at	Mm.240051
1417338_at	Mm.240051
1417339_a_at	Mm.256858
1417340_at	Mm.267692
1417341_a_at	Mm.291593
1417342_at	Mm.291593
1417343_at	Mm.208287
1417344_at	Mm.268027
1417345_at	Mm.268027
1417346_at	Mm.24163
1417347_at	Mm.24163
1417348_at	Mm.358702
1417349_at	Mm.268921
1417350_at	Mm.268921
1417351_a_at	Mm.458058
1417352_s_at	Mm.458058
1417353_x_at	Mm.458058
1417354_at	Mm.291482
1417355_at	Mm.389800
1417356_at	Mm.389800
1417357_at	Mm.18892
1417358_s_at	Mm.210815
1417359_at	Mm.7386
1417360_at	Mm.196006
1417361_at	Mm.440539
1417362_at	Mm.10909
1417363_at	Mm.12832
1417364_at	Mm.379129
1417365_a_at	Mm.285993
1417366_s_at	Mm.329243
1417367_at	Mm.260288
1417368_s_at	Mm.29867
1417369_at	Mm.277857
1417370_at	Mm.4641
1417371_at	Mm.28957
1417372_a_at	Mm.28957
1417373_a_at	Mm.1155
1417374_at	Mm.1155
1417375_at	Mm.1155
1417376_a_at	Mm.234832
1417377_at	Mm.234832
1417378_at	Mm.234832
1417379_at	Mm.207619
1417380_at	Mm.207619
1417381_at	Mm.439957
1417382_at	Mm.10211
1417383_at	Mm.10211
1417384_at	Mm.10211
1417385_at	Mm.29824
1417386_at	Mm.29824
1417387_at	Mm.159496
1417388_at	Mm.94160
1417389_at	Mm.297976
1417390_at	Mm.348649
1417391_a_at	Mm.10137
1417392_a_at	Mm.142455
1417393_a_at	Mm.29140
1417394_at	Mm.473692
1417395_at	Mm.473692
1417396_at	Mm.89918
1417397_at	Mm.4312
1417398_at	Mm.276572
1417399_at	Mm.3982
1417400_at	Mm.212395
1417401_at	Mm.212395
1417402_at	Mm.21698
1417403_at	Mm.314113
1417404_at	Mm.314113
1417405_at	Mm.265546
1417406_at	Mm.153684
1417407_at	Mm.125477
1417408_at	Mm.273188
1417409_at	Mm.275071
1417410_s_at	Mm.291554
1417411_at	Mm.389747
1417412_at	Mm.165807
1417413_at	Mm.142717
1417414_at	Mm.309707
1417415_at	Mm.41993
1417416_at	Mm.40424
1417417_a_at	Mm.43415
1417418_s_at	Mm.43415
1417419_at	Mm.273049
1417420_at	Mm.273049
1417421_at	Mm.24662
1417422_at	Mm.29395
1417423_at	Mm.41665
1417424_at	Mm.28593
1417425_at	Mm.425295
1417426_at	Mm.338790
1417427_at	Mm.246200
1417428_at	Mm.329700
1417429_at	Mm.976
1417430_at	Mm.1640
1417431_a_at	Mm.24222
1417432_a_at	Mm.2344
1417433_at	Mm.34302
1417434_at	Mm.3711
1417435_at	Mm.473784
1417436_at	Mm.473784
1417437_at	Mm.288809
1417438_at	Mm.119343
1417439_at	Mm.29597
1417440_at	Mm.22478
1417441_at	Mm.32550
1417442_a_at	Mm.282711
1417443_at	Mm.222956
1417444_at	Mm.153415
1417445_at	Mm.225956
1417446_at	Mm.292447
1417447_at	Mm.16497
1417448_at	Mm.259547
1417449_at	Mm.277878
1417450_a_at	Mm.379024
1417451_a_at	Mm.5246
1417452_a_at	Mm.329631
1417453_at	Mm.327675
1417454_at	Mm.327675
1417455_at	Mm.3992
1417456_at	Mm.29114
1417457_at	Mm.443327
1417458_s_at	Mm.443327
1417459_at	Mm.371556
1417460_at	Mm.379266
1417461_at	Mm.8687
1417462_at	Mm.8687
1417463_a_at	Mm.30003
1417464_at	Mm.1716
1417465_at	Mm.3496
1417466_at	Mm.20954
1417467_a_at	Mm.266811
1417468_at	Mm.12915
1417469_at	Mm.12915
1417470_at	Mm.284059
1417471_s_at	Mm.12309
1417472_at	Mm.29677
1417473_a_at	Mm.27245
1417474_at	Mm.278597
1417475_at	Mm.186066
1417476_at	Mm.29170
1417477_at	Mm.22780
1417478_a_at	Mm.427307
1417479_at	Mm.427307
1417480_at	Mm.28584
1417481_at	Mm.3272
1417482_at	Mm.390423
1417483_at	Mm.247272
1417484_at	Mm.4987
1417485_at	Mm.4987
1417486_at	Mm.20908
1417487_at	Mm.6215
1417488_at	Mm.6215
1417489_at	Mm.1433
1417490_at	Mm.236553
1417491_at	Mm.236553
1417492_at	Mm.236553
1417493_at	Mm.289584
1417494_a_at	Mm.13787
1417495_x_at	Mm.13787
1417496_at	Mm.13787
1417497_at	Mm.13787
1417498_at	Mm.279733
1417499_at	Mm.21826
1417500_a_at	Mm.330731
1417501_at	Mm.27445
1417502_at	Mm.18590
1417503_at	Mm.332739
1417504_at	Mm.277665
1417505_s_at	Mm.193451
1417506_at	Mm.12239
1417507_at	Mm.149403
1417508_at	Mm.5181
1417509_at	Mm.5181
1417510_at	Mm.236004
1417511_at	Mm.28560
1417512_at	Mm.35796
1417513_at	Mm.35796
1417514_at	Mm.200783
1417515_at	Mm.41865
1417516_at	Mm.110220
1417517_at	Mm.103199
1417518_at	Mm.103199
1417519_at	Mm.103199
1417520_at	Mm.42138
1417521_at	Mm.1478
1417522_at	Mm.292042
1417523_at	Mm.98232
1417524_at	Mm.299737
1417525_at	Mm.4746
1417526_at	Mm.272803
1417527_at	Mm.390023
1417528_at	Mm.31701
1417529_at	Mm.2015
1417530_a_at	Mm.303071
1417531_at	Mm.12838
1417532_at	Mm.12838
1417533_a_at	Mm.6424
1417534_at	Mm.6424
1417535_at	Mm.37950
1417536_at	Mm.251155
1417537_at	Mm.251155
1417538_at	Mm.281885
1417539_at	Mm.281885
1417540_at	Mm.301204
1417541_at	Mm.57223
1417542_at	Mm.268383
1417543_at	Mm.268383
1417544_a_at	Mm.130227
1417545_at	Mm.266450
1417546_at	Mm.35287
1417547_at	Mm.29594
1417548_at	Mm.29594
1417549_at	Mm.27575
1417550_a_at	Mm.272306
1417551_at	Mm.268930
1417552_at	Mm.41816
1417553_at	Mm.274842
1417554_at	Mm.14309
1417555_at	Mm.27123
1417556_at	Mm.22126
1417557_at	Mm.28000
1417558_at	Mm.4848
1417559_at	Mm.134191
1417560_at	Mm.134191
1417561_at	Mm.182440
1417562_at	Mm.6700
1417563_at	Mm.6700
1417564_at	Mm.24159
1417565_at	Mm.280254
1417566_at	Mm.280254
1417567_at	Mm.299735
1417568_at	Mm.283370
1417569_at	Mm.283370
1417570_at	Mm.277408
1417571_at	Mm.455781
1417572_at	Mm.455781
1417573_at	Mm.29214
1417574_at	Mm.303231
1417575_at	Mm.127378
1417576_a_at	Mm.127378
1417577_at	Mm.74363
1417578_a_at	Mm.23951
1417579_x_at	Mm.23951
1417580_s_at	Mm.196558
1417581_at	Mm.23894
1417582_s_at	Mm.23894
1417583_a_at	Mm.88546
1417584_at	Mm.234608
1417585_at	Mm.28162
1417586_at	Mm.6458
1417587_at	Mm.6458
1417588_at	Mm.439760
1417589_at	Mm.439760
1417590_at	Mm.85083
1417591_at	Mm.28048
1417592_at	Mm.21158
1417593_at	Mm.21739
1417594_at	Mm.296625
1417595_at	Mm.3404
1417596_at	Mm.261226
1417597_at	Mm.255003
1417598_a_at	Mm.259021
1417599_at	Mm.466679
1417600_at	Mm.281804
1417601_at	Mm.103701
1417602_at	Mm.218141
1417603_at	Mm.218141
1417604_at	Mm.277373
1417605_s_at	Mm.277373
1417606_a_at	Mm.1971
1417607_at	Mm.43824
1417608_a_at	Mm.180458
1417609_at	Mm.395649
1417610_at	Mm.29738
1417611_at	Mm.24750
1417612_at	Mm.12246
1417613_at	Mm.12246
1417614_at	Mm.2375
1417615_a_at	Mm.276856
1417616_at	Mm.3947
1417617_at	Mm.3947
1417618_at	Mm.182043
1417619_at	Mm.276291
1417620_at	Mm.1972
1417621_at	Mm.329560
1417622_at	Mm.399997
1417623_at	Mm.399997
1417624_at	Mm.25903
1417625_s_at	Mm.6522
1417626_at	Mm.129840
1417627_a_at	Mm.15409
1417628_at	Mm.20755
1417629_at	Mm.28456
1417630_at	Mm.209327
1417631_at	Mm.209327
1417632_at	Mm.340818
1417633_at	Mm.2407
1417634_at	Mm.2407
1417635_at	Mm.8637
1417636_at	Mm.244549
1417637_a_at	Mm.38474
1417638_at	Mm.378911
1417639_at	Mm.274590
1417640_at	Mm.2987
1417641_at	Mm.141471
1417642_at	Mm.140988
1417643_at	Mm.12743
1417644_at	Mm.49689
1417645_at	Mm.49689
1417646_a_at	Mm.273379
1417647_at	Mm.273379
1417648_s_at	Mm.273379
1417649_at	Mm.168789
1417650_at	Mm.26698
1417651_at	Mm.20764
1417652_a_at	Mm.379025
1417653_at	Mm.2766
1417654_at	Mm.3815
1417655_a_at	Mm.387734
1417656_at	Mm.4594
1417657_s_at	Mm.266312
1417658_at	Mm.247761
1417659_at	Mm.216528
1417660_s_at	Mm.216528
1417661_at	Mm.41449
1417662_at	Mm.4454
1417663_a_at	Mm.279256
1417664_a_at	Mm.279256
1417665_a_at	Mm.45141
1417666_at	Mm.440009
1417667_a_at	Mm.288713
1417668_at	Mm.390253
1417669_at	Mm.112632
1417670_at	Mm.195249
1417671_at	Mm.25724
1417672_at	Mm.314497
1417673_at	Mm.214554
1417674_s_at	Mm.10409
1417675_a_at	Mm.24627
1417676_a_at	Mm.186361
1417677_at	Mm.32744
1417678_at	Mm.389325
1417679_at	Mm.2078
1417680_at	Mm.222831
1417681_at	Mm.354445
1417682_a_at	Mm.276926
1417683_at	Mm.46716
1417684_at	Mm.781
1417685_at	Mm.10313
1417686_at	Mm.298242
1417687_at	Mm.298242
1417688_at	Mm.320355
1417689_a_at	Mm.30181
1417690_at	Mm.6670
1417691_at	Mm.24186
1417692_at	Mm.41803
1417693_a_at	Mm.277409
1417694_at	Mm.277409
1417695_a_at	Mm.28099
1417696_at	Mm.28099
1417697_at	Mm.28099
1417698_at	Mm.24632
1417699_at	Mm.24632
1417700_at	Mm.276669
1417701_at	Mm.308126
1417702_a_at	Mm.33120
1417703_at	Mm.4341
1417704_a_at	Mm.441810
1417705_at	Mm.203921
1417706_at	Mm.95452
1417707_at	Mm.279932
1417708_at	Mm.4824
1417709_at	Mm.41911
1417710_at	Mm.29122
1417711_at	---
1417712_at	Mm.377134
1417713_at	Mm.377134
1417714_x_at	Mm.196110
1417715_a_at	Mm.230169
1417716_at	Mm.230169
1417717_a_at	Mm.238127
1417718_at	Mm.427309
1417719_at	Mm.118
1417720_at	Mm.4896
1417721_s_at	Mm.271868
1417722_at	Mm.282284
1417723_at	Mm.259095
1417724_at	Mm.1886
1417725_a_at	Mm.455818
1417726_at	Mm.455818
1417727_at	Mm.287826
1417728_at	Mm.7142
1417729_at	Mm.290003
1417730_at	Mm.309395
1417731_at	Mm.14616
1417732_at	Mm.3267
1417733_at	Mm.28930
1417734_at	Mm.281005
1417735_at	Mm.7150
1417736_at	Mm.173953
1417737_at	Mm.289402
1417738_at	Mm.26994
1417739_at	Mm.46424
1417740_at	Mm.78875
1417741_at	Mm.256926
1417742_a_at	Mm.29142
1417743_at	Mm.288098
1417744_a_at	Mm.27832
1417745_at	Mm.206774
1417746_at	Mm.5195
1417747_at	Mm.5195
1417748_x_at	Mm.42148
1417749_a_at	Mm.4342
1417750_a_at	Mm.293635
1417751_at	Mm.8235
1417752_at	Mm.260158
1417753_at	Mm.6442
1417754_at	Mm.251548
