ProbeID	TargetID
A_52_P298953	XM_620995
A_52_P252078	XM_621068
A_52_P261435	XM_621686
A_52_P177142	XM_622877
A_52_P437084	XM_883948
A_52_P683945	XM_884867
A_52_P135778	XM_885248
A_52_P262676	XM_885683
A_52_P335218	XM_885734
A_52_P489385	XM_885832
A_52_P507639	XM_886219
A_52_P615537	XM_889573
A_52_P546805	XM_890666
A_52_P190286	XM_891546
A_52_P108492	XM_891632
A_52_P258796	XM_891750
A_52_P655763	XM_892878
A_52_P547000	XM_892996
A_52_P629037	XM_894492
A_52_P737521	XM_894604
A_52_P478560	XM_894787
A_51_P442723	XM_894811
A_52_P321831	XM_894811
A_51_P436610	XM_895387
A_52_P307142	XM_895387
A_51_P446112	XM_895406
A_52_P81008	XM_895655
A_52_P416618	XM_895728
A_51_P199217	XM_895899
A_52_P257523	XM_895981
A_51_P378312	XM_896247
A_52_P320119	XM_896306
A_51_P308227	XM_896352
A_51_P269721	XM_896507
A_52_P464693	XM_896995
A_52_P38650	XM_897003
A_52_P331125	XM_897035
A_52_P247233	XM_897318
A_52_P515168	XM_897320
A_52_P628618	XM_897343
A_51_P228753	XM_897631
A_52_P475870	XM_898013
A_51_P302527	XM_898020
A_51_P457975	XM_898141
A_52_P373575	XM_898165
A_52_P1010776	XM_898625
A_52_P537031	XM_898643
A_51_P185664	XM_898823
A_52_P40212	XM_898905
A_52_P1044655	XM_898908
A_51_P254736	XM_899129
A_51_P177732	XM_899494
A_52_P357593	XM_899515
A_52_P510503	XM_899530
A_51_P218402	XM_900454
A_52_P405652	XM_900487
A_51_P452172	XM_900557
A_52_P96847	XM_900828
A_52_P16919	XM_901214
A_52_P340618	XM_901317
A_52_P46211	XM_901354
A_52_P247927	XM_901424
A_51_P392593	XM_901445
A_51_P392584	XM_901445
A_51_P119776	XM_901510
A_52_P131972	XM_901554
A_52_P157704	XM_901598
A_52_P244309	XM_901621
A_51_P364321	XM_902031
A_52_P347796	XM_902907
A_51_P511259	XM_903021
A_51_P281164	XM_903081
A_51_P238183	XM_903670
A_52_P264647	XM_904084
A_52_P253291	XM_904527
A_52_P426248	XM_904918
A_52_P17746	XM_904987
A_52_P164821	XM_905096
A_52_P361951	XM_905147
A_52_P567219	XM_906497
A_52_P579279	XM_907186
A_52_P576208	XM_907235
A_52_P360650	XM_907304
A_52_P434293	XM_908097
A_52_P556134	XM_908122
A_52_P148952	XM_909116
A_52_P465129	XM_909129
A_52_P113916	XM_909745
A_52_P1058730	XM_911199
A_52_P965502	XM_911969
A_52_P36344	XM_911969
A_52_P285508	XM_912595
A_52_P444253	XM_912952
A_52_P131372	XM_913504
A_52_P203770	XM_913674
A_52_P149173	XM_913724
A_52_P669682	XM_913762
A_52_P293682	XM_914209
A_52_P316199	XM_914399
A_52_P73559	XM_914588
A_52_P465121	XM_914717
A_52_P602292	XM_914954
A_52_P11970	XM_915833
A_52_P191537	XM_916502
A_51_P442889	XM_916675
A_52_P147426	XM_917294
A_52_P379717	XM_918061
A_52_P437105	XM_918291
A_52_P671812	XM_918536
A_51_P446645	XM_919321
A_52_P501447	XM_919663
A_52_P173368	XM_920133
A_52_P251233	XM_920748
A_51_P365790	XM_921627
A_52_P617888	XM_922963
A_51_P334672	XM_923030
A_52_P416464	XM_923102
A_52_P246277	XM_923171
A_52_P441058	XM_923296
A_52_P677036	XM_923365
A_52_P499541	XM_924111
A_52_P499543	XM_924111
A_51_P368142	XM_925044
A_52_P432949	XM_972868
A_52_P618253	XM_972888
A_52_P321627	XM_972942
A_51_P350503	XM_972971
A_52_P355709	XM_973329
A_52_P242631	XM_973418
A_52_P258959	XM_973730
A_52_P398211	XM_973755
A_52_P658945	XM_973796
A_52_P365087	XM_973911
A_52_P52156	XM_973921
A_52_P867545	XM_974120
A_52_P593746	XM_974176
A_51_P188023	XM_974308
A_52_P685445	XM_974389
A_52_P630687	XM_974455
A_52_P512807	XM_974899
A_52_P631499	XM_974947
A_52_P669178	XM_975070
A_52_P684087	XM_975249
A_52_P193440	XM_976118
A_52_P75808	XM_976391
A_51_P170603	XM_976471
A_52_P626020	XM_976628
A_51_P205812	XM_976816
A_52_P448435	XM_976949
A_52_P382565	XM_976961
A_52_P652503	XM_977739
A_52_P182331	XM_978044
A_52_P573124	XM_978094
A_52_P162250	XM_978122
A_52_P245766	XM_978638
A_52_P260145	XM_978721
A_52_P831434	XM_978782
A_52_P378056	XM_978851
A_52_P632132	XM_979815
A_52_P253317	XM_980129
A_52_P273477	XM_980330
A_52_P441633	XM_980349
A_52_P681813	XM_980542
A_52_P503298	XM_980598
A_52_P86965	XM_980696
A_52_P366653	XM_980723
A_52_P256507	XM_980773
A_52_P595047	XM_980821
A_52_P84324	XM_980828
A_52_P270723	XM_980978
A_52_P41292	XM_981337
A_52_P55258	XM_981410
A_51_P290018	XM_981517
A_51_P455997	XM_981786
A_52_P201185	XM_981898
A_52_P1133481	XM_982330
A_51_P301781	XM_982393
A_52_P661496	XM_982476
A_52_P526513	XM_983183
A_51_P345166	XM_983220
A_52_P331056	XM_983233
A_51_P103069	XM_983304
A_52_P491493	XM_983328
A_51_P299400	XM_983620
A_51_P299393	XM_983620
A_52_P373912	XM_983688
A_52_P764477	XM_983705
A_52_P153758	XM_983780
A_52_P77227	XM_983893
A_52_P521770	XM_984204
A_52_P567281	XM_984911
A_52_P158029	XM_984957
A_51_P476579	XM_985042
A_52_P480351	XM_985144
A_52_P98124	XM_985259
A_52_P327054	XM_985481
A_52_P386109	XM_985773
A_51_P180916	XM_986309
A_52_P647906	XM_986527
A_51_P483108	XM_986727
A_52_P1050539	XM_987115
A_51_P415696	XM_987486
A_52_P347480	XM_987501
A_52_P634329	XM_987710
A_52_P91274	XM_988035
A_52_P180855	XM_988050
A_52_P195706	XM_988439
A_51_P253053	XM_988439
A_51_P213725	XM_989061
A_52_P446215	XM_989710
A_52_P180283	XM_990077
A_52_P28624	XM_990095
A_52_P255804	XM_990359
A_52_P518808	XM_990990
A_52_P544560	XM_991082
A_52_P175028	XM_991907
A_52_P207614	XM_992182
A_52_P405362	XM_992182
A_52_P565396	XM_992322
A_52_P139097	XM_992750
A_52_P561716	XM_992812
A_52_P32112	XM_993103
A_52_P39164	XM_993216
A_52_P76236	XM_993224
A_52_P14586	XM_993279
A_52_P580634	XM_993319
A_52_P455089	XM_993422
A_52_P754755	XM_993523
A_52_P1132057	XM_994311
A_52_P76426	XM_994784
A_52_P756921	AA067948
A_51_P303437	AA177633
A_52_P1133703	AA204140
A_52_P1052870	AA674562
A_52_P1021909	AA733629
A_52_P70035	AA874392
A_51_P287221	AB006034
A_51_P197805	AB008911
A_52_P112159	AB010088
A_51_P378063	AB010100
A_52_P289204	AB010310
A_51_P439156	AB010313
A_52_P2181	AB010317
A_52_P53154	AB010323
A_52_P527925	AB010324
A_52_P315910	AB010325
A_52_P45111	AB010339
A_52_P519870	AB010340
A_52_P96087	AB010342
A_51_P137808	AB010345
A_52_P552026	AB010352
A_52_P42395	AB010354
A_52_P350876	AB010358
A_52_P595087	AB010372
A_51_P134294	AB011473
A_52_P664884	AB012265
A_51_P468269	AB012393
A_52_P136195	AB015858
A_52_P603290	AB015858
A_51_P209135	AB016490
A_51_P266977	AB016984
A_51_P203148	AB017433
A_51_P281134	AB019028
A_52_P269630	AB022157
A_52_P383066	AB022307
A_52_P607702	AB024689
A_51_P261608	AB025011
A_51_P302977	AB026045
A_52_P635388	AB026047
A_52_P12869	AB029144
A_51_P176522	AB029397
A_51_P321610	AB029482
A_51_P205129	AB030188
A_51_P191519	AB031550
A_51_P345945	AB032764
A_51_P280455	AB034730
A_52_P431732	AB041544
A_51_P177392	AB041546
A_51_P176396	AB041551
A_51_P165082	AB041601
A_52_P1516	AB041601
A_52_P588378	AB041801
A_52_P26265	AB041803
A_51_P244879	AB041806
A_52_P171197	AB041809
A_52_P216753	AB045716
A_52_P55846	AB049605
A_51_P267375	AB054987
A_51_P183642	AB055648
A_52_P528041	AB056117
A_51_P247928	AB059646
A_52_P102630	AB063319
A_52_P47786	AB069910
A_52_P174000	AB070542
A_52_P638100	AB070552
A_52_P334744	AB078345
A_52_P404500	AB086166
A_52_P663789	AB093210
A_52_P458177	AB099518
A_52_P590898	AB159607
A_52_P308723	AB159607
A_51_P222252	AF001293
A_51_P106900	AF001906
A_52_P497424	AF004109
A_51_P277373	AF004666
A_51_P292250	AF004858
A_52_P114703	AF009414
A_52_P31751	AF012177
A_51_P383210	AF016313
A_51_P499905	AF017085
A_51_P247960	AF017153
A_51_P275591	AF017806
A_51_P391904	AF020313
A_52_P556908	AF022078
A_51_P236738	AF022079
A_52_P106834	AF022253
A_52_P581639	AF022254
A_51_P473024	AF022856
A_52_P572818	AF023483
A_51_P235816	AF024519
A_52_P492532	AF025535
A_51_P231721	AF026216
A_51_P377035	AF027185
A_51_P373082	AF027707
A_51_P270661	AF029748
A_51_P414230	AF030430
A_51_P506397	AF031525
A_51_P207098	AF031663
A_51_P318683	AF031816
A_51_P243503	AF037454
A_51_P388086	AF039833
A_52_P257026	AF039839
A_52_P90771	AF040095
A_52_P1165847	AF042095
A_51_P117015	AF042360
A_51_P264922	AF043688
A_51_P264914	AF043688
A_52_P358138	AF044174
A_51_P209163	AF044222
A_51_P338031	AF047714
A_52_P337336	AF047716
A_51_P165041	AF049125
A_51_P106918	AF051348
A_51_P118945	AF054581
A_52_P122871	AF055908
A_51_P213940	AF058798
A_51_P362343	AF062525
A_52_P498441	AF062752
A_52_P420700	AF065991
A_52_P268687	AF071070
A_51_P318430	AF071562
A_51_P256337	AF072244
A_51_P484551	AF072757
A_51_P419981	AF073993
A_51_P341688	AF075717
A_51_P187442	AF081193
A_52_P66586	AF082568
A_51_P204454	AF083215
A_51_P330940	AF083372
A_51_P159225	AF085696
A_51_P193053	AF085738
A_52_P640686	AF086824
A_52_P469277	AF087578
A_51_P250349	AF087578
A_51_P286996	AF089734
A_52_P615952	AF090402
A_52_P260256	AF090402
A_51_P356303	AF093064
A_51_P497350	AF099020
A_51_P399277	AF103797
A_51_P318262	AF104312
A_52_P26416	AF106279
A_52_P431319	AF107847
A_52_P313284	AF108396
A_51_P354018	AF110521
A_52_P624444	AF114168
A_51_P250739	AF116897
A_51_P433172	AF116911
A_51_P334570	AF118402
A_52_P568226	AF124721
A_52_P144363	AF127140
A_52_P686383	AF127140
A_51_P188655	AF129738
A_51_P310635	AF134772
A_51_P304681	AF134983
A_52_P245806	AF138745
A_52_P579230	AF139595
A_51_P349182	AF140220
A_52_P560141	AF143539
A_52_P136303	AF143541
A_52_P662203	AF148511
A_51_P220615	AF150755
A_52_P238230	AF152371
A_51_P222577	AF155157
A_52_P203368	AF165171
A_51_P409729	AF167319
A_52_P557459	AF168769
A_51_P377489	AF169286
A_51_P459288	AF175408
A_51_P299107	AF176840
A_51_P275740	AF177345
A_51_P394984	AF180471
A_51_P461123	AF186107
A_52_P350756	AF190166
A_52_P385088	AF191547
A_51_P179442	AF193027
A_52_P246291	AF193344
A_51_P385258	AF197127
A_51_P187726	AF198092
A_51_P353934	AF202039
A_51_P464838	AF208109
A_52_P476989	AF210281
A_52_P2224	AF213385
A_51_P234470	AF213390
A_51_P396432	AF216290
A_52_P383754	AF217545
A_51_P392277	AF218265
A_52_P544090	AF218659
A_52_P380997	AF220209
A_51_P304879	AF220209
A_51_P307847	AF221104
A_52_P144791	AF222442
A_51_P165111	AF223067
A_52_P222193	AF223362
A_51_P249608	AF223416
A_52_P268563	AF223417
A_51_P111380	AF223568
A_51_P377826	AF224494
A_52_P438144	AF229257
A_51_P349713	AF229929
A_52_P307959	AF236125
A_52_P246248	AF240166
A_52_P289022	AF244347
A_52_P423188	AF245475
A_51_P341717	AF251703
A_51_P118688	AF260307
A_51_P209451	AF263010
A_51_P178575	AF269193
A_51_P480062	AF275549
A_51_P119525	AF277385
A_51_P446060	AF285585
A_51_P478253	AF288221
A_51_P478021	AF294328
A_52_P74680	AF296662
A_52_P20867	AF311309
A_51_P355416	AF315344
A_52_P187450	AF315352
A_51_P368586	AF316037
A_51_P422388	AF323488
A_51_P315931	AF323958
A_51_P474752	AF331517
A_51_P305994	AF333067
A_51_P242634	AF345951
A_51_P264850	AF346502
A_52_P426039	AF356521
A_51_P332269	AF357420
A_51_P190159	AF357471
A_52_P313789	AF369981
A_51_P272323	AF384098
A_51_P162636	AF388037
A_52_P214102	AF404274
A_51_P224324	AF405692
A_51_P435268	AF417579
A_51_P406328	AF425084
A_51_P513191	AF436846
A_52_P458219	AF441786
A_52_P495829	AF454394
A_52_P114260	AF459018
A_52_P616567	AF464153
A_52_P345548	AF464177
A_52_P659514	AF477980
A_51_P321531	AF479672
A_52_P675599	AF492496
A_52_P176608	AF510652
A_52_P344152	AF528078
A_52_P31717	AF546078
A_51_P119161	AF548110
A_52_P251128	AI315523
A_52_P1197950	AI323028
A_52_P1117723	AI324119
A_51_P271679	AI326223
A_52_P1045790	AI385586
A_52_P1013543	AI390992
A_51_P421675	AI427529
A_51_P474806	AI428226
A_52_P965217	AI451738
A_52_P13216	AI504208
A_52_P798644	AI505941
A_52_P724015	AI508575
A_52_P724497	AI509003
A_52_P1173999	AI509818
A_52_P740123	AI528035
A_52_P973126	AI553296
A_52_P764584	AI561439
A_52_P748067	AI608034
A_52_P1021832	AI627138
A_52_P909004	AI639920
A_52_P988832	AI647584
A_51_P307282	AI834762
A_51_P114348	AI834886
A_51_P221109	AI835779
A_51_P412249	AI837370
A_51_P245465	AI838397
A_51_P443958	AI838745
A_51_P267974	AI839650
A_51_P107701	AI839651
A_51_P112476	AI840334
A_51_P312859	AI840671
A_51_P146208	AI841821
A_51_P123724	AI842957
A_51_P470214	AI844789
A_52_P402960	AI846867
A_51_P419840	AI848163
A_51_P217360	AI848289
A_51_P109649	AI850416
A_52_P788961	AI851065
A_52_P1165294	AI853478
A_51_P211758	AI853502
A_51_P292299	AI854246
A_51_P379159	AJ000337
A_51_P456980	AJ001373
A_51_P366450	AJ005350
A_52_P85372	AJ006521
A_51_P450376	AJ010262
A_51_P299527	AJ132857
A_51_P370996	AJ133130
A_51_P489268	AJ237585
A_52_P324584	AJ237585
A_52_P195772	AJ237846
A_51_P348832	AJ245453
A_51_P399265	AJ245454
A_51_P115626	AJ245904
A_52_P152439	AJ250192
A_52_P630059	AJ250687
A_52_P646530	AJ250688
A_52_P117502	AJ250689
A_52_P88483	AJ250691
A_51_P225048	AJ250693
A_51_P494875	AJ272045
A_52_P305261	AJ278768
A_51_P305262	AJ279029
A_51_P287986	AJ289016
A_52_P544468	AJ290943
A_52_P568209	AJ290944
A_51_P315272	AJ290945
A_52_P387458	AJ293625
A_51_P334190	AJ293727
A_52_P193022	AJ306425
A_52_P112614	AJ315551
A_52_P654118	AJ315977
A_51_P304988	AJ319753
A_52_P283869	AJ344341
A_51_P145276	AJ409488
A_52_P527944	AJ428208
A_51_P205913	AJ539164
A_52_P197965	AJ539223
A_52_P297236	AJ558021
A_52_P61880	AJ575748
A_52_P101454	AJ575748
A_51_P493016	AJ575748
A_51_P114002	AK002213
A_52_P40327	AK002217
A_52_P670812	AK002304
A_51_P355617	AK002346
A_51_P321930	AK002366
A_51_P199175	AK002390
A_52_P938229	AK002417
A_51_P179565	AK002502
A_51_P311621	AK002578
A_51_P417279	AK002600
A_52_P96898	AK002636
A_52_P290021	AK002639
A_51_P459240	AK002661
A_52_P611650	AK002703
A_51_P503543	AK002706
A_52_P104738	AK002747
A_51_P361150	AK002772
A_52_P230609	AK002838
A_52_P498557	AK002838
A_51_P305061	AK002842
A_51_P505337	AK002846
A_51_P280657	AK002857
A_52_P27075	AK002861
A_51_P134653	AK002909
A_52_P281659	AK002926
A_52_P249687	AK002941
A_52_P308386	AK002949
A_52_P169005	AK002987
A_52_P622554	AK003018
A_51_P261689	AK003078
A_52_P429142	AK003089
A_51_P361858	AK003099
A_52_P265584	AK003102
A_52_P571350	AK003142
A_52_P222593	AK003199
A_51_P211152	AK003209
A_51_P494248	AK003247
A_51_P188993	AK003267
A_51_P432468	AK003325
A_51_P520421	AK003351
A_51_P219532	AK003388
A_51_P104128	AK003452
A_52_P59006	AK003545
A_51_P218924	AK003565
A_51_P178131	AK003577
A_52_P321791	AK003606
A_51_P275072	AK003645
A_51_P293665	AK003646
A_51_P100997	AK003650
A_52_P1130599	AK003663
A_51_P411965	AK003694
A_52_P507199	AK003696
A_52_P684066	AK003710
A_51_P340604	AK003717
A_51_P125316	AK003718
A_52_P295038	AK003729
A_51_P445527	AK003731
A_52_P337928	AK003738
A_51_P436254	AK003775
A_51_P123422	AK003777
A_52_P252121	AK003786
A_52_P1034723	AK003800
A_51_P110317	AK003805
A_51_P477418	AK003826
A_51_P404454	AK003851
A_51_P192783	AK003900
A_51_P369381	AK003902
A_52_P268269	AK003909
A_52_P1162797	AK003932
A_52_P1154755	AK003941
A_52_P214573	AK003980
A_51_P288277	AK003987
A_51_P512969	AK004006
A_51_P284503	AK004025
A_51_P423199	AK004038
A_52_P1050743	AK004108
A_52_P185059	AK004111
A_52_P185054	AK004111
A_51_P355702	AK004128
A_52_P356780	AK004145
A_52_P18746	AK004152
A_51_P297434	AK004158
A_52_P160955	AK004158
A_52_P104630	AK004186
A_51_P168439	AK004187
A_52_P662665	AK004207
A_52_P657593	AK004220
A_51_P237746	AK004226
A_52_P198473	AK004240
A_52_P635791	AK004258
A_52_P258507	AK004266
A_51_P286378	AK004276
A_51_P482844	AK004291
A_52_P557940	AK004302
A_51_P430678	AK004405
A_52_P962414	AK004424
A_52_P354119	AK004434
A_51_P389479	AK004470
A_51_P337015	AK004471
A_51_P243387	AK004483
A_52_P182478	AK004568
A_52_P657240	AK004569
A_51_P294169	AK004569
A_51_P355172	AK004585
A_52_P544302	AK004585
A_51_P140797	AK004618
A_52_P367829	AK004622
A_51_P172589	AK004627
A_52_P399863	AK004638
A_51_P307316	AK004654
A_52_P343455	AK004668
A_51_P208020	AK004783
A_51_P236314	AK004787
A_51_P185121	AK004831
A_51_P120027	AK004863
A_51_P492743	AK004937
A_51_P492742	AK004937
A_52_P327298	AK004956
A_51_P354642	AK004981
A_52_P204023	AK005009
A_51_P170959	AK005011
A_52_P572368	AK005014
A_52_P362106	AK005018
A_51_P517012	AK005069
A_52_P978480	AK005117
A_51_P133478	AK005121
A_52_P793792	AK005124
A_52_P557098	AK005150
A_51_P275697	AK005164
A_51_P258138	AK005176
A_52_P507169	AK005177
A_51_P309208	AK005186
A_51_P507407	AK005193
A_51_P187226	AK005254
A_52_P364820	AK005284
A_51_P170326	AK005289
A_52_P574945	AK005299
A_52_P128734	AK005318
A_52_P458708	AK005350
A_51_P160083	AK005363
A_52_P614487	AK005365
A_52_P1091373	AK005366
A_52_P549892	AK005393
A_51_P147064	AK005450
A_51_P474053	AK005451
A_52_P327317	AK005461
A_51_P361328	AK005483
A_52_P914857	AK005488
A_52_P405145	AK005502
A_52_P107434	AK005544
A_52_P391639	AK005560
A_51_P428013	AK005562
A_51_P142206	AK005564
A_52_P362311	AK005569
A_51_P299134	AK005586
A_52_P673396	AK005607
A_52_P1179569	AK005614
A_52_P220948	AK005616
A_51_P295797	AK005616
A_52_P542140	AK005617
A_52_P8241	AK005624
A_51_P436594	AK005628
A_51_P453616	AK005634
A_51_P229230	AK005637
A_51_P339655	AK005650
A_51_P153113	AK005653
A_51_P449614	AK005660
A_51_P131840	AK005670
A_51_P485400	AK005675
A_51_P485405	AK005675
A_52_P56488	AK005691
A_52_P641282	AK005692
A_51_P359756	AK005693
A_51_P184508	AK005695
A_52_P61811	AK005700
A_51_P291637	AK005714
A_51_P435489	AK005717
A_52_P906967	AK005727
A_51_P169289	AK005731
A_51_P503247	AK005734
A_52_P563526	AK005740
A_51_P204898	AK005748
A_52_P43168	AK005750
A_52_P319137	AK005758
A_51_P248793	AK005767
A_51_P176202	AK005775
A_51_P277836	AK005786
A_51_P128075	AK005787
A_51_P173543	AK005796
A_51_P194319	AK005811
A_52_P421457	AK005815
A_51_P130595	AK005822
A_51_P122481	AK005840
A_51_P254157	AK005845
A_52_P1083387	AK005856
A_51_P385803	AK005860
A_51_P377812	AK005861
A_51_P429633	AK005867
A_51_P484559	AK005868
A_51_P137481	AK005870
A_51_P307901	AK005876
A_51_P283165	AK005896
A_52_P263145	AK005898
A_51_P315353	AK005903
A_52_P638502	AK005911
A_51_P514857	AK005920
A_52_P153179	AK005939
A_51_P132483	AK005953
A_51_P150835	AK005972
A_52_P1027557	AK005975
A_52_P225592	AK005979
A_51_P401594	AK005982
A_51_P279683	AK005991
A_51_P138807	AK006001
A_51_P335993	AK006002
A_51_P435524	AK006004
A_51_P418049	AK006008
A_51_P420345	AK006012
A_52_P866221	AK006025
A_52_P1098820	AK006031
A_51_P170747	AK006033
A_51_P382407	AK006043
A_51_P204924	AK006048
A_51_P195567	AK006056
A_51_P386802	AK006064
A_52_P866925	AK006067
A_52_P246992	AK006075
A_51_P377179	AK006077
A_52_P426634	AK006094
A_52_P601215	AK006099
A_52_P601221	AK006099
A_51_P433388	AK006101
A_51_P470530	AK006106
A_52_P874280	AK006114
A_51_P261306	AK006123
A_52_P517970	AK006126
A_51_P164787	AK006144
A_51_P484599	AK006145
A_52_P662911	AK006179
A_51_P305811	AK006189
A_52_P582251	AK006209
A_52_P617076	AK006215
A_51_P409101	AK006216
A_51_P347785	AK006226
A_51_P347789	AK006226
A_51_P295398	AK006227
A_52_P1163526	AK006237
A_51_P412892	AK006238
A_51_P431772	AK006243
A_52_P657505	AK006248
A_51_P171136	AK006257
A_51_P215896	AK006262
A_51_P493940	AK006268
A_51_P180546	AK006273
A_52_P184974	AK006300
A_51_P406650	AK006309
A_51_P439019	AK006311
A_51_P381957	AK006312
A_52_P107504	AK006320
A_51_P197415	AK006322
A_52_P292596	AK006333
A_52_P67007	AK006338
A_52_P2774	AK006343
A_52_P978481	AK006354
A_52_P214646	AK006376
A_51_P452702	AK006382
A_51_P247421	AK006388
A_52_P277477	AK006396
A_51_P410430	AK006449
A_52_P643893	AK006454
A_51_P453197	AK006458
A_51_P302398	AK006462
A_51_P197899	AK006468
A_52_P769867	AK006485
A_51_P440327	AK006489
A_52_P464017	AK006497
A_51_P137184	AK006503
A_52_P208367	AK006510
A_51_P453456	AK006510
A_51_P388471	AK006511
A_51_P102518	AK006538
A_52_P38128	AK006545
A_52_P890318	AK006559
A_52_P730513	AK006573
A_52_P515192	AK006574
A_51_P269020	AK006578
A_52_P601177	AK006583
A_51_P478825	AK006591
A_52_P236200	AK006593
A_52_P582318	AK006595
A_51_P107985	AK006597
A_52_P351686	AK006604
A_52_P313358	AK006609
A_52_P426682	AK006619
A_52_P1059369	AK006624
A_52_P335421	AK006628
A_51_P475088	AK006629
A_52_P534089	AK006636
A_51_P115462	AK006638
A_51_P300130	AK006651
A_52_P16240	AK006653
A_52_P525362	AK006654
A_51_P426373	AK006670
A_52_P778391	AK006681
A_51_P186081	AK006682
A_52_P1195461	AK006687
A_51_P122981	AK006699
A_51_P408703	AK006700
A_51_P307632	AK006702
A_51_P122100	AK006704
A_52_P440119	AK006712
A_51_P308397	AK006714
A_51_P315894	AK006721
A_52_P1027441	AK006722
A_51_P482585	AK006737
A_51_P278353	AK006745
A_52_P348879	AK006762
A_52_P179905	AK006763
A_51_P482600	AK006780
A_51_P217565	AK006789
A_51_P193291	AK006797
A_52_P685979	AK006803
A_51_P464808	AK006807
A_52_P128906	AK006810
A_51_P270891	AK006811
A_52_P364998	AK006812
A_52_P722455	AK006813
A_52_P352512	AK006816
A_51_P249821	AK006817
A_52_P665604	AK006823
A_52_P313933	AK006824
A_51_P232921	AK006831
A_51_P323391	AK006854
A_51_P323397	AK006854
A_51_P261560	AK006856
A_51_P144543	AK006869
A_52_P153098	AK006871
A_51_P161503	AK006873
A_51_P300921	AK006878
A_51_P420128	AK006904
A_51_P295286	AK006906
A_52_P246948	AK006923
A_52_P1147358	AK006926
A_52_P523281	AK006936
A_52_P169212	AK006938
A_52_P568977	AK006949
A_51_P269988	AK006954
A_51_P284026	AK006980
A_52_P389017	AK006987
A_52_P50417	AK006993
A_52_P216720	AK007001
A_52_P359652	AK007002
A_52_P265785	AK007006
A_51_P347673	AK007011
A_51_P253224	AK007013
A_52_P826666	AK007019
A_52_P579623	AK007025
A_52_P544686	AK007029
A_52_P802475	AK007037
A_51_P116465	AK007040
A_51_P358052	AK007051
A_51_P326555	AK007052
A_51_P385220	AK007066
A_52_P563505	AK007074
A_51_P214766	AK007076
A_51_P264235	AK007077
A_51_P395705	AK007096
A_52_P402508	AK007098
A_52_P906899	AK007104
A_52_P47266	AK007113
A_51_P130524	AK007113
A_52_P453554	AK007119
A_52_P91454	AK007129
A_51_P462790	AK007130
A_52_P88738	AK007149
A_52_P351581	AK007159
A_51_P476757	AK007163
A_52_P686392	AK007163
A_52_P151887	AK007163
A_51_P367554	AK007164
A_51_P367550	AK007164
A_52_P233515	AK007167
A_51_P389770	AK007169
A_52_P890981	AK007172
A_51_P346874	AK007175
A_52_P550124	AK007179
A_51_P272728	AK007181
A_51_P155909	AK007195
A_52_P230909	AK007197
A_52_P428784	AK007209
A_51_P421650	AK007214
A_52_P1061944	AK007218
A_52_P64514	AK007221
A_52_P1035401	AK007225
A_51_P483677	AK007228
A_51_P305752	AK007232
A_51_P139096	AK007241
A_51_P382544	AK007250
A_51_P469979	AK007258
A_51_P129435	AK007269
A_51_P449638	AK007277
A_52_P1099476	AK007279
A_51_P112833	AK007293
A_51_P442142	AK007294
A_52_P963008	AK007305
A_51_P230579	AK007309
A_51_P202760	AK007310
A_52_P120870	AK007313
A_51_P486629	AK007313
A_52_P539343	AK007315
A_51_P258661	AK007316
A_51_P520552	AK007357
A_52_P1106665	AK007359
A_51_P317166	AK007365
A_52_P131423	AK007371
A_52_P257532	AK007379
A_52_P1066770	AK007385
A_52_P308413	AK007434
A_51_P479390	AK007436
A_52_P1074708	AK007472
A_51_P436346	AK007475
A_52_P509679	AK007509
A_51_P451279	AK007531
A_51_P301499	AK007620
A_51_P306839	AK007637
A_52_P80486	AK007727
A_51_P173107	AK007796
A_51_P321290	AK007800
A_52_P61774	AK007812
A_52_P236288	AK007854
A_52_P2947	AK007894
A_51_P403578	AK007907
A_51_P219970	AK007931
A_51_P259445	AK007933
A_51_P312268	AK007938
A_52_P418766	AK007939
A_51_P449334	AK007945
A_51_P486668	AK007954
A_51_P505846	AK008003
A_52_P394561	AK008004
A_52_P2745	AK008011
A_51_P337935	AK008024
A_52_P308448	AK008026
A_52_P714621	AK008061
A_51_P119588	AK008077
A_52_P241742	AK008077
A_51_P503757	AK008094
A_51_P503756	AK008094
A_51_P333831	AK008102
A_52_P21506	AK008121
A_52_P672903	AK008145
A_52_P829408	AK008145
A_52_P622355	AK008145
A_51_P183086	AK008151
A_51_P253824	AK008211
A_51_P474709	AK008216
A_52_P1122623	AK008222
A_51_P492807	AK008233
A_52_P638521	AK008257
A_52_P169087	AK008281
A_52_P850132	AK008330
A_51_P413507	AK008356
A_51_P115098	AK008369
A_52_P697887	AK008379
A_52_P134341	AK008384
A_52_P431950	AK008394
A_51_P266138	AK008397
A_52_P155805	AK008437
A_52_P552788	AK008541
A_51_P449690	AK008545
A_51_P235015	AK008551
A_52_P1170840	AK008634
A_51_P199089	AK008654
A_52_P971150	AK008679
A_52_P652059	AK008688
A_52_P549985	AK008728
A_52_P670850	AK008732
A_51_P433000	AK008733
A_51_P268673	AK008737
A_51_P206563	AK008751
A_51_P478132	AK008754
A_52_P549908	AK008755
A_51_P125965	AK008770
A_52_P303235	AK008788
A_51_P454196	AK008803
A_51_P144801	AK008813
A_51_P132530	AK008821
A_52_P126111	AK008852
A_52_P683517	AK008862
A_51_P270558	AK008868
A_52_P457853	AK008869
A_52_P670654	AK008869
