ProbeID	TargetID
A_52_P134666	NM_026130
A_52_P53948	NM_026130
A_52_P186754	NM_026130
A_51_P506284	NM_026131
A_52_P489193	NM_026131
A_51_P457617	NM_026132
A_51_P290937	NM_026134
A_51_P437089	NM_026136
A_51_P458218	NM_026137
A_52_P493747	NM_026137
A_51_P157953	NM_026138
A_51_P356512	NM_026139
A_52_P512749	NM_026140
A_51_P388374	NM_026141
A_52_P379934	NM_026142
A_51_P465147	NM_026142
A_52_P476610	NM_026143
A_52_P27271	NM_026144
A_51_P384618	NM_026144
A_51_P338397	NM_026145
A_52_P37757	NM_026146
A_52_P5210	NM_026147
A_51_P200027	NM_026148
A_52_P222725	NM_026148
A_52_P368134	NM_026149
A_51_P352411	NM_026149
A_52_P584842	NM_026150
A_51_P367752	NM_026150
A_51_P465161	NM_026152
A_52_P284495	NM_026153
A_51_P384640	NM_026154
A_51_P416556	NM_026155
A_52_P357858	NM_026155
A_52_P312398	NM_026155
A_51_P392147	NM_026156
A_52_P271155	NM_026157
A_51_P367772	NM_026157
A_51_P343356	NM_026158
A_51_P319070	NM_026159
A_52_P563475	NM_026160
A_51_P126177	NM_026160
A_52_P633489	NM_026161
A_51_P420276	NM_026162
A_51_P225427	NM_026163
A_52_P161339	NM_026164
A_51_P201105	NM_026164
A_51_P201104	NM_026164
A_52_P600304	NM_026165
A_51_P176711	NM_026165
A_52_P21724	NM_026165
A_51_P152404	NM_026166
A_51_P521304	NM_026167
A_52_P26949	NM_026168
A_52_P26953	NM_026168
A_51_P440828	NM_026168
A_52_P375985	NM_026168
A_51_P472659	NM_026169
A_52_P219266	NM_026169
A_52_P97192	NM_026170
A_52_P69707	NM_026170
A_52_P423859	NM_026171
A_51_P232954	NM_026171
A_51_P208555	NM_026172
A_52_P335907	NM_026172
A_52_P558087	NM_026173
A_51_P302222	NM_026174
A_52_P582907	NM_026174
A_51_P504442	NM_026175
A_52_P670909	NM_026176
A_51_P480153	NM_026176
A_51_P455776	NM_026177
A_51_P431470	NM_026178
A_51_P407165	NM_026179
A_52_P273821	NM_026179
A_52_P179925	NM_026180
A_51_P298480	NM_026180
A_52_P152822	NM_026181
A_51_P167374	NM_026181
A_52_P575771	NM_026182
A_51_P143002	NM_026182
A_51_P511927	NM_026183
A_52_P611787	NM_026183
A_52_P424462	NM_026184
A_52_P603836	NM_026184
A_51_P386503	NM_026185
A_52_P225584	NM_026185
A_52_P544589	NM_026186
A_51_P390276	NM_026186
A_51_P365903	NM_026187
A_52_P110646	NM_026187
A_51_P341487	NM_026188
A_51_P317191	NM_026189
A_51_P442655	NM_026191
A_52_P494982	NM_026191
A_51_P136792	NM_026192
A_51_P399889	NM_026193
A_52_P424236	NM_026194
A_51_P446417	NM_026194
A_52_P153333	NM_026194
A_51_P222436	NM_026195
A_51_P373402	NM_026197
A_51_P348985	NM_026198
A_52_P302316	NM_026200
A_51_P324715	NM_026200
A_51_P272184	NM_026201
A_52_P12283	NM_026201
A_51_P107438	NM_026202
A_52_P181605	NM_026202
A_52_P476602	NM_026203
A_51_P112174	NM_026203
A_51_P405314	NM_026205
A_51_P495131	NM_026206
A_51_P307864	NM_026208
A_51_P307858	NM_026208
A_51_P287206	NM_026210
A_51_P262878	NM_026211
A_51_P238565	NM_026212
A_51_P238563	NM_026212
A_51_P364031	NM_026213
A_52_P113043	NM_026214
A_52_P493857	NM_026214
A_52_P319115	NM_026214
A_52_P493854	NM_026214
A_51_P197378	NM_026217
A_52_P579726	NM_026217
A_52_P579719	NM_026217
A_51_P440838	NM_026218
A_52_P493620	NM_026218
A_51_P472671	NM_026219
A_51_P229198	NM_026220
A_51_P204862	NM_026221
A_51_P204860	NM_026221
A_52_P443846	NM_026221
A_51_P156135	NM_026222
A_52_P263130	NM_026223
A_51_P298486	NM_026225
A_51_P334093	NM_026228
A_52_P485939	NM_026228
A_51_P309744	NM_026229
A_52_P507368	NM_026231
A_51_P354652	NM_026232
A_52_P656860	NM_026232
A_51_P386512	NM_026233
A_52_P432537	NM_026234
A_51_P219822	NM_026234
A_51_P390285	NM_026235
A_52_P467046	NM_026236
A_51_P365912	NM_026238
A_51_P171107	NM_026239
A_51_P192501	NM_026240
A_52_P619738	NM_026240
A_52_P465886	NM_026240
A_52_P156485	NM_026241
A_51_P268508	NM_026242
A_51_P354681	NM_026243
A_52_P484691	NM_026246
A_52_P485433	NM_026246
A_51_P261351	NM_026246
A_52_P453417	NM_026247
A_51_P219849	NM_026247
A_51_P390310	NM_026248
A_51_P365932	NM_026250
A_52_P322096	NM_026251
A_52_P595824	NM_026252
A_51_P418429	NM_026253
A_51_P418434	NM_026253
A_51_P418432	NM_026253
A_51_P223575	NM_026254
A_52_P448220	NM_026254
A_52_P71544	NM_026255
A_52_P313856	NM_026255
A_52_P222696	NM_026256
A_51_P369690	NM_026257
A_52_P48546	NM_026259
A_52_P48398	NM_026259
A_52_P433828	NM_026260
A_51_P320993	NM_026261
A_51_P519460	NM_026262
A_51_P401585	NM_026263
A_52_P483008	NM_026263
A_52_P483001	NM_026263
A_51_P304126	NM_026267
A_51_P502614	NM_026268
A_52_P488200	NM_026269
A_51_P111212	NM_026269
A_51_P478326	NM_026270
A_51_P283473	NM_026271
A_52_P582384	NM_026272
A_51_P335981	NM_026272
A_52_P351311	NM_026273
A_51_P118720	NM_026274
A_51_P118715	NM_026274
A_52_P599238	NM_026274
A_52_P1029985	NM_026275
A_51_P461452	NM_026275
A_52_P194170	NM_026275
A_52_P10023	NM_026275
A_52_P633128	NM_026276
A_52_P466907	NM_026276
A_51_P266640	NM_026277
A_52_P428735	NM_026278
A_51_P437152	NM_026278
A_51_P158018	NM_026279
A_51_P356579	NM_026280
A_52_P405206	NM_026281
A_51_P189927	NM_026281
A_51_P214209	NM_026282
A_52_P658824	NM_026283
A_51_P246076	NM_026283
A_52_P505944	NM_026283
A_52_P284535	NM_026286
A_51_P420321	NM_026286
A_51_P302249	NM_026290
A_51_P135607	NM_026291
A_52_P662944	NM_026293
A_51_P480190	NM_026293
A_51_P313467	NM_026295
A_51_P400054	NM_026296
A_52_P261409	NM_026298
A_51_P283423	NM_026298
A_52_P509906	NM_026298
A_51_P188033	NM_026300
A_51_P386539	NM_026301
A_52_P201627	NM_026302
A_51_P219858	NM_026302
A_52_P193424	NM_026303
A_52_P16841	NM_026303
A_51_P251717	NM_026304
A_51_P397823	NM_026305
A_52_P1182012	NM_026305
A_51_P203022	NM_026306
A_51_P373441	NM_026307
A_51_P178646	NM_026308
A_51_P349023	NM_026309
A_52_P495243	NM_026310
A_52_P649258	NM_026310
A_51_P210474	NM_026310
A_52_P272936	NM_026312
A_51_P495171	NM_026312
A_51_P133737	NM_026313
A_51_P332264	NM_026314
A_51_P506356	NM_026316
A_51_P114966	NM_026317
A_51_P144940	NM_026318
A_52_P8216	NM_026318
A_52_P136966	NM_026319
A_51_P294765	NM_026321
A_51_P299243	NM_026322
A_51_P465211	NM_026323
A_51_P384693	NM_026324
A_51_P416625	NM_026325
A_52_P228031	NM_026325
A_51_P179688	NM_026327
A_51_P179686	NM_026327
A_51_P392214	NM_026327
A_52_P257758	NM_026328
A_51_P367843	NM_026329
A_51_P173022	NM_026330
A_51_P343429	NM_026331
A_52_P507688	NM_026331
A_52_P501890	NM_026332
A_51_P517608	NM_026333
A_51_P201174	NM_026334
A_52_P292481	NM_026335
A_52_P410495	NM_026336
A_52_P684722	NM_026337
A_51_P420085	NM_026337
A_51_P347169	NM_026338
A_51_P322910	NM_026340
A_51_P521374	NM_026341
A_52_P13568	NM_026341
A_51_P242356	NM_026342
A_52_P104700	NM_026342
A_52_P86527	NM_026343
A_52_P681488	NM_026343
A_51_P440892	NM_026344
A_51_P274124	NM_026345
A_51_P109369	NM_026346
A_52_P507305	NM_026347
A_51_P257371	NM_026348
A_52_P678909	NM_026348
A_52_P439932	NM_026350
A_51_P101879	NM_026352
A_52_P485700	NM_026352
A_52_P91724	NM_026353
A_52_P528505	NM_026353
A_51_P240501	NM_026358
A_52_P552560	NM_026359
A_51_P491470	NM_026360
A_51_P251245	NM_026361
A_51_P414762	NM_026361
A_51_P351238	NM_026362
A_51_P150608	NM_026365
A_51_P321033	NM_026366
A_52_P279068	NM_026367
A_52_P365265	NM_026367
A_51_P377210	NM_026368
A_52_P58041	NM_026369
A_51_P103757	NM_026370
A_51_P498947	NM_026371
A_51_P111259	NM_026373
A_52_P218201	NM_026374
A_51_P118763	NM_026375
A_51_P437188	NM_026377
A_52_P338199	NM_026378
A_51_P158061	NM_026378
A_52_P635598	NM_026380
A_52_P600417	NM_026380
A_52_P169028	NM_026382
A_51_P249867	NM_026382
A_51_P225506	NM_026383
A_51_P396003	NM_026384
A_52_P359739	NM_026384
A_52_P592909	NM_026384
A_52_P121502	NM_026385
A_51_P201187	NM_026385
A_52_P481793	NM_026386
A_51_P347177	NM_026386
A_51_P152489	NM_026388
A_52_P163928	NM_026389
A_51_P184312	NM_026390
A_52_P298145	NM_026390
A_52_P170610	NM_026390
A_52_P401475	NM_026390
A_51_P497061	NM_026391
A_51_P480233	NM_026393
A_52_P547456	NM_026394
A_51_P512002	NM_026395
A_52_P563450	NM_026396
A_51_P292933	NM_026396
A_51_P490204	NM_026398
A_51_P490198	NM_026398
A_52_P110257	NM_026399
A_52_P528707	NM_026401
A_51_P168219	NM_026401
A_51_P143855	NM_026402
A_52_P464003	NM_026402
A_51_P512765	NM_026403
A_52_P318247	NM_026404
A_51_P121412	NM_026404
A_51_P293688	NM_026405
A_51_P185087	NM_026406
A_52_P292232	NM_026406
A_51_P415519	NM_026407
A_52_P379123	NM_026408
A_51_P196353	NM_026408
A_52_P59264	NM_026408
A_51_P342318	NM_026409
A_52_P61988	NM_026410
A_51_P125135	NM_026410
A_51_P349825	NM_026411
A_52_P595663	NM_026412
A_51_P499698	NM_026414
A_52_P772950	NM_026415
A_51_P183197	NM_026415
A_51_P134533	NM_026416
A_51_P186961	NM_026417
A_51_P218774	NM_026418
A_51_P340456	NM_026419
A_52_P507056	NM_026420
A_51_P514647	NM_026420
A_51_P295558	NM_026421
A_52_P226721	NM_026421
A_51_P246895	NM_026422
A_52_P169295	NM_026422
A_52_P535782	NM_026423
A_52_P367792	NM_026423
A_52_P367791	NM_026423
A_51_P255765	NM_026424
A_52_P366525	NM_026424
A_51_P424828	NM_026425
A_51_P181312	NM_026428
A_51_P181319	NM_026428
A_51_P130808	NM_026429
A_51_P501550	NM_026430
A_52_P198727	NM_026431
A_51_P452861	NM_026431
A_51_P484753	NM_026432
A_52_P368306	NM_026433
A_51_P265576	NM_026434
A_52_P106789	NM_026434
A_52_P323820	NM_026435
A_52_P287058	NM_026435
A_51_P314285	NM_026436
A_51_P464149	NM_026437
A_51_P443508	NM_026438
A_51_P248786	NM_026439
A_51_P419263	NM_026440
A_52_P312563	NM_026440
A_51_P106752	NM_026440
A_51_P224406	NM_026441
A_52_P383862	NM_026442
A_51_P175699	NM_026443
A_51_P390260	NM_026444
A_52_P182659	NM_026444
A_51_P321820	NM_026445
A_51_P321825	NM_026445
A_51_P388984	NM_026446
A_52_P555235	NM_026446
A_51_P252545	NM_026447
A_51_P423008	NM_026448
A_51_P378006	NM_026449
A_52_P196743	NM_026450
A_51_P100776	NM_026450
A_52_P394385	NM_026451
A_51_P134551	NM_026452
A_52_P671661	NM_026453
A_51_P259995	NM_026453
A_51_P430445	NM_026454
A_51_P430450	NM_026454
A_52_P482124	NM_026455
A_52_P549977	NM_026455
A_52_P297207	NM_026456
A_51_P172872	NM_026456
A_51_P325552	NM_026457
A_51_P511142	NM_026458
A_52_P155818	NM_026458
A_51_P190753	NM_026458
A_51_P166346	NM_026459
A_51_P510900	NM_026460
A_51_P381743	NM_026464
A_51_P304707	NM_026465
A_51_P246903	NM_026467
A_51_P417399	NM_026468
A_52_P287002	NM_026468
A_52_P37613	NM_026469
A_51_P393014	NM_026469
A_51_P274923	NM_026470
A_52_P329994	NM_026470
A_51_P250647	NM_026472
A_51_P421140	NM_026473
A_52_P414718	NM_026474
A_51_P396774	NM_026474
A_52_P515200	NM_026474
A_52_P294174	NM_026476
A_52_P260126	NM_026476
A_51_P514675	NM_026479
A_51_P295594	NM_026480
A_51_P246924	NM_026481
A_51_P230799	NM_026482
A_52_P348986	NM_026482
A_52_P463578	NM_026483
A_52_P134170	NM_026483
A_51_P368660	NM_026483
A_51_P358776	NM_026484
A_52_P230921	NM_026484
A_51_P149534	NM_026485
A_52_P324574	NM_026485
A_51_P127035	NM_026486
A_52_P620023	NM_026487
A_51_P274947	NM_026487
A_51_P497870	NM_026489
A_51_P497875	NM_026489
A_52_P604526	NM_026490
A_51_P452890	NM_026492
A_52_P242835	NM_026493
A_52_P331212	NM_026493
A_51_P448995	NM_026494
A_51_P299357	NM_026495
A_52_P373982	NM_026496
A_51_P362328	NM_026496
A_51_P408821	NM_026496
A_51_P136441	NM_026497
A_52_P619219	NM_026497
A_52_P582394	NM_026498
A_52_P543824	NM_026499
A_51_P216922	NM_026500
A_52_P128935	NM_026501
A_51_P220682	NM_026501
A_51_P196395	NM_026502
A_51_P171965	NM_026503
A_51_P125183	NM_026504
A_52_P343406	NM_026504
A_52_P634995	NM_026505
A_51_P248819	NM_026505
A_51_P200134	NM_026506
A_51_P231958	NM_026507
A_51_P402435	NM_026508
A_51_P378029	NM_026509
A_52_P100242	NM_026510
A_51_P112066	NM_026511
A_51_P283876	NM_026512
A_51_P267494	NM_026514
A_52_P13448	NM_026515
A_52_P8324	NM_026516
A_51_P218814	NM_026517
A_52_P256399	NM_026518
A_51_P514684	NM_026518
A_51_P215066	NM_026519
A_51_P396811	NM_026520
A_51_P372418	NM_026521
A_52_P194805	NM_026521
A_52_P401684	NM_026521
A_52_P18922	NM_026522
A_51_P153289	NM_026522
A_52_P314571	NM_026522
A_51_P438002	NM_026523
A_51_P424868	NM_026524
A_51_P376149	NM_026526
A_52_P478339	NM_026527
A_51_P136456	NM_026528
A_52_P252425	NM_026529
A_51_P505322	NM_026530
A_51_P481052	NM_026531
A_52_P443705	NM_026531
A_52_P668715	NM_026532
A_51_P408059	NM_026532
A_51_P327469	NM_026533
A_51_P359293	NM_026534
A_52_P588022	NM_026534
A_51_P387400	NM_026535
A_52_P195798	NM_026536
A_51_P192654	NM_026536
A_52_P587831	NM_026538
A_51_P363036	NM_026538
A_52_P5213	NM_026539
A_51_P121455	NM_026542
A_52_P560792	NM_026542
A_51_P488554	NM_026543
A_51_P149325	NM_026545
A_52_P117966	NM_026546
A_51_P419300	NM_026549
A_51_P200144	NM_026550
A_51_P200151	NM_026550
A_51_P370561	NM_026551
A_51_P306647	NM_026552
A_52_P185485	NM_026552
A_51_P175736	NM_026553
A_52_P32466	NM_026553
A_51_P151433	NM_026554
A_52_P83321	NM_026554
A_52_P223618	NM_026555
A_51_P398683	NM_026555
A_51_P203878	NM_026556
A_51_P437144	NM_026556
A_52_P429909	NM_026556
A_51_P374305	NM_026557
A_52_P279226	NM_026557
A_51_P179498	NM_026558
A_51_P179492	NM_026558
A_51_P349878	NM_026559
A_51_P155142	NM_026560
A_52_P392544	NM_026560
A_52_P639997	NM_026561
A_51_P467960	NM_026562
A_51_P411859	NM_026563
A_52_P605546	NM_026563
A_51_P200167	NM_026565
A_51_P175758	NM_026566
A_51_P342227	NM_026570
A_52_P390625	NM_026572
A_51_P162649	NM_026573
A_51_P291139	NM_026573
A_52_P595162	NM_026573
A_52_P533724	NM_026574
A_52_P354363	NM_026574
A_51_P368705	NM_026574
A_52_P475040	NM_026576
A_51_P409985	NM_026577
A_51_P409988	NM_026577
A_52_P400967	NM_026577
A_51_P274992	NM_026578
A_52_P140663	NM_026579
A_52_P34990	NM_026580
A_52_P451775	NM_026580
A_51_P202033	NM_026582
A_51_P404353	NM_026584
A_52_P592101	NM_026585
A_52_P182690	NM_026588
A_51_P203597	NM_026591
A_51_P220723	NM_026592
A_52_P373166	NM_026593
A_51_P172005	NM_026594
A_52_P386544	NM_026594
A_51_P248857	NM_026597
A_51_P394973	NM_026598
A_52_P490493	NM_026599
A_52_P549032	NM_026599
A_52_P75971	NM_026599
A_51_P361678	NM_026599
A_51_P179523	NM_026599
A_51_P377579	NM_026601
A_52_P29513	NM_026602
A_51_P467990	NM_026602
A_52_P180408	NM_026602
A_52_P474765	NM_026603
A_51_P499776	NM_026603
A_52_P234051	NM_026604
A_52_P172665	NM_026604
A_51_P482940	NM_026609
A_52_P395220	NM_026609
A_52_P496655	NM_026609
A_51_P434269	NM_026610
A_52_P601973	NM_026611
A_51_P361184	NM_026612
A_51_P312482	NM_026613
A_51_P170156	NM_026614
A_52_P550185	NM_026615
A_51_P514730	NM_026615
A_51_P417469	NM_026616
A_51_P368713	NM_026617
A_51_P226364	NM_026618
A_51_P396852	NM_026619
A_51_P396848	NM_026619
A_52_P656867	NM_026620
A_51_P202040	NM_026620
A_51_P177659	NM_026622
A_52_P616229	NM_026622
A_52_P500622	NM_026622
A_51_P348022	NM_026623
A_52_P541258	NM_026624
A_51_P271268	NM_026625
A_52_P465986	NM_026626
A_51_P181400	NM_026626
A_51_P303147	NM_026627
A_51_P445487	NM_026629
A_52_P211197	NM_026629
A_52_P488501	NM_026630
A_52_P313813	NM_026631
A_51_P438057	NM_026632
A_51_P106527	NM_026633
A_51_P230142	NM_026634
A_51_P327530	NM_026635
A_52_P575078	NM_026636
A_51_P359359	NM_026636
A_52_P641758	NM_026637
A_51_P408471	NM_026638
A_51_P450191	NM_026639
A_51_P394802	NM_026640
A_52_P316817	NM_026641
A_51_P363090	NM_026641
A_51_P370620	NM_026642
A_52_P550218	NM_026642
A_51_P130639	NM_026643
A_52_P356954	NM_026643
A_52_P398673	NM_026643
A_51_P346165	NM_026644
A_52_P3029	NM_026644
A_51_P471746	NM_026645
A_51_P447329	NM_026646
A_52_P168505	NM_026647
A_51_P228254	NM_026647
A_52_P271140	NM_026648
A_51_P468020	NM_026648
A_51_P437786	NM_026650
A_51_P437787	NM_026650
A_51_P162682	NM_026652
A_51_P333159	NM_026653
A_52_P469458	NM_026654
A_51_P308814	NM_026654
A_52_P630646	NM_026654
A_52_P837662	NM_026655
A_52_P354271	NM_026655
A_51_P115886	NM_026655
A_51_P434301	NM_026656
A_51_P173906	NM_026658
A_51_P410022	NM_026660
A_52_P211208	NM_026661
A_52_P123709	NM_026661
A_52_P32864	NM_026662
A_51_P421244	NM_026662
A_51_P348057	NM_026664
A_51_P281246	NM_026665
A_52_P375845	NM_026666
A_51_P497953	NM_026666
A_52_P288444	NM_026666
A_51_P303180	NM_026667
A_51_P452968	NM_026668
A_52_P59579	NM_026669
A_51_P299432	NM_026670
A_51_P136521	NM_026671
A_51_P114005	NM_026672
A_51_P265685	NM_026673
A_52_P643172	NM_026674
A_51_P436189	NM_026675
A_52_P552893	NM_026676
A_51_P387473	NM_026677
A_51_P363103	NM_026678
A_51_P121527	NM_026680
A_52_P600946	NM_026681
A_51_P516615	NM_026684
A_51_P492346	NM_026685
A_51_P443618	NM_026686
A_51_P419365	NM_026687
A_51_P395014	NM_026688
A_52_P166308	NM_026689
A_51_P370630	NM_026689
A_52_P288059	NM_026689
A_51_P346179	NM_026690
A_52_P2015	NM_026693
A_51_P517982	NM_026693
A_51_P155212	NM_026695
A_51_P269434	NM_026697
A_52_P33498	NM_026697
A_52_P101982	NM_026698
A_51_P468037	NM_026698
A_51_P332419	NM_026700
A_51_P499816	NM_026701
A_51_P475501	NM_026703
A_51_P475502	NM_026703
A_51_P312275	NM_026708
A_51_P503542	NM_026712
A_52_P364021	NM_026713
A_52_P64376	NM_026713
A_51_P112151	NM_026713
A_51_P434332	NM_026716
A_52_P665309	NM_026718
A_51_P190886	NM_026718
A_51_P336910	NM_026719
A_52_P241397	NM_026719
A_51_P511029	NM_026720
A_51_P295701	NM_026721
A_52_P6505	NM_026721
A_51_P243288	NM_026724
A_52_P260187	NM_026725
A_51_P477414	NM_026728
A_51_P424999	NM_026729
A_51_P331328	NM_026730
A_51_P432460	NM_026731
A_51_P192751	NM_026732
A_52_P676063	NM_026734
A_52_P643865	NM_026735
A_51_P471779	NM_026737
A_51_P252677	NM_026738
A_51_P284442	NM_026739
A_51_P430585	NM_026740
A_51_P406281	NM_026741
A_52_P325265	NM_026742
A_52_P287387	NM_026742
A_51_P162098	NM_026742
A_52_P551851	NM_026743
A_51_P263853	NM_026743
A_51_P385635	NM_026744
A_51_P389386	NM_026746
A_52_P505501	NM_026746
A_51_P295708	NM_026748
A_51_P396917	NM_026752
A_51_P323842	NM_026753
A_51_P303217	NM_026754
A_51_P477419	NM_026756
A_51_P349951	NM_026757
A_51_P453010	NM_026758
A_51_P428715	NM_026759
A_51_P286321	NM_026760
A_52_P62919	NM_026763
A_51_P408172	NM_026763
A_51_P327585	NM_026764
A_51_P198387	NM_026765
A_51_P518558	NM_026767
A_51_P275083	NM_026768
A_51_P421303	NM_026769
A_51_P421300	NM_026769
A_52_P155554	NM_026772
A_51_P371993	NM_026775
A_51_P303238	NM_026775
A_51_P258328	NM_026776
A_52_P453785	NM_026778
A_51_P140321	NM_026779
A_52_P86935	NM_026779
A_52_P535255	NM_026780
A_51_P492410	NM_026784
A_51_P492408	NM_026784
A_51_P451151	NM_026785
A_51_P378173	NM_026787
A_52_P306997	NM_026788
A_51_P112203	NM_026789
A_52_P86693	NM_026790
A_51_P357561	NM_026791
A_52_P572447	NM_026792
A_51_P361286	NM_026792
A_52_P13389	NM_026793
A_51_P119715	NM_026794
A_52_P432787	NM_026794
A_51_P462444	NM_026795
A_51_P320105	NM_026796
A_51_P133381	NM_026797
A_52_P256569	NM_026797
A_52_P1067686	NM_026797
A_52_P619903	NM_026798
A_51_P127186	NM_026799
A_52_P578347	NM_026799
A_51_P282594	NM_026805
A_52_P671174	NM_026805
A_52_P108579	NM_026806
A_51_P408199	NM_026807
A_51_P164630	NM_026808
A_51_P180724	NM_026810
A_51_P314465	NM_026811
A_52_P521882	NM_026812
A_51_P300776	NM_026813
A_51_P189051	NM_026814
A_51_P372294	NM_026815
A_52_P166330	NM_026815
A_51_P192817	NM_026816
A_52_P598300	NM_026816
A_52_P554007	NM_026817
A_51_P293901	NM_026819
A_52_P541802	NM_026820
A_51_P172131	NM_026821
A_51_P125345	NM_026822
A_51_P125351	NM_026822
A_51_P224593	NM_026823
A_51_P274685	NM_026824
A_52_P474719	NM_026825
A_51_P108478	NM_026826
A_51_P108484	NM_026826
A_51_P454958	NM_026827
A_52_P225466	NM_026827
A_52_P444457	NM_026828
A_51_P406334	NM_026828
A_51_P138189	NM_026829
A_51_P308912	NM_026831
A_51_P331462	NM_026832
A_51_P389447	NM_026833
A_51_P149714	NM_026835
A_51_P410127	NM_026836
A_52_P230628	NM_026836
A_51_P441837	NM_026837
A_51_P425047	NM_026838
A_51_P466229	NM_026840
A_52_P322658	NM_026842
A_52_P302012	NM_026844
A_51_P140368	NM_026844
A_51_P242560	NM_026844
A_51_P512981	NM_026845
A_51_P488718	NM_026846
A_52_P462652	NM_026849
A_51_P259181	NM_026849
A_51_P213352	NM_026850
A_52_P622442	NM_026850
A_52_P315111	NM_026851
A_51_P125383	NM_026853
A_51_P224630	NM_026854
A_52_P249373	NM_026854
A_52_P349143	NM_026854
A_52_P571938	NM_026855
A_52_P521163	NM_026856
A_51_P447454	NM_026856
A_51_P447463	NM_026856
A_52_P649249	NM_026858
A_51_P406365	NM_026859
A_51_P267700	NM_026860
A_51_P353856	NM_026861
A_52_P82229	NM_026861
A_51_P385718	NM_026862
A_51_P340699	NM_026864
A_52_P480096	NM_026865
A_52_P243152	NM_026866
A_52_P377416	NM_026866
A_52_P362128	NM_026869
A_51_P278887	NM_026871
A_51_P286411	NM_026872
A_51_P262101	NM_026873
A_52_P326808	NM_026875
A_52_P346033	NM_026876
A_51_P121652	NM_026877
A_51_P293938	NM_026878
A_51_P220896	NM_026879
A_51_P196605	NM_026880
A_51_P252784	NM_026883
A_51_P155345	NM_026885
A_52_P14456	NM_026886
A_52_P490874	NM_026886
A_51_P468165	NM_026886
A_52_P488596	NM_026887
A_51_P435321	NM_026887
A_51_P235909	NM_026888
A_51_P211526	NM_026889
A_51_P131025	NM_026890
A_52_P219913	NM_026891
A_52_P339703	NM_026891
A_51_P138538	NM_026892
A_52_P78123	NM_026893
A_51_P179023	NM_026893
A_51_P308948	NM_026894
A_52_P171964	NM_026896
A_51_P116027	NM_026896
A_51_P292073	NM_026897
A_51_P219028	NM_026898
A_51_P145993	NM_026899
A_51_P145991	NM_026899
A_51_P385749	NM_026902
A_52_P495471	NM_026904
A_51_P194765	NM_026904
A_51_P400555	NM_026906
A_51_P317882	NM_026907
A_51_P317887	NM_026907
A_52_P264905	NM_026908
A_52_P644806	NM_026908
A_51_P198488	NM_026909
A_51_P149775	NM_026911
A_51_P205968	NM_026912
A_52_P203837	NM_026913
A_52_P203833	NM_026913
A_51_P501815	NM_026914
A_51_P477540	NM_026915
A_52_P373798	NM_026917
A_51_P258435	NM_026917
A_51_P140429	NM_026918
A_51_P355774	NM_026921
A_52_P304323	NM_026921
A_52_P167189	NM_026921
A_51_P322095	NM_026924
A_52_P584279	NM_026925
A_52_P466701	NM_026928
A_51_P134812	NM_026929
A_51_P112308	NM_026931
A_52_P522754	NM_026932
A_51_P455027	NM_026932
A_51_P511176	NM_026933
A_51_P427990	NM_026934
A_51_P267740	NM_026934
A_51_P353895	NM_026935
A_52_P531829	NM_026936
A_51_P219061	NM_026936
A_52_P311708	NM_026936
A_52_P672399	NM_026937
A_52_P657317	NM_026938
A_51_P397043	NM_026939
A_52_P162298	NM_026940
A_52_P673391	NM_026942
A_51_P348227	NM_026942
A_51_P475279	NM_026943
A_51_P404559	NM_026944
A_52_P225308	NM_026944
A_52_P276348	NM_026945
A_51_P114177	NM_026947
A_51_P481293	NM_026949
A_52_P479179	NM_026949
A_51_P338886	NM_026950
A_52_P677956	NM_026951
A_52_P677963	NM_026951
A_52_P68942	NM_026952
A_51_P415809	NM_026954
A_51_P220934	NM_026955
A_51_P367040	NM_026958
A_51_P147964	NM_026959
A_51_P172231	NM_026960
A_51_P342629	NM_026961
A_52_P593986	NM_026962
A_52_P574081	NM_026962
A_51_P125446	NM_026963
A_51_P370825	NM_026964
A_52_P469381	NM_026965
A_52_P354123	NM_026967
A_51_P520585	NM_026967
A_51_P440107	NM_026968
A_52_P413116	NM_026971
A_51_P475689	NM_026972
A_52_P267717	NM_026972
A_51_P207849	NM_026975
A_51_P378298	NM_026976
A_51_P101075	NM_026977
A_52_P428228	NM_026977
A_52_P601021	NM_026979
A_51_P434503	NM_026981
A_52_P651942	NM_026982
A_52_P366696	NM_026983
A_52_P497235	NM_026985
A_51_P325856	NM_026985
A_52_P16082	NM_026987
A_51_P357685	NM_026987
A_51_P389779	NM_026988
A_52_P571290	NM_026988
A_51_P149818	NM_026989
A_52_P685971	NM_026989
A_51_P498152	NM_026991
A_52_P42946	NM_026992
A_51_P110471	NM_026993
A_51_P453167	NM_026995
A_52_P85875	NM_026998
A_52_P571406	NM_026998
A_51_P355821	NM_026999
A_51_P387670	NM_027000
A_52_P670725	NM_027000
A_51_P443819	NM_027001
A_51_P101086	NM_027007
A_52_P61758	NM_027008
A_51_P305250	NM_027008
A_51_P479434	NM_027009
A_52_P98519	NM_027010
A_51_P186856	NM_027011
A_51_P284597	NM_027013
A_51_P511199	NM_027015
A_52_P537459	NM_027016
A_52_P642250	NM_027016
A_51_P147213	NM_027017
A_51_P219098	NM_027019
A_51_P317225	NM_027022
A_51_P491426	NM_027024
A_51_P382789	NM_027025
A_51_P216085	NM_027026
A_52_P375546	NM_027026
A_51_P247963	NM_027027
A_52_P516904	NM_027029
A_51_P275953	NM_027030
A_51_P251707	NM_027031
A_51_P349015	NM_027032
A_52_P333648	NM_027033
