Probe Set ID	Representative Public ID
103252_at	AJ223834
103253_at	AF087694
103254_at	AW049897
103255_at	D78141
103256_at	AI509811
103257_at	AA690483
103258_at	U19271
103259_at	U58972
103260_at	AI838553
103261_at	AB003503
103262_at	AF077658
103263_at	AF079765
103264_at	AF073997
103265_r_at	AF061283
103266_at	AF044030
103267_i_at	AI154710
103268_r_at	AI154710
103269_f_at	AJ005350
103270_at	AJ222580
103271_at	AF074265
103272_at	AF091998
103273_s_at	AF037312
103274_at	AA967624
103275_at	U13836
103276_at	AJ006278
103277_s_at	AF071310
103278_at	AB013850
103279_at	AF097632
103281_at	AF077003
103282_at	U78171
103283_at	AF049702
103284_at	AF090317
103285_at	AF072249
103286_at	AB012611
103288_at	AF053062
103289_at	AB013874
103291_at	AJ005532
103292_at	U47815
103293_at	AF079901
103294_at	U67188
103295_at	AI854482
103296_at	Y18243
103297_at	X98848
103298_at	U57098
103299_at	AW123773
103300_at	AW124239
103301_i_at	AA866668
103302_r_at	AA866668
103303_at	AA798246
103305_at	L04678
103306_at	AW259940
103308_at	AI450597
103309_at	AI853977
103310_at	AA220427
103311_at	AW121299
103312_f_at	AW047929
103313_r_at	AW047929
103314_at	AW046158
103315_at	AW120526
103316_at	AI642561
103317_at	AF006741
103318_at	M74516
103319_at	AB022022
103321_at	AI536457
103322_at	L35034
103326_at	AI852663
103327_at	X52875
103328_at	U59864
103329_at	X84692
103330_at	AI838709
103331_at	AI854450
103332_at	AI197507
103333_at	U00445
103334_at	AF028242
103335_at	U55060
103336_r_at	AI836830
103338_at	AW120504
103340_at	AF057524
103341_at	U49350
103342_at	U78103
103343_at	AI845815
103344_at	L16953
103345_at	AW046708
103346_at	AF033564
103347_at	AI852548
103348_at	AI837688
103349_at	M57696
103350_at	M64641
103352_at	X65603
103353_f_at	D50834
103354_at	Z46966
103355_at	AI120671
103356_at	AI843267
103357_at	X15684
103359_at	AI854144
103360_at	U01840
103361_at	AI853856
103362_at	D13458
103363_at	AW214244
103364_f_at	AW045256
103365_s_at	AW215551
103366_at	AI117236
103367_at	U18975
103369_at	AW049142
103370_at	AI848367
103371_at	AF100956
103372_at	AW046508
103374_at	AI173521
103375_at	AW050290
103376_s_at	AF006467
103377_at	AW259788
103378_at	AF011383
103379_at	AW046579
103381_at	AI838735
103384_at	AA123848
103385_at	U64033
103386_at	AW046123
103387_at	AB011550
103388_at	AW047050
103389_at	AJ224761
103391_at	AI988033
103392_at	U12919
103393_at	AA738776
103394_at	U72680
103395_at	AF019564
103397_at	AA795486
103398_at	AW123232
103399_at	AI853225
103400_at	D50523
103401_at	L11163
103402_at	AI848522
103403_at	AW060833
103404_at	AW122831
103405_at	AI845617
103406_at	AI853967
103407_at	AA895838
103408_at	AI007117
103409_at	AA656550
103411_at	AI835098
103412_at	AI847230
103413_at	AI021091
103414_at	AF049850
103415_at	AI840925
103416_at	AI844810
103418_at	AW122092
103420_at	U79753
103421_at	D50464
103422_at	M63695
103423_at	AI846517
103424_at	AI844839
103427_at	AW123223
103428_at	AW049684
103429_i_at	AW125330
103430_at	AW124952
103432_at	AW122677
103433_at	AI846077
103434_at	AF001871
103435_at	AW045910
103436_at	U87965
103437_at	D21850
103438_at	AF096875
103439_at	AW045417
103440_at	AW226540
103441_at	AI194248
103442_at	AI843399
103443_at	AA711704
103444_at	AI272489
103445_at	M18401
103446_at	AA959954
103447_at	AI835989
103448_at	M83218
103449_at	AA795923
103450_at	AA061133
103451_at	AI835159
103452_at	AA675075
103454_at	AA182189
103455_at	AI591555
103456_at	AI841800
103457_at	AF083464
103458_at	M35525
103459_at	AW124544
103460_at	AI849939
103462_at	AW122239
103463_at	AI504260
103465_f_at	U60438
103466_at	AA790056
103467_g_at	AA790056
103468_at	D14849
103469_at	U97107
103470_at	AI596993
103471_at	AI194333
103472_at	AI605402
103473_at	AA623401
103475_s_at	AF079096
103476_at	AA674794
103477_at	M80463
103478_at	AI846673
103479_at	AI593535
103480_at	M17080
103481_at	AA623379
103483_at	U40796
103484_at	AA619442
103485_at	AA795415
103486_at	M15131
103487_at	AI849993
103488_at	X91144
103489_at	AA921481
103490_at	X70800
103491_at	AA968123
103492_at	AF077738
103493_at	AW045989
103494_at	AI047972
103495_at	AA739246
103496_at	U60335
103497_at	AA592351
103498_at	L38613
103499_at	AI843063
103500_at	AI553463
103501_at	U02098
103502_at	AA866768
103503_at	AI842940
103504_at	AI837107
103506_f_at	AW228162
103507_at	X93328
103508_at	AA919750
103509_at	AA798611
103510_at	M97632
103511_at	AI843580
103512_at	AW120816
103513_at	M89799
103514_at	AI850244
103515_at	AW123409
103516_at	AF031572
103517_at	AA822898
103518_at	X15592
103519_at	Y12887
103520_at	M95200
103521_r_at	AI197008
103522_at	AB024923
103523_at	AI851703
103524_at	AA691078
103525_at	AA981725
103526_at	D16580
103527_at	AW124360
103529_at	AW125505
103530_at	AW049598
103531_f_at	AI049144
103532_at	AW120579
103533_at	X14061
103534_at	V00722
103535_at	X14061
103536_at	AB017270
103537_at	AF076681
103538_at	AW121328
103539_at	X55663
103540_at	AA426714
103541_at	U46151
103542_at	AW215059
103543_at	AW208098
103544_at	AI839083
103545_at	AA240695
103546_at	X83971
103547_at	AI837116
103548_at	D14423
103549_at	AW061260
103550_at	U32329
103551_at	AW124208
103552_at	AW046470
103553_at	AA867646
103554_at	AA726223
103555_at	AI843520
103556_at	AI840158
103557_at	AI850046
103558_at	M27734
103559_at	M12303
103560_at	AW124401
103562_f_at	M26005
103563_at	AW125713
103564_at	AI020259
103565_at	AI843358
103567_at	AW123810
103568_at	AB028049
103569_at	AI842874
103570_at	AI315647
103571_at	U72644
103573_at	D86176
103574_at	AI841606
103575_at	M55424
103577_at	AI326331
103578_at	AJ006972
103579_at	X53247
103580_at	AI845588
103581_at	Y14004
103582_r_at	AI845633
103584_at	AW124334
103585_at	AI851408
103588_at	AF006196
103589_at	AF053235
103590_at	AI507104
103591_at	D49439
103592_at	AB019374
103593_at	K02781
103594_at	AW124512
103595_at	AW012359
103596_at	AF085219
103597_at	X63349
103598_at	U91922
103599_at	M20824
103600_at	AW124890
103601_at	AW046150
103602_at	D10210
103603_at	AI841401
103604_at	AW231026
103605_g_at	AW231026
103606_r_at	AW121438
103607_at	AI882309
103608_at	AI842636
103609_at	K02587
103610_at	AI180687
103611_at	AB012693
103612_at	AI661431
103613_at	AA144642
103614_at	AW047899
103615_at	AA727023
103616_at	AF100956
103617_at	D63679
103618_at	AI181132
103619_at	AI850017
103620_s_at	U77714
103622_at	AW050255
103623_at	L39790
103624_at	AW121323
103625_at	AA797556
103628_at	D16503
103629_g_at	D16503
103630_at	AI844089
103631_at	AA985795
103632_at	AI036958
103634_at	U51992
103635_at	AI648925
103636_at	AI840971
103637_at	AJ223966
103638_at	AW046460
103639_at	U43085
103641_at	AW124853
103642_at	AB001927
103643_at	AI844784
103644_at	D13139
103645_at	AI326313
103646_at	X85983
103647_at	M57734
103648_at	Y08830
103649_at	AI648067
103650_at	AI846887
103651_r_at	AI841186
103653_at	AB004879
103654_at	AB018374
103655_at	AF074882
103656_at	Y16518
103657_i_at	AI836552
103658_r_at	AI836552
103660_at	AF093669
103662_at	U59488
103663_at	AI837330
103664_r_at	AA959648
103665_at	AW122523
103666_at	M26283
103667_at	AA866655
103668_at	U40375
103669_at	AA793857
103670_at	L06463
103671_at	AF061972
103672_at	AW122572
103673_at	M57891
103674_f_at	AJ006584
103675_at	Y17793
103676_at	AI551306
103678_at	AI841139
103679_at	AA940503
103680_at	AA683850
103681_at	AW049274
103682_at	AA122571
103683_at	AF029667
103684_at	AB027138
103685_at	AI839232
103686_at	AA874490
103688_at	AW122834
103689_at	AA833514
103690_at	AW125574
103691_at	AI592541
103692_at	AW121468
103693_at	AA288979
103694_at	AW125432
103695_f_at	AW047329
103696_r_at	AW047329
103697_at	AW061234
103699_i_at	AI646638
103700_r_at	AI646638
103701_at	AA420331
103702_i_at	AI647632
103703_f_at	AI647632
103704_at	AW047625
103706_at	AI036406
103707_at	U77461
103708_at	AI132207
103709_at	AA763466
103710_at	AI037032
103711_at	AI115399
103712_at	AW124735
103713_at	AW124533
103714_at	AI265638
103715_at	U04354
103716_at	AI851218
103717_at	AA921411
103718_at	D90085
103719_at	AF109905
103720_at	AI449034
103721_at	AA592182
103723_at	AA608387
103726_at	AI842264
103727_at	AI850972
103728_at	AA183875
103729_at	M36775
103730_at	AI414756
103731_at	AI837319
103732_at	AI850079
103733_at	AI006698
103734_at	AA985771
103735_at	M89800
103736_at	AI837786
103737_at	AB016780
103738_at	AW122812
103739_at	AW230977
103741_at	X62669
103742_at	U72634
103743_at	AI851348
103744_at	AI852760
103745_at	AW227027
103746_at	AA797843
103748_at	AW125627
103751_at	AA833096
103752_r_at	AW227545
103753_at	AI159572
103754_at	AI847826
103755_at	D89677
103756_at	AA832886
103757_at	AA755810
103759_at	D31788
103760_at	AI849743
103761_at	AA734817
103762_at	AI853340
103763_at	AW121855
103765_at	AA718040
103766_at	X97817
103767_f_at	AA675006
103768_at	AW209561
103769_at	X85999
103770_at	AA794189
103771_at	AI837993
103773_at	AW047874
103774_at	AW108350
103776_at	AA597222
103778_at	AI503952
103779_at	AI852829
103780_at	AW049510
103781_at	U76832
103782_at	C76513
103783_at	AI648965
103784_at	AI550305
103786_at	AA790291
103787_at	Y00305
103789_at	AI854614
103790_at	AI846632
103791_at	AW048763
103792_at	AA041969
103793_at	AI874858
103794_i_at	AA986114
103795_f_at	AA986114
103796_at	AF064071
103797_at	AB019388
103799_at	AF073881
103800_at	AB019003
103801_at	AF094761
103803_at	AB013849
103804_at	AB006960
103805_at	AF092840
103806_at	AF064984
103807_at	AB012265
103808_at	AB016784
103809_r_at	AF063229
103810_at	AB010152
103811_at	AJ010902
103812_at	AF047838
103813_at	D85926
103814_at	AF093671
103815_at	AI852311
103816_at	U89915
103817_at	AJ006469
103818_at	AJ012754
103819_at	AB018423
103821_at	AJ223087
103822_at	AF042799
103823_at	AB013603
103824_at	AF084482
103825_at	AJ007938
103826_at	AF086830
103828_at	AF100956
103829_at	AF061529
103830_at	M95604
103831_at	U72194
103832_at	AF097181
103833_at	AF077659
103835_f_at	AF085192
103836_at	AF071184
103837_at	AF092997
103838_at	AB010144
103839_at	AF068748
103840_at	AJ011923
103841_at	U49046
103842_at	AJ007376
103843_at	M36777
103844_at	M36778
103845_at	AI839005
103846_at	AF038562
103847_at	L04848
103848_at	AW121188
103849_at	X90648
103850_at	U79144
103852_at	AI848207
103853_at	AI845664
103854_at	AW049387
103855_at	AW123286
103858_at	AW124023
103859_at	AA863768
103860_at	AW209594
103861_s_at	AA388099
103862_r_at	AA388099
103863_at	AW049769
103865_at	AA589943
103866_at	AW124359
103867_at	AA822813
103868_at	AA681274
103869_at	U16175
103871_at	AW123729
103872_r_at	AA667323
103873_i_at	AA684456
103874_r_at	AA684456
103875_at	AA967717
103876_at	AA760339
103877_at	AW060485
103878_at	AF103809
103879_at	AA914905
103881_at	AA691185
103882_at	AI182588
103884_at	AI850335
103885_at	AW049156
103886_at	AI850356
103887_at	M83219
103888_at	AA636171
103889_at	AI834833
103890_at	AW050153
103891_i_at	AI197161
103892_r_at	AI197161
103893_at	AW048781
103894_at	AW060871
103895_at	AW121745
103896_f_at	X81579
103897_r_at	X81579
103899_at	AA690863
103900_at	AW124150
103901_at	AW213777
103903_at	AW122472
103904_at	X81584
103905_at	AI314958
103906_f_at	AI840868
103907_at	AW108492
103908_at	AW121857
103909_at	AI839702
103910_at	AJ249987
103911_at	AI851573
103912_at	AW046563
103913_at	AI851315
103914_at	AI847114
103916_at	AI850713
103918_at	AI846682
103921_i_at	AI839690
103922_f_at	AI839690
103923_at	AA656014
103924_at	AW048884
103925_at	AW120605
103926_at	AV380793
103927_at	AW212672
103928_at	AI788018
103930_at	AI413179
103931_at	AC002397
103932_at	AA655311
103933_at	U61183
103934_at	AA673769
103935_at	AI504474
103939_at	AW121399
103941_at	U87455
103942_at	AA607375
103943_at	AI838513
103944_at	U92068
103945_at	U57720
103946_at	U87814
103947_at	AW048038
103948_at	AJ223801
103949_at	X76291
103950_at	U90333
103952_at	M34857
103953_at	U91538
103954_at	D63357
103955_at	AW050325
103956_at	D88509
103957_at	X57349
103958_g_at	X57349
103959_at	AI605405
103960_at	U73941
103961_s_at	X68670
103962_at	X04123
103963_f_at	AA914345
103964_at	U85259
103965_at	AI837032
103967_at	AI551105
103968_at	Y18881
103969_at	AA981154
103970_at	AF116847
103971_at	X84896
103972_at	AF012834
103973_at	AA986344
103974_at	AI005782
103975_at	AB011030
103976_at	AI158159
103977_at	AF087644
103978_at	AA666669
103980_at	U07634
103981_at	AI842281
103982_s_at	AJ245750
103983_at	AI046345
103984_at	AI043040
103985_at	U50595
103986_at	X90819
103987_at	L20942
103988_at	AA692921
103989_at	AI314715
103990_at	X14897
103991_at	M61704
103992_f_at	AA636966
103993_at	AC002397
103994_at	AI152867
103995_at	AF065441
103997_at	X53081
103998_at	AW122699
103999_at	AI852034
104000_at	AI181346
104001_at	AA959940
104002_at	AI153693
104003_at	AA822296
104004_at	AI931876
104005_at	AB019541
104006_at	L21768
104007_at	AA986782
104008_at	AB019436
104010_at	U62906
104011_at	AB017482
104012_at	L28756
104013_at	L28757
104014_at	Y12650
104015_at	AW047992
104016_at	M91236
104017_at	AB033887
104018_at	AW060787
104019_at	AI851068
104020_at	AI837726
104021_at	U20371
104022_at	AA590060
104023_at	AW060457
104024_at	Y11995
104025_at	AW047185
104029_at	U08373
104030_at	AI848841
104031_at	U46155
104032_at	AI850087
104033_at	AI841996
104034_at	AI846672
104035_at	AW123795
104036_at	AI845447
104037_at	AI834891
104038_at	AI843511
104039_at	AI226153
104040_at	AW045279
104041_at	AW122255
104042_at	AI842275
104044_at	AI853663
104045_at	AW122372
104046_at	AI854141
104047_at	AW122136
104048_at	AI848732
104049_at	AW047134
104050_at	AI846060
104052_at	AI840921
104053_at	AA110657
104055_at	AI153645
104056_at	AI573367
104057_at	AW012807
104058_at	AW047528
104059_at	AI851751
104060_at	AI845977
104063_at	AI840130
104064_at	AW045908
104065_at	AW212878
104066_at	AI842192
104067_at	AI648999
104068_at	AI845621
104069_at	AI852737
104070_at	AW047728
104071_at	AI852433
104072_at	M23552
104073_at	AI847630
104074_at	AW212109
104076_at	AW122061
104077_at	AW121992
104078_g_at	AW121992
104079_at	AW124678
104080_at	AW212479
104082_at	AI848325
104083_at	AI853217
104085_at	AI852970
104086_at	AI787269
104087_at	AI840598
104088_at	AW060311
104089_at	AW045664
104090_at	AA657164
104091_at	AW122563
104092_at	AW124926
104093_at	D49691
104094_at	Y08361
104095_at	AI843152
104096_at	Y16386
104097_at	AF002823
104098_at	L28835
104099_at	AF076482
104100_at	AI845915
104101_at	AI837530
104102_at	AW047978
104103_at	AI838481
104104_at	AA666904
104105_at	AI854665
104106_at	AI837830
104108_at	AJ245569
104109_at	AI853773
104110_at	AW060515
104112_at	AI854033
104114_at	AW122450
104115_at	AA867340
104116_at	AW124049
104117_at	AI836641
104118_at	AW123781
104119_at	AI845028
104120_at	AW049205
104121_at	M90365
104122_at	AW122596
104123_at	AW120727
104124_at	AW123135
104125_at	AA763673
104126_at	AI854864
104128_at	AW048075
104129_at	AI462001
104131_at	AI842363
104132_at	AW047276
104134_at	Y17851
104135_at	AW045474
104136_at	AI840413
104137_at	X75927
104138_at	AW125119
104139_at	U16162
104140_s_at	AI846989
104141_at	AI850401
104142_at	AI626975
104143_at	AI843212
104144_at	AW124369
104145_at	U81030
104146_at	AI853551
104147_at	AW122052
104148_at	AA939571
104149_at	AI642048
104150_at	AW121957
104151_at	AI553451
104152_at	AA960466
104153_at	AW047743
104154_at	AB021961
104155_f_at	U19118
104156_r_at	U19118
104157_at	AW125643
104158_at	AW046671
104159_at	L49180
104160_at	AW049866
104161_at	AW047563
104163_at	AA711002
104164_at	AI181257
104165_at	AJ132098
104166_at	AB022695
104168_at	AA791742
104169_at	D32167
104170_at	AF003115
104171_f_at	AJ224342
104172_at	M64817
104173_at	AA797989
104174_at	J02700
104175_at	D50621
104176_at	AI850941
104177_at	AA204579
104179_at	AI788669
104180_at	AA967636
104181_at	AJ132103
104182_at	AI042655
104183_at	AI529005
104184_at	D16497
104185_at	AA616809
104186_at	AA739263
104187_at	AI847110
104188_at	AI853703
104189_at	AI122079
104190_at	AI851288
104191_at	AI322972
104192_at	AW121876
104193_at	AW047583
104194_at	AF082567
104195_at	AA939440
104196_at	AA711908
104197_at	AI118529
104198_at	AW211760
104199_at	AI646237
104200_at	AW048729
104201_at	AA718649
104202_at	AI850624
104205_at	L07049
104206_at	AA815845
104207_at	AI430272
104208_at	AI852011
104209_at	AI847016
104210_at	AI839082
104211_at	D13867
104212_at	AA607767
104213_at	AI266885
104214_at	AW122706
104215_at	AA592069
104216_at	AF068921
104217_at	AW045753
104218_s_at	AI507524
104219_f_at	AI447483
104220_at	AF010133
104221_at	AB017189
104222_f_at	C79210
104225_at	AI645050
104227_at	AI504074
104228_at	AA607237
104229_at	AI840035
104230_at	AI225445
104231_at	AI606915
104232_at	X63099
104233_at	L13853
104234_at	AW125120
104235_at	AW122882
104237_at	AI838071
104238_at	U60881
104239_at	AW208513
104240_at	X75013
104241_at	AI854379
104242_f_at	AI835622
104243_r_at	AI835622
104244_at	AI606891
104245_at	AW124639
104246_at	AI852340
104247_at	AI846291
104248_at	AW227650
104249_g_at	AW227650
104250_at	AW121353
104252_at	AW123823
104253_at	AA692074
104254_at	AI839876
104255_at	AA795285
104256_at	AI120844
104257_g_at	AI120844
104258_at	AA881576
104259_at	X99641
104260_at	AW123061
104261_at	AA624493
104262_at	M60057
104263_at	AA914734
104264_at	AW122230
104265_at	X70842
104266_at	AI847795
104267_at	AI844736
104268_at	X51975
104269_at	AB026806
104270_at	AA982714
104271_at	D17292
104272_s_at	U85608
104273_at	U95215
104274_at	AW124843
104275_g_at	AB021961
104276_at	AA983101
104277_at	AI834815
104279_at	AW125116
104280_at	AF017255
104282_at	AW122808
104283_at	AI037493
104284_at	AI846126
104285_at	M62766
104286_at	AA795541
104287_at	AI853807
104288_at	AI853265
104289_at	AI840662
104290_at	AI847837
104291_at	AA982672
104292_at	U81603
104293_at	AI882440
104294_at	AI850948
104296_at	AI847802
104297_at	AW124742
104298_at	AI842544
104299_at	AI842472
104300_at	AI117936
104301_at	AI852414
104302_f_at	AI851085
104303_i_at	AW124151
104304_r_at	AW124151
104305_at	AW120679
104306_at	AI847886
104308_at	AI035495
104310_at	AW122159
104311_at	AW125241
104312_at	AW123271
104313_at	AI842432
104314_r_at	AI851206
104315_at	AI846773
104316_at	AI646098
104317_at	AW123099
104318_at	Z97018
104320_at	AI841777
104322_at	AI121796
104323_at	Y09335
104324_at	AA940036
104325_at	AI461631
104326_at	AI838951
104327_at	AA755234
104328_at	AA967194
104329_at	AI842326
104330_g_at	AI842326
104331_at	AA832935
104332_at	AI842242
104333_at	U69488
104334_at	AW060314
104335_at	AW124084
104336_at	AI843273
104337_f_at	AW208938
104338_r_at	AW208938
104339_at	AW060236
104340_at	AF072240
104341_at	AW121406
104342_i_at	AI845798
104343_f_at	AI845798
104344_at	M58588
104345_at	AF014461
104346_at	AI841914
104348_at	AI835152
104349_at	AA870301
104350_at	AI050321
104351_at	AW120925
104352_at	AI838366
104353_at	AW047921
104354_at	X06368
104355_at	AA764206
104356_at	AI465543
104358_at	AI853668
104360_at	AI841844
104361_at	AI837260
104362_at	AI853532
104363_at	AA763213
104364_at	AF039840
104365_at	AW046162
104366_at	AW047831
104367_at	AW124983
104368_at	U51204
104369_at	AB012033
104370_s_at	K02108
104371_at	AF078752
104372_at	AI836883
104373_at	AW046876
104374_at	M64086
104375_at	AI844853
104376_at	AF006602
104378_at	L48514
104380_at	Z71268
104381_at	AF085745
104382_at	M55617
104383_at	AB006714
104385_i_at	AI843901
104386_f_at	AI843901
104387_at	AF058318
104388_at	U49513
104389_at	AW049360
104390_at	AI836916
104391_s_at	AI850563
104392_at	AI122121
104393_at	AI843571
104394_at	AW121609
104395_at	AW121826
104396_at	AI019327
104398_at	AI846222
104399_at	AI850965
104400_at	AF076956
104401_at	AI846624
104402_at	AA030469
104403_at	AI854118
104404_at	AA693221
104405_at	AW107973
104406_at	AI060798
104407_at	L25274
104408_s_at	L35032
104409_at	D10011
104410_at	AW124785
104411_at	AA839770
104412_at	AI153412
104413_at	AI834976
104414_at	AW050194
104415_at	AA833293
104416_at	L07296
104417_at	AW048779
104418_at	AA796868
104419_at	AI132380
104420_at	U43428
104421_at	U87147
104422_at	U11812
104423_at	AW212532
104424_at	X05475
104425_at	AF060539
104427_at	AA930526
104428_s_at	D45243
104429_at	AF027865
104430_at	AA981582
104431_at	D11091
104432_at	AF016482
104433_at	AI849682
104434_at	AW048552
104435_at	AI644072
104436_at	AJ250429
104437_at	Z30174
104438_at	AI153791
104439_at	AI840198
104440_at	AF073954
104441_at	AB030912
104442_at	AI605538
104443_at	L31580
104444_at	AA689927
104445_at	AW046694
104446_f_at	AI595812
104447_r_at	AI595812
104448_at	L47970
104449_at	X81202
104450_at	U15647
104451_at	AI852578
104452_at	AI845896
104453_at	AW046336
104454_at	U28724
104455_at	J03057
104456_at	AA863742
104457_at	AI639614
104458_at	AI841235
104460_at	AJ012569
104461_at	AW121773
104462_at	AW048074
104463_at	AI157789
104464_s_at	AI642389
104466_at	AI853033
104467_at	AA763004
104468_at	AW045530
104469_at	M73748
104470_at	AI957346
104471_at	AF006603
104473_at	AA693180
104474_s_at	AF043276
104475_at	AW124101
104476_at	U27177
104477_at	AW047643
104479_at	L14751
104480_at	AI152659
104481_at	U93848
104482_at	D10475
104483_at	L12215
104484_at	L27121
104485_at	AI552398
104486_at	AI850558
104487_at	AI849211
104488_at	AI852101
104489_at	U00678
104491_at	AI509330
104492_at	U92702
104493_at	AF022856
104494_at	AI642098
104495_f_at	Y00500
104496_i_at	X03994
104497_f_at	X03994
104498_at	AF093257
104499_at	AB019479
104500_at	L34111
104501_at	AI849048
104502_f_at	AI414025
104503_at	AI563623
104504_at	U26707
104505_at	AI060993
104506_at	AF009328
104507_g_at	AF009328
104508_at	AA756506
104509_at	AF059213
104510_at	U73487
104512_at	AI957187
104513_at	AA688938
104514_at	AF057285
104515_at	AI286818
104516_at	U82758
104518_at	AJ239052
104519_at	X70392
104522_at	AI047617
104523_at	AI049391
104524_at	AI842825
104525_at	AW124812
104526_at	U36393
104527_at	D13803
104528_at	AI181549
104529_at	U21960
104531_at	X60304
104532_at	AI852126
104533_at	AA764261
104534_at	AA623874
104535_at	AF090430
104536_at	U60530
104537_at	AW048828
104538_at	AB001607
104539_at	AF022894
104541_at	U43525
104544_at	AA675604
104545_at	U51866
104546_g_at	U51866
104547_at	J00388
104548_at	Y15443
104549_at	AI844761
104550_at	AW123273
104551_at	AW124083
104554_at	L25674
104555_at	AA733946
104556_at	AI847766
104557_at	AI847097
104558_at	AA867123
104559_at	AI848162
104560_at	AW125634
104561_at	AW120990
104562_at	AW049632
104564_at	U02982
104565_at	AI847561
104566_at	AI845009
104567_at	AI848526
104568_at	L17069
104569_at	AW122024
104571_at	AB017491
104572_at	AI852047
104573_at	AA921069
104574_at	AW210607
104576_at	AW212397
104577_at	AA920621
104578_f_at	AI195392
104579_r_at	AI195392
104580_at	U85711
104581_at	AI845438
104582_g_at	AI845438
104583_at	AI227492
104584_f_at	AI845823
104585_at	AI316546
104586_at	AI842878
104587_at	U69176
104588_at	AI255961
104589_at	AF091096
104590_at	L13171
104591_g_at	L13171
104592_i_at	AI595996
104593_at	AI849396
104594_at	AA612146
104595_at	AI846890
104597_at	AJ007970
104598_at	X61940
104600_at	AI841692
104601_at	X14432
104602_at	AW121972
104603_at	X98056
104604_at	U62908
104605_at	AW047554
104606_at	M55561
104607_at	AF093624
104608_at	AI854293
104609_at	AA644817
104610_at	AW050015
104611_at	AI854008
104612_g_at	AI854008
104614_at	AI852765
104615_at	M96265
104616_g_at	M96265
104617_at	AI042964
104618_at	AI845819
104619_at	AI840424
104620_at	AW123402
104621_at	AW046060
104622_at	D86081
104623_at	X73360
104624_at	AI851539
104625_at	AA874130
104626_at	AI787137
104627_at	AW121668
104628_at	X61172
104629_at	AI876546
104630_at	AA914114
104631_g_at	AA914114
104632_at	AI840078
104633_at	AW123921
104634_at	AA874589
104635_r_at	X63100
104636_at	AJ000413
104637_at	AI326397
104638_at	U31510
104639_i_at	AI464596
104640_f_at	AI464596
104641_f_at	AI643393
104642_at	D88577
104643_at	AI850846
104644_at	D12646
104645_at	AI853712
104646_at	AJ011967
104647_at	M88242
104648_at	AI844597
104650_at	X56518
104651_at	AI839611
104652_at	AI849601
104653_at	AA864065
104654_at	AI847687
104655_at	AA755817
104657_at	D26177
104658_at	D17444
104659_g_at	D17444
104660_at	AJ236881
104661_at	AF031164
104662_at	U82534
104663_at	D86177
104664_at	AA725931
104665_g_at	AA725931
104666_at	AW046904
104667_at	AC002397
104669_at	U73037
104670_at	AI315698
104671_at	D88994
104672_at	U68058
104673_at	X65138
104674_s_at	L21221
104675_at	D01093
104677_at	AI852008
104678_at	U19860
104679_at	D43963
104680_at	AJ250489
104681_at	U96963
104682_at	AI848983
104683_at	AW120783
104684_at	AI847120
104685_g_at	AI847120
104686_at	D10028
104687_at	AJ006074
104688_at	Y09010
104689_at	X76858
104690_at	AI462166
104692_at	M72332
104693_at	AA260145
104694_at	AI152353
104695_at	AI639864
104696_at	AJ009840
104697_at	AW121127
104698_at	U51335
104699_at	AI847699
104700_at	X94478
104701_at	Y07836
104702_at	AI505152
104704_at	AI837630
104706_at	U69171
104707_at	AA718076
104708_at	AI463490
104709_at	AI843665
104710_at	Y13231
104711_at	AW122109
104712_at	L00039
104713_at	AA863717
104714_at	AW125299
104715_at	AI152779
104716_at	X60367
104717_at	AI848330
104719_at	AI182203
104720_at	AI854789
104722_at	AW121342
104723_at	AW049986
104725_at	AW060401
104726_at	AA670737
104727_at	AI836317
104728_at	L27439
104729_at	X57971
104730_at	AW046889
104731_at	AI551347
104733_at	AW047001
104735_at	AI842065
104737_at	AA689670
104738_at	D63784
104739_at	AW045650
104740_at	AW125318
104741_at	AI843023
104742_at	AA919832
104743_at	AB022100
104744_at	AW046775
104745_at	AA763874
104746_at	AF040252
104747_at	U73521
104748_s_at	D43797
104749_at	AW123623
104750_at	M63630
104751_at	X15475
104752_at	AB028863
104754_at	AI853032
104755_at	AJ242778
104756_at	AA739415
104757_at	AF003951
104758_at	AA895984
104759_at	AI851421
104760_at	AI838527
104761_at	AA612450
104762_r_at	AI850753
104763_at	AW048581
104766_at	AI851198
104767_f_at	AW060921
160060_at	AI851492
160061_at	U41805
160062_i_at	W41701
160063_i_at	M19256
160064_at	AF056323
160065_s_at	AI837625
160066_at	AW123097
160067_at	AW125329
160068_at	AF075136
160069_at	AA681520
160070_at	M30687
160071_at	U95123
160072_at	AV026570
160073_i_at	X16319
160074_at	AF071068
160075_at	AF069988
160076_at	AF053550
160077_at	AF004107
160078_at	X97490
160079_i_at	AI845773
160080_r_at	U58105
160081_at	AW045418
160082_s_at	D87901
160083_at	M63335
160084_at	M12330
160085_at	U35741
160086_at	Y12380
160087_at	AW060262
160088_at	U90535
160089_at	M32015
160090_f_at	Y00516
160091_at	AW125401
160092_at	V00756
160093_r_at	AV150572
160094_at	AW123518
160095_at	D10837
160096_at	AW122452
160097_at	AF085738
160098_s_at	AI842724
160099_at	AF026799
160100_at	AI834847
160101_at	X56824
160102_at	Z37164
160103_at	AW212859
160104_at	AA824102
160105_r_at	AI847033
160106_at	X54511
160107_at	K01515
160108_at	AI852641
160109_at	X70298
160110_at	AW124007
160111_at	AI849718
160112_at	AI852865
160113_at	AI854472
160114_at	L36314
160115_at	AF052660
