Probe Set ID	Representative Public ID
161910_at	AV119058
161911_f_at	AV121592
161912_r_at	AV377244
161913_r_at	AV378014
161914_s_at	AV122642
161915_f_at	AV133209
161916_r_at	AV125820
161917_i_at	AV380429
161918_at	AV380611
161919_r_at	AV134808
161920_r_at	AV381829
161921_f_at	AV139898
161922_r_at	AV140661
161923_at	AV143146
161924_f_at	AV038316
161925_at	AV146226
161926_r_at	AV147906
161927_at	AV148893
161928_at	AV169008
161929_at	AV170107
161930_r_at	AV321999
161931_r_at	AV309347
161932_r_at	AV312014
161933_r_at	AV326833
161934_f_at	AV160353
161935_r_at	AV329249
161936_at	AV330502
161937_r_at	AV332798
161938_r_at	AV333841
161939_f_at	AV335340
161940_r_at	AV336118
161941_r_at	AV336987
161942_f_at	AV337197
161943_at	AV341572
161944_at	AV209747
161945_at	AV358359
161946_r_at	AV359416
161947_f_at	AV359829
161948_f_at	AV214912
161949_at	AV215339
161950_at	AV360487
161951_f_at	AV360914
161952_r_at	AV361572
161953_at	AV361852
161954_r_at	AV362664
161955_f_at	AV362937
161956_at	AV364015
161957_r_at	AV364085
161958_at	AV221082
161959_f_at	AV221593
161960_f_at	AV221845
161961_at	AV366598
161962_f_at	AV366654
161963_f_at	AV367333
161964_r_at	AV367375
161965_r_at	AV367494
161966_f_at	AV369013
161967_at	AV369888
161968_f_at	AV370035
161969_f_at	AV225548
161970_f_at	AV371169
161971_r_at	AV227438
161972_r_at	AV227914
161973_r_at	AV228768
161974_r_at	AV372058
161975_r_at	AV372191
161976_r_at	AV372261
161977_r_at	AV372912
161978_r_at	AV372996
161979_f_at	AV230529
161980_f_at	AV373612
161981_r_at	AV230893
161982_at	AV233274
161983_f_at	AV377350
161984_f_at	AV234303
161985_f_at	AV380640
161986_f_at	AV381732
161987_at	AV382264
161988_f_at	AV234541
161989_f_at	AV238359
161990_f_at	AV238605
161991_at	AV325341
161992_at	AV241638
161993_r_at	AV327149
161994_f_at	AV327290
161995_r_at	AV328137
161996_f_at	AV328452
161997_f_at	AV329607
161998_f_at	AV329719
161999_at	AV330895
162000_r_at	AV332176
162001_f_at	AV333030
162002_r_at	AV242154
162003_at	AV242343
162004_i_at	AV242483
162005_at	AV243190
162006_r_at	AV334115
162007_i_at	AV337065
162008_r_at	AV245773
162009_f_at	AV246753
162010_r_at	AV246802
162011_f_at	AV246963
162012_r_at	AV337324
162013_f_at	AV248461
162014_i_at	AV248951
162015_f_at	AV250974
162016_f_at	AV251191
162017_at	AV252577
162018_r_at	AV360565
162019_r_at	AV360936
162020_at	AV361027
162021_r_at	AV362784
162022_f_at	AV362882
162023_f_at	AV364086
162024_at	AV256854
162025_r_at	AV257057
162026_r_at	AV366144
162027_f_at	AV366200
162028_f_at	AV366396
162029_r_at	AV366522
162030_r_at	AV366872
162031_f_at	AV367320
162032_f_at	AV368209
162033_f_at	AV258758
162034_r_at	AV369210
162035_f_at	AV259885
162036_r_at	AV260585
162037_f_at	AV372577
162038_f_at	AV372745
162039_f_at	AV373571
162040_r_at	AV374320
162041_f_at	AV374719
162042_i_at	AV375524
162043_i_at	AV375706
162044_f_at	AV376161
162045_r_at	AV376560
162046_at	AV377022
162047_f_at	AV264876
162048_r_at	AV378443
162049_f_at	AV379304
162050_at	AV380739
162051_r_at	AV380774
162052_i_at	AV267263
162053_i_at	AV381397
162054_r_at	AV267746
162055_f_at	AV382097
162056_f_at	AV269062
162057_f_at	AV269118
162058_f_at	AV271456
162059_r_at	AV271750
162060_r_at	AV273892
162061_f_at	AV274270
162062_r_at	AV276538
162063_f_at	AV276734
162064_at	AV277112
162065_r_at	AV225351
162066_f_at	AV277546
162067_at	AV278092
162068_r_at	AV309223
162069_at	AV309741
162070_r_at	AV279051
162071_i_at	AV311155
162072_at	AV311953
162073_r_at	AV326267
162074_r_at	AV326295
162075_r_at	AV281445
162076_r_at	AV327031
162077_f_at	AV327760
162078_at	AV283713
162079_at	AV331295
162080_f_at	AV331477
162081_f_at	AV312736
162082_r_at	AV332058
162083_f_at	AV313457
162084_i_at	AV314213
162085_r_at	AV334165
162086_r_at	AV316033
162087_f_at	AV335854
162088_r_at	AV335882
162089_r_at	AV336639
162090_i_at	AV318239
162091_f_at	AV318575
162092_f_at	AV337815
162093_at	AV320437
162094_f_at	AV339425
162095_f_at	AV341518
162096_at	AV357276
162097_r_at	AV322859
162098_i_at	AV359180
162099_f_at	AV360307
162100_r_at	AV360818
162101_f_at	AV290649
162102_r_at	AV291335
162103_i_at	AV291496
162104_f_at	AV361189
162105_r_at	AV361700
162106_f_at	AV292406
162107_r_at	AV363716
162108_f_at	AV293232
162109_f_at	AV365046
162110_f_at	AV365676
162111_r_at	AV295836
162112_i_at	AV295948
162113_r_at	AV367027
162114_f_at	AV367188
162115_i_at	AV368637
162116_r_at	AV368721
162117_f_at	AV368791
162118_f_at	AV369001
162119_r_at	AV370870
162120_at	AV371850
162121_at	AV374020
162122_f_at	AV374384
162123_f_at	AV375147
162124_r_at	AV305398
162125_f_at	AV305832
162126_r_at	AV376442
162127_r_at	AV306721
162128_i_at	AV376939
162129_f_at	AV378129
162130_r_at	AV378535
162131_f_at	AV378780
162132_f_at	AV342672
162133_at	AV342910
162134_r_at	AV379809
162135_r_at	AV379830
162136_r_at	AV380691
162137_f_at	AV380810
162138_s_at	AV343519
162139_r_at	AV344835
162140_i_at	AV348223
162141_r_at	AV349603
162142_f_at	AV350073
162143_f_at	AV350479
162144_at	AV351508
162145_r_at	AV343395
162146_r_at	AV355197
162147_f_at	AV356394
162148_r_at	AV310855
162149_i_at	AV325777
162150_r_at	AV327201
162151_i_at	AV329014
162152_r_at	AV332164
162153_i_at	AV333522
162154_i_at	AV333872
162155_f_at	AV336534
162156_f_at	AV021449
162157_f_at	AV337942
162158_r_at	AV338691
162159_i_at	AV026659
162160_at	AV027702
162161_r_at	AV340322
162162_f_at	AV356864
162163_at	AV038238
162164_f_at	AV359510
162165_f_at	AV360672
162166_f_at	AV360742
162167_f_at	AV361022
162168_r_at	AV361953
162169_r_at	AV047268
162170_r_at	AV363605
162171_f_at	AV363696
162172_f_at	AV365271
162173_i_at	AV002815
162174_at	AV003830
162175_at	AV007196
162176_r_at	AV008547
162177_f_at	AV365838
162178_r_at	AV366328
162179_r_at	AV367224
162180_r_at	AV367714
162181_f_at	AV012229
162182_f_at	AV012348
162183_at	AV013237
162184_at	AV367805
162185_i_at	AV368379
162186_r_at	AV369219
162187_f_at	AV049722
162188_f_at	AV370017
162189_r_at	AV370360
162190_r_at	AV370465
162191_at	AV053495
162192_f_at	AV371732
162193_f_at	AV371872
162194_r_at	AV371942
162195_i_at	AV058276
162196_f_at	AV059956
162197_at	AV372369
162198_f_at	AV373027
162199_r_at	AV373223
162200_r_at	AV062476
162201_r_at	AV063960
162202_f_at	AV373853
162203_r_at	AV373867
162204_r_at	AV374287
162205_f_at	AV374357
162206_f_at	AV374868
162207_f_at	AV376940
162208_f_at	AV077940
162209_r_at	AV378081
162210_r_at	AV378802
162211_r_at	AV379320
162212_at	AV379327
162213_i_at	AV084836
162214_r_at	AV087860
162215_f_at	AV380769
162216_i_at	AV089967
162217_r_at	AV090583
162218_f_at	AV106844
162219_f_at	AV150997
162220_r_at	AV111954
162221_i_at	AV112892
162222_r_at	AV115237
162223_f_at	AV241808
162224_r_at	AV313336
162225_f_at	AV120116
162226_r_at	AV303935
162227_r_at	AV308861
162228_f_at	AV126703
162229_at	AV128236
162230_r_at	AV128327
162231_r_at	AV309750
162232_r_at	AV311591
162233_r_at	AV325582
162234_f_at	AV139913
162235_f_at	AV327145
162236_f_at	AV327356
162237_f_at	AV328553
162238_r_at	AV149482
162239_at	AV329526
162240_r_at	AV153157
162241_r_at	AV165145
162242_at	AV170661
162243_f_at	AV170878
162244_r_at	AV171368
162245_f_at	AV332872
162246_r_at	AV333320
162247_r_at	AV333838
162248_f_at	AV334517
162249_f_at	AV334573
162250_f_at	AV173341
162251_f_at	AV335015
162252_f_at	AV335799
162253_i_at	AV336395
162254_f_at	AV336704
162255_s_at	AV336781
162256_r_at	AV336991
162257_i_at	AV339532
162258_f_at	AV339602
162259_f_at	AV341520
162260_at	AV341723
162261_f_at	AV357250
162262_f_at	AV357306
162263_f_at	AV357656
162264_s_at	AV359014
162265_r_at	AV359728
162266_f_at	AV359917
162267_r_at	AV361373
162268_at	AV361541
162269_at	AV363431
162270_r_at	AV363683
162271_f_at	AV363907
162272_r_at	AV365041
162273_at	AV365510
162274_f_at	AV366567
162275_f_at	AV367141
162276_i_at	AV367855
162277_r_at	AV368016
162278_r_at	AV369255
162279_f_at	AV370410
162280_f_at	AV371656
162281_at	AV371705
162282_f_at	AV371866
162283_r_at	AV372356
162284_r_at	AV372398
162285_r_at	AV373266
162286_r_at	AV373294
162287_r_at	AV373378
162288_f_at	AV374281
162289_at	AV374876
162290_f_at	AV376843
162291_r_at	AV377018
162292_r_at	AV377060
162293_r_at	AV377480
162294_f_at	AV377907
162295_at	AV379601
162296_at	AV380924
162297_s_at	AV023068
162298_r_at	AV023208
162299_f_at	AV029120
162300_at	AV031892
162301_f_at	AV034726
162302_f_at	AV035020
162303_f_at	AV035923
162304_r_at	AV041089
162305_f_at	AV045905
162306_at	AV046521
162307_at	AV007877
162308_f_at	AV013428
162309_at	AV014891
162310_r_at	AV050109
162311_f_at	AV050648
162312_f_at	AV053434
162313_f_at	AV055653
162314_at	AV057025
162315_f_at	AV057837
162316_f_at	AV063528
162317_r_at	AV064697
162318_r_at	AV069212
162319_i_at	AV071102
162320_at	AV072208
162321_f_at	AV073804
162322_r_at	AV074196
162323_at	AV081681
162324_at	AV083081
162325_f_at	AV083137
162326_at	AV084635
162327_f_at	AV084684
162328_f_at	AV085755
162329_r_at	AV087239
162330_f_at	AV089248
162331_f_at	AV089850
162332_f_at	AV091649
162333_r_at	AV093322
162334_r_at	AV095569
162335_at	AV097886
162336_r_at	AV099657
162337_f_at	AV101197
162338_r_at	AV107756
162339_r_at	AV113685
162340_r_at	AV128077
162341_r_at	AV133992
162342_at	AV139831
162343_f_at	AV149071
162344_at	AV149386
162345_at	AV152396
162346_f_at	AV153894
162347_f_at	AV166064
162348_r_at	AV172041
162349_i_at	AV173028
162350_at	AV173777
162351_f_at	AV174603
162352_r_at	AV174743
162353_at	AV157339
162354_f_at	AV160069
162355_at	AV160244
162356_r_at	AV211712
162357_at	AV217944
162358_i_at	AV218217
162359_r_at	AV220336
162360_f_at	AV223598
162361_at	AV227938
162362_f_at	AV230686
162363_at	AV230910
162364_f_at	AV231463
162365_i_at	AV231477
162366_r_at	AV233144
162367_f_at	AV233977
162368_r_at	AV239112
162369_f_at	AV239570
162370_r_at	AV239591
162371_r_at	AV240015
162372_f_at	AV240218
162373_r_at	AV241207
162374_r_at	AV242220
162375_i_at	AV243067
162376_r_at	AV243403
162377_f_at	AV245111
162378_r_at	AV245223
162379_r_at	AV245272
162380_r_at	AV245426
162381_f_at	AV246189
162382_f_at	AV248506
162383_r_at	AV248632
162384_f_at	AV252118
162385_i_at	AV252545
162386_at	AV255366
162387_f_at	AV255723
162388_r_at	AV256143
162389_at	AV258250
162390_r_at	AV259769
162391_r_at	AV260455
162392_r_at	AV266216
162393_at	AV266447
162394_r_at	AV266650
162395_r_at	AV272579
162396_at	AV274077
162397_r_at	AV274525
162398_at	AV274917
162399_f_at	AV276058
162400_f_at	AV277003
162401_f_at	AV278137
162402_r_at	AV279579
162403_at	AV282092
162404_i_at	AV283478
162405_at	AV283870
162406_f_at	AV313012
162407_at	AV313656
162408_f_at	AV314524
162409_r_at	AV315224
162410_s_at	AV316162
162411_f_at	AV317290
162412_r_at	AV317927
162413_r_at	AV319285
162414_f_at	AV320580
162415_f_at	AV321392
162416_at	AV321707
162417_at	AV322862
162418_r_at	AV323555
162419_r_at	AV323674
162420_r_at	AV290470
162421_r_at	AV290484
162422_r_at	AV290932
162423_f_at	AV291681
162424_f_at	AV291989
162425_f_at	AV292430
162426_f_at	AV292472
162427_r_at	AV292780
162428_i_at	AV293396
162429_r_at	AV293879
162430_at	AV294852
162431_at	AV295664
162432_f_at	AV297484
162433_f_at	AV299073
162434_i_at	AV307886
162435_f_at	AV341856
162436_at	AV345174
162437_at	AV345587
162438_f_at	AV345874
162439_at	AV346238
162440_r_at	AV347344
162441_i_at	AV348065
162442_r_at	AV349550
162443_at	AV349894
162444_r_at	AV351539
162445_at	AV351546
162446_at	AV351896
162447_f_at	AV353436
162448_f_at	AV354094
162449_f_at	AV355809
162450_f_at	AV027236
162451_r_at	AV027999
162452_at	AV028792
162453_at	AV034993
162454_f_at	AV039214
162455_f_at	AV041013
162456_f_at	AV046312
162457_f_at	AV003378
162458_i_at	AV009978
162459_f_at	AV010209
162460_f_at	AV048486
162461_at	AV049046
162462_r_at	AV054247
162463_at	AV059497
162464_f_at	AV060302
162465_i_at	AV062451
162466_at	AV063221
162467_r_at	AV063606
162468_at	AV064502
162469_r_at	AV069997
162470_at	AV070263
162471_i_at	AV071208
162472_f_at	AV072692
162473_r_at	AV078636
162474_f_at	AV087499
162475_f_at	AV092014
162476_r_at	AV092840
162477_r_at	AV096879
162478_r_at	AV097887
162479_f_at	AV097950
162480_f_at	AV101751
162481_f_at	AV105090
162482_at	AV109962
162483_f_at	AV112006
162484_r_at	AV120644
162485_at	AV121743
162486_f_at	AV122030
162487_f_at	AV122373
162488_at	AV133930
162489_i_at	AV138018
162490_f_at	AV138382
162491_f_at	AV140903
162492_at	AV142478
162493_r_at	AV146566
162494_at	AV146972
162495_r_at	AV149387
162496_r_at	AV153195
162497_r_at	AV154427
162498_r_at	AV167283
162499_f_at	AV171056
162500_f_at	AV171573
162501_at	AV172042
162502_f_at	AV173687
162503_f_at	AV159979
162504_at	AV160784
92180_at	AI851599
92181_at	L33412
92182_at	AI836877
92183_at	Z79787
92184_at	X95226
92185_at	AI846023
92186_at	AB006103
92188_s_at	X12616
92189_at	AI846017
92190_at	U28280
92191_at	AI255450
92192_s_at	D12619
92193_r_at	D12619
92194_at	D17583
92195_at	AB012273
92196_f_at	X83733
92197_r_at	X83733
92198_s_at	L41365
92199_at	U21110
92200_at	AB010149
92201_at	AI553024
92202_g_at	AI553024
92203_s_at	U37543
92204_at	U12434
92205_at	AF090738
92206_at	AA985828
92207_at	U08210
92208_at	AI152966
92209_at	AF053756
92210_at	AF004326
92211_at	AF013969
92212_at	AI849862
92213_at	L36062
92214_at	AF014941
92215_at	AF081797
92216_at	AF015260
92217_s_at	U05265
92218_at	AJ002521
92219_s_at	Y14848
92220_s_at	U60884
92222_f_at	U96752
92223_at	X66295
92224_at	X79199
92225_f_at	U58280
92226_at	AA866971
92227_s_at	D25281
92228_at	D25282
92229_at	AW047710
92230_at	AI642033
92231_at	D28818
92232_at	U88328
92233_at	AI098965
92234_at	X66223
92235_g_at	X66223
92237_at	X66225
92238_at	AW122193
92239_at	U29148
92240_at	AA739024
92241_at	AI849075
92242_at	U65403
92243_at	AA117417
92244_at	AJ238213
92245_at	AI642262
92246_at	D85925
92247_at	U67160
92248_at	U86783
92249_g_at	U86783
92250_s_at	AA089181
92251_f_at	AA960657
92252_at	D85605
92253_at	D89902
92254_at	M55253
92255_at	M36654
92256_at	AI853714
92257_at	AF000998
92258_at	AA793993
92259_at	AI467526
92260_at	Y17678
92261_at	AW047467
92262_at	AF012923
92263_at	AC002397
92264_at	X94125
92265_f_at	AF042139
92266_at	U03421
92267_at	L03529
92268_at	AI854851
92269_r_at	AI836610
92270_at	AI847616
92271_at	X63963
92272_at	AI060709
92273_at	U49853
92274_at	AB019118
92275_at	X94694
92276_at	AB021861
92277_at	AW125858
92278_at	AI843631
92279_at	AW121320
92280_at	AA867778
92281_at	AA038443
92282_at	AI646301
92283_s_at	X03532
92284_r_at	X03532
92285_at	AA967539
92286_g_at	AA967539
92287_at	AF033187
92288_at	X54424
92289_at	X58289
92290_at	Z19580
92291_f_at	M29008
92292_at	M75135
92293_at	AI850463
92294_at	AW060793
92295_at	Z80941
92296_at	AB030316
92299_at	AI159504
92300_at	Y07609
92301_at	AB016589
92302_at	Z11664
92303_at	D31898
92304_at	D31863
92305_s_at	X53654
92306_at	X96603
92307_at	AF109905
92308_at	AI847852
92309_i_at	X58287
92310_at	M96163
92311_s_at	U52193
92312_at	U55772
92313_at	AI844066
92314_at	U25652
92315_at	AF099977
92316_f_at	J00592
92317_at	U29088
92318_at	AA544871
92319_i_at	AA675031
92320_f_at	AA415783
92321_r_at	AA415783
92322_at	X94353
92323_at	Y13439
92324_at	AA823643
92325_at	AI326889
92328_at	L36135
92329_at	X70804
92330_r_at	AA517665
92331_at	M81591
92332_at	M80540
92333_at	AI849827
92334_at	AF001895
92335_at	AF004874
92336_at	AI834936
92337_g_at	AI834936
92338_f_at	AI957030
92339_at	Y09972
92340_at	Y12738
92341_at	AF029791
92342_at	X94126
92343_at	AF010138
92344_at	AF010600
92345_g_at	AF010600
92346_at	X05640
92347_at	X60796
92348_at	AI841022
92349_at	AB006141
92350_at	AA165759
92351_at	L31398
92352_at	AF108021
92353_at	Y18723
92354_at	AW122036
92355_at	AF107306
92356_at	M90388
92357_at	AB009673
92358_at	U59230
92359_at	M30903
92360_at	U43900
92361_at	D31953
92362_at	X95518
92363_at	AI586083
92364_at	AB028499
92365_at	X99572
92366_at	U12147
92367_at	U36778
92368_at	AJ250491
92369_at	M92420
92370_at	AI853831
92371_at	AI505355
92372_at	X80992
92374_at	AW120691
92375_at	AW211207
92376_at	U71205
92377_at	AI844960
92378_at	AI849305
92379_f_at	AJ133130
92380_r_at	AJ133130
92381_at	AF084480
92382_at	U49739
92383_at	U58497
92384_at	X74351
92385_at	AI847270
92386_at	AI835016
92387_at	L18868
92388_at	AW045528
92389_at	AB025411
92390_at	U86587
92391_at	U16297
92392_at	AI850484
92393_at	M30441
92394_f_at	AB010266
92395_r_at	AB010266
92396_at	AI840465
92397_at	AW123016
92398_at	AI848723
92399_at	D26532
92400_at	X75885
92401_at	U27195
92402_at	M73818
92403_at	AB030836
92404_at	M89802
92405_at	AF020773
92406_at	D31956
92407_at	AJ012072
92408_at	AI891514
92409_at	D45210
92410_at	X92410
92411_at	AJ132192
92412_s_at	X81633
92413_at	AI846986
92414_at	D50411
92415_at	L15435
92416_at	AF020184
92417_at	AF086714
92418_at	AB027520
92419_at	AB022086
92420_at	X53257
92421_at	AI846645
92422_at	M64278
92423_at	AF070970
92424_at	AI843426
92425_at	AW122559
92426_at	AI877157
92427_at	D25540
92428_at	AF039405
92429_at	D31952
92430_at	AW045710
92432_at	AI844359
92433_at	AF067180
92434_at	U77844
92435_at	AF084642
92436_at	AF043288
92437_at	AW047445
92439_at	AF091847
92440_at	U73029
92441_at	Y10007
92442_at	AI840554
92443_i_at	X16493
92444_f_at	X16493
92445_at	U76716
92448_s_at	AF079107
92449_at	AF002701
92450_at	AF047339
92451_at	AI842588
92452_at	U03279
92453_at	Y17115
92454_at	AF075261
92455_at	Y09878
92456_at	Y09974
92457_at	AJ132433
92458_at	AJ003133
92459_at	AB023418
92460_at	AB022316
92461_at	AB021224
92462_at	AB023622
92464_at	Y11091
92465_at	U85713
92466_at	U85714
92467_g_at	U85714
92468_at	AF028722
92469_at	AF117709
92470_f_at	AF065324
92471_i_at	AF099973
92472_f_at	AF099973
92473_at	Y11092
92474_at	AF083497
92475_g_at	AF083497
92476_at	L06443
92477_at	AA681862
92478_at	Z75332
92480_f_at	AB024004
92481_at	AF086905
92482_at	AF006466
92483_g_at	AF006466
92484_at	Y15907
92485_at	AJ010259
92486_at	AB018436
92487_at	AB023419
92488_at	Y13090
92489_at	Y08026
92490_at	AJ132889
92492_at	AB020203
92493_at	Y10926
92494_at	AJ238978
92495_at	U71269
92496_at	AF035643
92497_at	AB016257
92498_at	AF115848
92499_at	AJ001116
92500_at	AB025412
92501_s_at	X95503
92502_at	X95504
92503_at	Y16894
92504_at	AF076845
92505_g_at	AF076845
92506_at	AF098460
92507_at	Y12229
92508_s_at	X83506
92509_at	X99571
92510_at	Y14331
92511_at	AF004108
92512_g_at	AF004108
92513_at	AJ002636
92514_at	Y07960
92515_at	AJ132765
92516_at	AF074926
92517_at	AB026583
92518_at	Y09535
92519_at	X74616
92520_at	C80425
92521_at	D26046
92522_at	U11075
92523_at	U51126
92524_at	U51123
92525_i_at	AW122114
92526_f_at	AW122114
92527_at	Z50190
92528_at	AI851724
92529_s_at	U10325
92531_at	AI844545
92532_at	D49730
92533_at	X97991
92534_at	U10551
92535_at	L12147
92536_at	X72862
92537_g_at	X72862
92538_at	X72862
92539_at	M16465
92540_f_at	Z67748
92541_at	X12973
92542_at	AI849035
92543_at	AW123542
92544_f_at	AF055983
92545_f_at	AB006361
92546_r_at	AB006361
92547_at	AB011081
92548_g_at	AB011081
92549_at	U97170
92550_at	M36120
92551_at	U19604
92553_at	AB025408
92554_at	AF059735
92555_at	AF053454
92556_at	D45850
92557_at	AF039299
92558_at	M84487
92559_at	U12884
92560_g_at	U12884
92561_at	AJ238636
92562_at	U70475
92563_at	AF045573
92564_at	AI891475
92565_at	AI847109
92566_at	AB007143
92567_at	L02918
92568_at	M74555
92569_f_at	AF053232
92570_at	AW122482
92571_at	D85904
92572_at	AI509617
92573_at	AB021743
92574_at	AI851046
92575_at	U85489
92577_f_at	AW047116
92578_at	U10118
92579_at	L00993
92580_at	U39473
92581_at	U07159
92582_at	L42115
92583_at	D00725
92584_at	AI843556
92585_at	L02526
92586_at	X57024
92587_at	L29123
92589_at	AI846545
92590_at	U12791
92592_at	M25558
92593_at	D13664
92594_at	AF068707
92595_r_at	M61215
92596_at	U97327
92597_s_at	U13838
92598_at	AI843029
92599_at	AF029843
92600_f_at	AB018421
92601_at	AA674409
92602_at	AJ223855
92603_at	U13840
92605_at	L33406
92606_at	M27695
92607_at	AF017994
92608_at	D88793
92610_at	M21332
92611_at	U18773
92612_at	AJ223959
92614_at	M60523
92615_at	AI853615
92616_at	D10576
92617_at	X62581
92618_at	AW125253
92619_at	U40825
92621_at	X97982
92622_at	AI851064
92623_at	AI847171
92624_r_at	U09189
92625_at	X68193
92626_at	X67209
92628_at	X75895
92629_f_at	D63707
92630_r_at	D63707
92631_f_at	M19380
92632_at	AI842328
92633_at	AJ242663
92634_at	U12620
92635_at	M13444
92636_f_at	U11027
92637_at	J03928
92638_at	Z67745
92639_at	U80932
92640_at	U47024
92642_at	M25944
92643_at	X74671
92644_s_at	M12848
92645_at	AW125458
92646_at	U84903
92647_at	U35141
92648_at	U19521
92649_at	Y18505
92650_at	U03458
92652_at	AF030001
92653_at	AI482432
92654_at	AI836802
92655_at	U19265
92656_at	AF109906
92658_at	AF010405
92659_at	AF115480
92660_f_at	X92665
92661_at	U36488
92662_g_at	U36488
92663_at	AW046257
92664_at	AW050270
92665_f_at	X07967
92666_at	X87671
92667_at	M37890
92668_at	L10627
92670_at	AW046857
92671_f_at	U14103
92672_at	AW048640
92673_at	U58886
92674_at	X81593
92676_at	D14636
92677_s_at	AF010284
92678_at	AA982686
92681_at	AJ243608
92682_at	AB026805
92683_at	X02339
92684_at	AW122725
92685_at	D10849
92686_at	AF072758
92687_at	AA097203
92688_at	X57199
92689_at	AB019505
92690_at	L24191
92691_at	AW048155
92692_at	D88539
92693_at	U40342
92694_at	M94584
92695_at	U58974
92696_at	U09563
92697_at	U44752
92698_at	U21301
92699_at	AJ249198
92700_at	X87096
92701_at	AA518586
92702_at	U48797
92703_at	AI325791
92704_at	AC004155
92705_at	U15566
92706_at	Z12002
92707_at	Z11981
92708_at	AI843597
92710_at	U73199
92711_at	M57625
92712_at	AE000663
92713_at	D29015
92714_at	U06483
92715_at	AL078630
92717_at	U28068
92718_at	AI158810
92722_f_at	X80339
92724_at	AI183202
92725_at	AI226341
92726_at	AJ010605
92727_at	L34676
92728_at	L46768
92730_at	L07264
92731_at	X83601
92732_at	U16242
92733_at	U22058
92734_at	M80481
92735_at	X74266
92736_at	L03290
92737_at	U20949
92738_at	D49921
92739_at	L28819
92740_at	J00475
92741_g_at	J00475
92742_at	U77462
92743_at	U33958
92744_at	AI854774
92745_at	AB005458
92746_at	U37249
92747_at	U31566
92749_at	U14418
92750_s_at	AF029307
92751_i_at	U61970
92752_r_at	U61970
92753_at	U57344
92754_at	D49920
92755_f_at	X73580
92756_r_at	X73580
92757_at	D29763
92758_at	U09268
92759_at	U43298
92760_at	U42471
92761_at	AI448164
92762_at	AJ133533
92763_at	U43892
92764_at	U43585
92765_s_at	AI664600
92766_at	U21226
92767_at	D16250
92768_s_at	M15268
92769_at	M25149
92770_at	X66449
92771_at	AB013357
92773_at	AF079528
92774_at	AA068153
92775_at	AA656757
92777_at	M32490
92778_i_at	Z22552
92779_f_at	Z22552
92780_f_at	M90535
92781_at	U39073
92782_at	U39074
92783_at	X02891
92784_at	AI841599
92786_at	AI626942
92787_at	AI845902
92788_f_at	Y12474
92789_r_at	Y12474
92790_at	D55720
92792_at	U69135
92793_at	X57796
92794_f_at	M35970
92795_at	M72414
92796_at	J02980
92797_at	AI840051
92798_at	AA870675
92799_g_at	AA870675
92800_i_at	AI836694
92801_at	M37335
92802_s_at	M16472
92803_at	X04418
92804_at	AW122864
92805_s_at	Y12577
92806_at	AI843868
92807_at	X77585
92808_f_at	X17069
92809_r_at	X17069
92810_at	AI842259
92811_at	X74154
92812_f_at	U02995
92813_at	U62295
92814_at	AI114881
92816_r_at	X03039
92817_at	AW120646
92818_at	AF077330
92820_at	AI846522
92821_at	AF079565
92824_at	AF051942
92825_at	M25533
92826_at	Y17852
92827_at	AF064553
92828_at	AB004789
92829_at	U09659
92830_s_at	X14678
92831_at	AI846308
92832_at	U88325
92833_at	L07645
92834_at	X51528
92835_at	AI840501
92836_at	AA919594
92837_f_at	M65736
92838_at	L33726
92839_f_at	X63020
92840_at	AA683712
92841_f_at	X51429
92842_r_at	X51429
92843_r_at	AW046013
92845_at	AI843232
92846_at	X64070
92847_s_at	X56831
92848_at	X64837
92849_at	M58004
92850_at	AI836446
92851_at	U49430
92852_at	M18194
92853_at	L07577
92854_at	D50500
92855_at	Z50159
92856_at	D17653
92857_at	AI853960
92858_at	AF002719
92860_at	U37721
92861_i_at	M13805
92862_f_at	M13805
92863_at	U40826
92864_at	L13622
92865_at	AJ000062
92866_at	X52643
92867_at	AF060076
92868_at	AF049890
92869_at	L16919
92870_at	AF063095
92871_at	AW121840
92872_at	AI837715
92873_f_at	X04574
92874_f_at	AF071316
92875_s_at	AI852725
92876_at	AA590675
92877_at	L19932
92878_at	AI848388
92879_at	U42383
92880_at	M38337
92881_at	U77943
92882_at	Y00094
92883_at	AI853053
92884_at	AW045468
92885_at	L48989
92887_at	AF004106
92888_s_at	U34973
92889_r_at	AF067421
92890_at	D29951
92891_f_at	X55318
92892_at	D83206
92893_at	D90173
92894_s_at	D90174
92895_at	AF038857
92896_s_at	U40576
92897_at	U31992
92898_at	U36993
92899_at	D42051
92900_at	AU040769
92901_at	M60909
92902_at	L35261
92903_at	X78197
92904_at	U08185
92905_at	X79082
92906_at	X79083
92907_at	U49185
92908_at	L36829
92909_at	X80171
92910_at	D63644
92911_at	X84311
92912_at	X96518
92913_at	Z48670
92914_at	M18400
92915_s_at	X13961
92916_at	D45858
92917_at	L36244
92918_at	U66079
92919_at	M74425
92920_at	U71206
92921_at	X67348
92922_at	U17291
92923_g_at	U17291
92924_at	X70057
92925_at	M61007
92926_at	Z22649
92927_at	L10426
92929_at	M20625
92930_at	U67840
92931_at	X80903
92932_at	X61448
92933_at	Z18537
92934_at	X79828
92935_at	D32007
92936_at	X14943
92937_at	X59927
92938_at	X61430
92939_at	X51986
92940_s_at	AJ222970
92941_at	AA833509
92942_at	AA138192
92943_at	X57497
92944_at	AW048549
92945_at	L32372
92946_f_at	L32372
